,venue_id,venue_name,non-commercial_name,location
0,105,Wentworth Park,Wentworth Park,"Glebe, Sydney
New South Wales
Australia"
0,150,Birchgrove Oval,Birchgrove Oval,"Birchgrove, Sydney
New South Wales
Australia"
0,103,Royal Agricultural Society Showground,Royal Agricultural Society Showground,"Moore Park, Sydney
New South Wales
Australia"
