,venue_id,venue_name,non-commercial_name,location
0,97,Apex Oval,Apex Oval,"Dubbo
New South Wales
Australia"
0,130,C.ex Coffs International Stadium,Coffs Harbour International Stadium,"Coffs Harbour
New South Wales
Australia"
0,968,Kayo Stadium,Dolphin Stadium,"Redcliffe, Brisbane
Queensland
Australia"
0,198,Browne Park,Browne Park,"Rockhampton
Queensland
Australia"
