,venue_id,venue_name,non-commercial_name,location
0,25,North Sydney Oval,North Sydney Oval,"North Sydney, Sydney
New South Wales
Australia"
0,159,Metters Sports Ground,Metters Sports Ground,"Erskineville, Sydney
New South Wales
Australia"
0,164,St Luke's Park,St Luke's Park,"Concord, Sydney
New South Wales
Australia"
