,venue_id,venue_name,non-commercial_name,location
0,423,TIO Stadium,Marrara Stadium,"Darwin
Northern Territory
Australia"
0,438,BB Print Stadium,Stadium Mackay,"Mackay
Queensland
Australia"
0,439,Patersons Stadium,Patersons Stadium,"Perth
Western Australia
Australia"
