,venue_id,venue_name,non-commercial_name,location
0,309,Lavington Sports Ground,Lavington Sports Ground,"Albury
New South Wales
Australia"
0,475,McLean Park,McLean Park,"Napier
Hawke's Bay
New Zealand"
