,competition,round,date,time,match_id,venue_id,crowd,home_team,home_team_ht_score,home_team_score,home_team_penalties,away_team,away_team_ht_score,away_team_score,away_team_penalties
0,NSWRFL 1926,Round 1,"Saturday, 24th April, 1926",3:15pm (local time),9153,105,"1,200",GLEBE,4,4,,"Western Suburbs
MAGPIES",5,5,
0,NSWRFL 1926,Round 1,"Saturday, 24th April, 1926",3:15pm (local time),9154,24,"12,000","South Sydney
RABBITOHS",11,16,,"St George
DRAGONS",9,12,
0,NSWRFL 1926,Round 1,"Monday, 26th April, 1926",3:15pm (local time),9156,24,"20,000",EASTERN SUBURBS,5,20,,"Balmain
TIGERS",3,9,
0,NSWRFL 1926,Round 1,"Monday, 26th April, 1926",3:15pm (local time),9155,105,"1,500",NEWTOWN,10,12,,UNIVERSITY,8,23,
0,NSWRFL 1926,Round 2,"Saturday, 1st May, 1926",3:15pm (local time),9159,150,"3,000","Balmain
TIGERS",5,22,,NORTH SYDNEY,5,17,
0,NSWRFL 1926,Round 2,"Saturday, 1st May, 1926",3:15pm (local time),9157,158,"4,000",NEWTOWN,5,10,,"Western Suburbs
MAGPIES",8,8,
0,NSWRFL 1926,Round 2,"Saturday, 1st May, 1926",3:15pm (local time),9158,154,"5,000","St George
DRAGONS",7,15,,UNIVERSITY,4,9,
0,NSWRFL 1926,Round 2,"Saturday, 1st May, 1926",3:15pm (local time),9160,24,"20,000","South Sydney
RABBITOHS",3,9,,EASTERN SUBURBS,4,4,
0,NSWRFL 1926,Round 3,"Saturday, 8th May, 1926",3:15pm (local time),9161,103,"4,000",EASTERN SUBURBS,17,22,,"St George
DRAGONS",13,18,
0,NSWRFL 1926,Round 3,"Saturday, 8th May, 1926",3:15pm (local time),9164,105,"7,000",GLEBE,5,5,,"Balmain
TIGERS",0,2,
0,NSWRFL 1926,Round 3,"Saturday, 8th May, 1926",3:15pm (local time),9162,24,"10,000","South Sydney
RABBITOHS",13,27,,NORTH SYDNEY,7,13,
0,NSWRFL 1926,Round 3,"Saturday, 8th May, 1926",3:15pm (local time),9163,112,"1,000","Western Suburbs
MAGPIES",5,8,,UNIVERSITY,9,14,
0,NSWRFL 1926,Round 4,"Saturday, 15th May, 1926",3:15pm (local time),9167,150,"2,500","Balmain
TIGERS",6,8,,NEWTOWN,2,5,
0,NSWRFL 1926,Round 4,"Saturday, 15th May, 1926",3:15pm (local time),9168,105,"1,000",EASTERN SUBURBS,0,3,,UNIVERSITY,11,19,
0,NSWRFL 1926,Round 4,"Saturday, 15th May, 1926",3:15pm (local time),9165,24,"19,000",GLEBE,6,14,,"South Sydney
RABBITOHS",5,10,
0,NSWRFL 1926,Round 4,"Saturday, 15th May, 1926",3:15pm (local time),9166,25,"4,000",NORTH SYDNEY,8,18,,"St George
DRAGONS",6,11,
0,NSWRFL 1926,Round 5,"Saturday, 22nd May, 1926",3:15pm (local time),9170,24,"10,000","Balmain
TIGERS",3,3,,UNIVERSITY,0,10,
0,NSWRFL 1926,Round 5,"Saturday, 22nd May, 1926",3:15pm (local time),9172,158,"4,000",NEWTOWN,3,8,,EASTERN SUBURBS,0,3,
0,NSWRFL 1926,Round 5,"Saturday, 22nd May, 1926",3:15pm (local time),9171,25,"5,000",NORTH SYDNEY,8,11,,GLEBE,15,20,
0,NSWRFL 1926,Round 5,"Saturday, 22nd May, 1926",3:15pm (local time),9169,154,"3,000","St George
DRAGONS",9,12,,"Western Suburbs
MAGPIES",0,17,
0,NSWRFL 1926,Round 6,"Saturday, 29th May, 1926",3:15pm (local time),9174,103,"5,000",EASTERN SUBURBS,2,5,,GLEBE,10,19,
0,NSWRFL 1926,Round 6,"Saturday, 29th May, 1926",3:15pm (local time),9173,25,"5,000",NORTH SYDNEY,10,18,,UNIVERSITY,11,21,
0,NSWRFL 1926,Round 6,"Saturday, 29th May, 1926",3:15pm (local time),9175,154,"4,000","St George
DRAGONS",2,12,,NEWTOWN,8,23,
0,NSWRFL 1926,Round 6,"Saturday, 29th May, 1926",3:15pm (local time),9176,24,"12,000","Western Suburbs
MAGPIES",2,2,,"South Sydney
RABBITOHS",5,15,
0,NSWRFL 1926,Round 7,"Saturday, 12th June, 1926",3:15pm (local time),9177,105,"2,000",GLEBE,5,21,,"St George
DRAGONS",2,10,
0,NSWRFL 1926,Round 7,"Saturday, 12th June, 1926",3:15pm (local time),9180,25,"3,000",NORTH SYDNEY,5,17,,EASTERN SUBURBS,5,5,
0,NSWRFL 1926,Round 7,"Saturday, 12th June, 1926",3:15pm (local time),9178,24,"10,000","South Sydney
RABBITOHS",7,20,,NEWTOWN,0,5,
0,NSWRFL 1926,Round 7,"Saturday, 12th June, 1926",3:15pm (local time),9179,112,"2,500","Western Suburbs
MAGPIES",5,20,,"Balmain
TIGERS",8,19,
0,NSWRFL 1926,Round 8,"Saturday, 19th June, 1926",3:15pm (local time),9183,150,"4,000","Balmain
TIGERS",4,6,,"South Sydney
RABBITOHS",2,7,
0,NSWRFL 1926,Round 8,"Saturday, 19th June, 1926",3:15pm (local time),9184,103,500,EASTERN SUBURBS,16,28,,"Western Suburbs
MAGPIES",5,21,
0,NSWRFL 1926,Round 8,"Saturday, 19th June, 1926",3:15pm (local time),9181,24,"20,000",GLEBE,0,0,,UNIVERSITY,2,5,
0,NSWRFL 1926,Round 8,"Saturday, 19th June, 1926",3:15pm (local time),9182,158,"3,000",NEWTOWN,10,15,,NORTH SYDNEY,4,7,
0,NSWRFL 1926,Round 9,"Saturday, 26th June, 1926",3:15pm (local time),9185,105,"2,000",GLEBE,13,21,,NEWTOWN,5,5,
0,NSWRFL 1926,Round 9,"Saturday, 26th June, 1926",3:15pm (local time),9186,25,"3,000",NORTH SYDNEY,3,6,,"Western Suburbs
MAGPIES",9,29,
0,NSWRFL 1926,Round 9,"Saturday, 26th June, 1926",3:15pm (local time),9188,154,"1,800","St George
DRAGONS",4,12,,"Balmain
TIGERS",7,10,
0,NSWRFL 1926,Round 9,"Saturday, 26th June, 1926",3:15pm (local time),9187,24,"30,000","South Sydney
RABBITOHS",10,20,,UNIVERSITY,0,5,
0,NSWRFL 1926,Round 10,"Saturday, 3rd July, 1926",3:15pm (local time),9191,150,"2,000","Balmain
TIGERS",5,5,,EASTERN SUBURBS,0,7,
0,NSWRFL 1926,Round 10,"Saturday, 3rd July, 1926",3:15pm (local time),9189,158,"3,000",NEWTOWN,0,5,,UNIVERSITY,8,8,
0,NSWRFL 1926,Round 10,"Saturday, 3rd July, 1926",3:15pm (local time),9190,154,"5,000","St George
DRAGONS",5,11,,"South Sydney
RABBITOHS",15,26,
0,NSWRFL 1926,Round 10,"Saturday, 3rd July, 1926",3:15pm (local time),9192,24,"8,000","Western Suburbs
MAGPIES",3,10,,GLEBE,0,5,
0,NSWRFL 1926,Round 11,"Saturday, 10th July, 1926",3:15pm (local time),9194,24,"7,000",EASTERN SUBURBS,0,0,,"South Sydney
RABBITOHS",5,16,
0,NSWRFL 1926,Round 11,"Saturday, 10th July, 1926",3:15pm (local time),9196,25,"3,500",NORTH SYDNEY,11,19,,"Balmain
TIGERS",3,12,
0,NSWRFL 1926,Round 11,"Saturday, 10th July, 1926",3:15pm (local time),9193,154,"2,000","St George
DRAGONS",3,8,,UNIVERSITY,16,24,
0,NSWRFL 1926,Round 11,"Saturday, 10th July, 1926",3:15pm (local time),9195,112,"3,000","Western Suburbs
MAGPIES",8,16,,NEWTOWN,0,7,
0,NSWRFL 1926,Round 12,"Saturday, 17th July, 1926",3:15pm (local time),9198,150,"2,500","Balmain
TIGERS",5,20,,GLEBE,2,2,
0,NSWRFL 1926,Round 12,"Saturday, 17th July, 1926",3:15pm (local time),9197,25,"4,000",NORTH SYDNEY,7,13,,"South Sydney
RABBITOHS",22,22,
0,NSWRFL 1926,Round 12,"Saturday, 17th July, 1926",3:15pm (local time),9200,154,"2,000","St George
DRAGONS",5,10,,EASTERN SUBURBS,8,19,
0,NSWRFL 1926,Round 12,"Saturday, 17th July, 1926",3:15pm (local time),9199,24,"6,000","Western Suburbs
MAGPIES",8,8,,UNIVERSITY,8,20,
0,NSWRFL 1926,Round 13,"Saturday, 24th July, 1926",3:15pm (local time),9201,103,"2,500",EASTERN SUBURBS,18,31,,UNIVERSITY,6,12,
0,NSWRFL 1926,Round 13,"Saturday, 24th July, 1926",3:15pm (local time),9204,158,"3,000",NEWTOWN,5,8,,"Balmain
TIGERS",3,3,
0,NSWRFL 1926,Round 13,"Saturday, 24th July, 1926",3:15pm (local time),9203,154,"1,500","St George
DRAGONS",3,5,,NORTH SYDNEY,2,9,
0,NSWRFL 1926,Round 13,"Saturday, 24th July, 1926",3:15pm (local time),9202,24,"12,000","South Sydney
RABBITOHS",5,29,,GLEBE,5,5,
0,NSWRFL 1926,Round 14,"Saturday, 31st July, 1926",3:15pm (local time),9206,150,"2,000","Balmain
TIGERS",0,19,,UNIVERSITY,2,2,
0,NSWRFL 1926,Round 14,"Saturday, 31st July, 1926",3:15pm (local time),9207,24,"7,000",EASTERN SUBURBS,8,18,,NEWTOWN,2,8,
0,NSWRFL 1926,Round 14,"Saturday, 31st July, 1926",3:15pm (local time),9205,105,"1,000",GLEBE,11,11,,NORTH SYDNEY,5,15,
0,NSWRFL 1926,Round 14,"Saturday, 31st July, 1926",3:15pm (local time),9208,112,"3,000","Western Suburbs
MAGPIES",12,35,,"St George
DRAGONS",8,12,
0,NSWRFL 1926,Round 15,"Saturday, 7th August, 1926",3:15pm (local time),9212,105,"4,000",GLEBE,2,5,,EASTERN SUBURBS,0,5,
0,NSWRFL 1926,Round 15,"Saturday, 7th August, 1926",3:15pm (local time),9209,158,"2,000",NEWTOWN,5,25,,"St George
DRAGONS",5,9,
0,NSWRFL 1926,Round 15,"Saturday, 7th August, 1926",3:15pm (local time),9210,25,"4,500",NORTH SYDNEY,3,14,,UNIVERSITY,5,5,
0,NSWRFL 1926,Round 15,"Saturday, 7th August, 1926",3:15pm (local time),9211,24,"14,000","South Sydney
RABBITOHS",5,15,,"Western Suburbs
MAGPIES",12,12,
0,NSWRFL 1926,Round 16,"Saturday, 14th August, 1926",3:15pm (local time),9214,150,"3,000","Balmain
TIGERS",10,22,,"Western Suburbs
MAGPIES",12,17,
0,NSWRFL 1926,Round 16,"Saturday, 14th August, 1926",3:15pm (local time),9215,103,"2,500",EASTERN SUBURBS,10,20,,NORTH SYDNEY,0,8,
0,NSWRFL 1926,Round 16,"Saturday, 14th August, 1926",3:15pm (local time),9213,24,"7,000",NEWTOWN,0,25,,"South Sydney
RABBITOHS",13,24,
0,NSWRFL 1926,Round 16,"Saturday, 14th August, 1926",3:15pm (local time),9216,154,"2,000","St George
DRAGONS",0,5,,GLEBE,12,17,
