,competition,round,date,time,match_id,venue_id,crowd,home_team,home_team_ht_score,home_team_score,home_team_penalties,away_team,away_team_ht_score,away_team_score,away_team_penalties
0,NRL 2023,Round 1,"Thursday, 2nd March, 2023",8:00pm (local time),54376,940,"17,301","Parramatta
EELS",6,12,6,"Melbourne
STORM",0,16,6
0,NRL 2023,Round 1,"Friday, 3rd March, 2023",8:00pm (local time),54377,18,"16,676",WARRIORS,10,20,8,"Newcastle
KNIGHTS",6,12,8
0,NRL 2023,Round 1,"Friday, 3rd March, 2023",8:05pm (local time),54378,3,"17,125","Penrith
PANTHERS",6,12,4,"Brisbane
BRONCOS",12,13,5
0,NRL 2023,Round 1,"Saturday, 4th March, 2023",3:00pm (local time),54379,5,"17,278","Manly Warringah
SEA EAGLES",12,31,9,"Canterbury Bankstown
BULLDOGS",6,6,4
0,NRL 2023,Round 1,"Saturday, 4th March, 2023",4:30pm (local time),54380,985,"19,855","North Queensland
COWBOYS",18,19,6,"Canberra
RAIDERS",6,18,4
0,NRL 2023,Round 1,"Saturday, 4th March, 2023",7:35pm (local time),54381,9,"12,757","Cronulla Sutherland
SHARKS",12,18,5,"South Sydney
RABBITOHS",12,27,5
0,NRL 2023,Round 1,"Sunday, 5th March, 2023",3:05pm (local time),54382,1097,"32,177",DOLPHINS,12,28,7,"Sydney
ROOSTERS",12,18,2
0,NRL 2023,Round 1,"Sunday, 5th March, 2023",6:15pm (local time),54383,7,"14,667",WESTS TIGERS,2,10,9,"Gold Coast
TITANS",12,22,3
0,NRL 2023,Round 2,"Thursday, 9th March, 2023",8:00pm (local time),54384,3,"16,906","Penrith
PANTHERS",10,16,7,"South Sydney
RABBITOHS",0,10,4
0,NRL 2023,Round 2,"Friday, 10th March, 2023",6:00pm (local time),54385,940,"16,663","Parramatta
EELS",14,26,4,"Cronulla Sutherland
SHARKS",18,30,4
0,NRL 2023,Round 2,"Friday, 10th March, 2023",7:00pm (local time),54386,1097,"43,162","Brisbane
BRONCOS",10,28,8,"North Queensland
COWBOYS",10,16,8
0,NRL 2023,Round 2,"Saturday, 11th March, 2023",3:00pm (local time),54387,1096,"16,267","Sydney
ROOSTERS",8,20,8,WARRIORS,6,12,5
0,NRL 2023,Round 2,"Saturday, 11th March, 2023",4:30pm (local time),54388,968,"10,023",DOLPHINS,6,20,8,"Canberra
RAIDERS",12,14,6
0,NRL 2023,Round 2,"Saturday, 11th March, 2023",7:35pm (local time),54389,251,"17,248","Melbourne
STORM",0,12,6,"Canterbury Bankstown
BULLDOGS",16,26,8
0,NRL 2023,Round 2,"Sunday, 12th March, 2023",4:05pm (local time),54390,7,"13,214",WESTS TIGERS,6,12,10,"Newcastle
KNIGHTS",10,14,4
0,NRL 2023,Round 2,"Sunday, 12th March, 2023",6:15pm (local time),54391,23,"8,538","St George Illawarra
DRAGONS",16,32,8,"Gold Coast
TITANS",12,18,7
