,competition,round,date,time,match_id,venue_id,crowd,home_team,home_team_ht_score,home_team_score,home_team_penalties,away_team,away_team_ht_score,away_team_score,away_team_penalties
0,NSWRFL 1947,Round 1,"Saturday, 12th April, 1947",3:15pm (local time),10450,24,"16,500","Balmain
TIGERS",7,10,,CANTERBURY BANKSTOWN,5,13,
0,NSWRFL 1947,Round 1,"Saturday, 12th April, 1947",3:15pm (local time),10451,109,"4,000",EASTERN SUBURBS,10,10,,NORTH SYDNEY,2,10,
0,NSWRFL 1947,Round 1,"Saturday, 12th April, 1947",3:15pm (local time),10448,5,"5,000","Manly Warringah
SEA EAGLES",13,13,,"Western Suburbs
MAGPIES",9,15,
0,NSWRFL 1947,Round 1,"Saturday, 12th April, 1947",3:15pm (local time),10452,111,"5,266","Parramatta
EELS",2,12,,NEWTOWN,8,34,
0,NSWRFL 1947,Round 1,"Saturday, 12th April, 1947",3:15pm (local time),10449,155,"6,000","St George
DRAGONS",5,30,,"South Sydney
RABBITOHS",8,11,
0,NSWRFL 1947,Round 2,"Saturday, 19th April, 1947",3:15pm (local time),10454,27,"8,089",CANTERBURY BANKSTOWN,10,15,,EASTERN SUBURBS,8,14,
0,NSWRFL 1947,Round 2,"Saturday, 19th April, 1947",3:15pm (local time),10455,155,"5,486",NEWTOWN,18,33,,"Manly Warringah
SEA EAGLES",2,17,
0,NSWRFL 1947,Round 2,"Saturday, 19th April, 1947",3:15pm (local time),10453,24,"20,000",NORTH SYDNEY,11,16,,"St George
DRAGONS",7,13,
0,NSWRFL 1947,Round 2,"Saturday, 19th April, 1947",3:15pm (local time),10456,109,"3,373","South Sydney
RABBITOHS",18,35,,"Parramatta
EELS",14,22,
0,NSWRFL 1947,Round 2,"Saturday, 19th April, 1947",3:15pm (local time),10457,112,"11,850","Western Suburbs
MAGPIES",12,25,,"Balmain
TIGERS",2,17,
0,NSWRFL 1947,Round 3,"Friday, 25th April, 1947",3:15pm (local time),10459,24,"32,393",NORTH SYDNEY,13,19,,CANTERBURY BANKSTOWN,18,38,
0,NSWRFL 1947,Round 3,"Friday, 25th April, 1947",3:15pm (local time),10458,111,"3,866","Parramatta
EELS",4,13,,"St George
DRAGONS",13,23,
0,NSWRFL 1947,Round 3,"Friday, 25th April, 1947",3:15pm (local time),10460,112,"11,700","Western Suburbs
MAGPIES",9,32,,EASTERN SUBURBS,2,4,
0,NSWRFL 1947,Round 3,"Saturday, 26th April, 1947",3:15pm (local time),10461,24,"19,195","Balmain
TIGERS",17,22,,NEWTOWN,2,15,
