,competition,round,date,time,match_id,venue_id,crowd,home_team,home_team_ht_score,home_team_score,home_team_penalties,away_team,away_team_ht_score,away_team_score,away_team_penalties
0,Super League 1997,Round 1,"Saturday, 1st March, 1997",7:30pm (local time),776,13,"42,361","Brisbane
BRONCOS",8,14,4,"Auckland
WARRIORS",2,2,7
0,Super League 1997,Round 1,"Saturday, 1st March, 1997",7:30pm (local time),258,14,"17,738","North Queensland
COWBOYS",4,24,6,"Adelaide
RAMS",16,16,6
0,Super League 1997,Round 1,"Sunday, 2nd March, 1997",2:30pm (local time),777,31,"6,579","Hunter
MARINERS",10,16,6,"Canterbury Bankstown
BULLDOGS",14,20,4
0,Super League 1997,Round 1,"Sunday, 2nd March, 1997",2:30pm (local time),778,3,"8,398","Penrith
PANTHERS",12,30,8,WESTERN REDS,8,20,7
0,Super League 1997,Round 1,"Monday, 3rd March, 1997",7:30pm (local time),779,1,"22,683","Cronulla Sutherland
SHARKS",22,26,6,"Canberra
RAIDERS",0,4,3
0,Super League 1997,Round 2,"Friday, 7th March, 1997",7:30pm (local time),259,14,"15,745","North Queensland
COWBOYS",12,20,3,WESTERN REDS,14,22,7
0,Super League 1997,Round 2,"Saturday, 8th March, 1997",7:30pm (local time),781,6,"20,300","Auckland
WARRIORS",12,18,8,"Hunter
MARINERS",10,14,7
0,Super League 1997,Round 2,"Sunday, 9th March, 1997",2:30pm (local time),784,4,"10,849","Canberra
RAIDERS",6,20,6,"Penrith
PANTHERS",13,33,7
0,Super League 1997,Round 2,"Sunday, 9th March, 1997",3:30pm (local time),785,13,"16,279","Brisbane
BRONCOS",26,28,5,"Adelaide
RAMS",4,12,8
0,Super League 1997,Round 2,"Monday, 10th March, 1997",7:30pm (local time),789,27,"14,490","Canterbury Bankstown
BULLDOGS",10,12,6,"Cronulla Sutherland
SHARKS",12,13,8
0,Super League 1997,Round 3,"Friday, 14th March, 1997",8:00pm (local time),790,33,"27,435","Adelaide
RAMS",10,10,5,"Hunter
MARINERS",2,8,7
0,Super League 1997,Round 3,"Saturday, 15th March, 1997",7:30pm (local time),260,14,"18,003","North Queensland
COWBOYS",6,12,9,"Penrith
PANTHERS",14,19,5
0,Super League 1997,Round 3,"Sunday, 16th March, 1997",2:30pm (local time),795,27,"9,025","Canterbury Bankstown
BULLDOGS",24,38,12,"Canberra
RAIDERS",10,26,10
0,Super League 1997,Round 3,"Sunday, 16th March, 1997",12:30pm (local time),794,32,"11,109",WESTERN REDS,16,16,6,"Brisbane
BRONCOS",10,26,11
0,Super League 1997,Round 3,"Monday, 17th March, 1997",7:30pm (local time),799,9,"16,860","Cronulla Sutherland
SHARKS",10,34,7,"Auckland
WARRIORS",6,8,4
