,competition,round,date,time,match_id,venue_id,crowd,home_team,home_team_ht_score,home_team_score,home_team_penalties,away_team,away_team_ht_score,away_team_score,away_team_penalties
0,NRL 2012,Round 1,"Thursday, 1st March, 2012",7:30pm (local time),26748,11,"29,189","Newcastle
KNIGHTS",6,14,4,"St George Illawarra
DRAGONS",8,15,3
0,NRL 2012,Round 1,"Friday, 2nd March, 2012",7:30pm (local time),26749,8,"11,399","Parramatta
EELS",6,6,6,"Brisbane
BRONCOS",0,18,9
0,NRL 2012,Round 1,"Saturday, 3rd March, 2012",5:30pm (local time),26750,4,"7,862","Canberra
RAIDERS",12,19,6,"Melbourne
STORM",14,24,4
0,NRL 2012,Round 1,"Saturday, 3rd March, 2012",7:30pm (local time),26751,3,"9,585","Penrith
PANTHERS",12,14,10,"Canterbury Bankstown
BULLDOGS",6,22,8
0,NRL 2012,Round 1,"Saturday, 3rd March, 2012",8:30pm (local time),26752,14,"16,311","North Queensland
COWBOYS",0,0,7,"Gold Coast
TITANS",6,18,7
0,NRL 2012,Round 1,"Sunday, 4th March, 2012",2:00pm (local time),26756,167,"37,502",WARRIORS,10,20,9,"Manly Warringah
SEA EAGLES",16,26,6
0,NRL 2012,Round 1,"Sunday, 4th March, 2012",2:00pm (local time),26757,7,"19,762",WESTS TIGERS,12,17,5,"Cronulla Sutherland
SHARKS",4,16,7
0,NRL 2012,Round 1,"Monday, 5th March, 2012",7:00pm (local time),26758,20,"18,278","South Sydney
RABBITOHS",12,20,8,"Sydney
ROOSTERS",12,24,5
0,NRL 2012,Round 2,"Friday, 9th March, 2012",7:30pm (local time),26770,26,"17,532","Manly Warringah
SEA EAGLES",2,22,6,WESTS TIGERS,8,18,7
0,NRL 2012,Round 2,"Friday, 9th March, 2012",7:30pm (local time),26771,1097,"43,171","Brisbane
BRONCOS",8,26,5,"North Queensland
COWBOYS",16,28,8
0,NRL 2012,Round 2,"Saturday, 10th March, 2012",4:30pm (local time),26772,149,"11,378","Gold Coast
TITANS",12,12,7,"Canberra
RAIDERS",12,24,6
0,NRL 2012,Round 2,"Saturday, 10th March, 2012",7:30pm (local time),26773,20,"29,641","Canterbury Bankstown
BULLDOGS",18,30,7,"St George Illawarra
DRAGONS",4,4,7
0,NRL 2012,Round 2,"Sunday, 11th March, 2012",2:00pm (local time),26774,9,"15,564","Cronulla Sutherland
SHARKS",0,6,5,"Newcastle
KNIGHTS",6,18,2
0,NRL 2012,Round 2,"Sunday, 11th March, 2012",3:00pm (local time),26775,1,"12,746","Sydney
ROOSTERS",0,0,6,"Penrith
PANTHERS",18,18,6
0,NRL 2012,Round 2,"Sunday, 11th March, 2012",7:00pm (local time),26776,251,"15,872","Melbourne
STORM",10,24,3,"South Sydney
RABBITOHS",10,10,7
0,NRL 2012,Round 2,"Monday, 12th March, 2012",7:00pm (local time),26777,8,"12,102","Parramatta
EELS",14,20,7,WARRIORS,18,36,5
0,NRL 2012,Round 3,"Friday, 16th March, 2012",7:30pm (local time),26778,23,"18,726","St George Illawarra
DRAGONS",24,36,9,WESTS TIGERS,6,12,3
0,NRL 2012,Round 3,"Friday, 16th March, 2012",8:30pm (local time),26779,11,"23,894","Newcastle
KNIGHTS",4,10,4,"Brisbane
BRONCOS",12,24,5
0,NRL 2012,Round 3,"Saturday, 17th March, 2012",4:30pm (local time),26780,149,"11,254","Gold Coast
TITANS",0,6,7,"Melbourne
STORM",4,30,7
0,NRL 2012,Round 3,"Saturday, 17th March, 2012",6:30pm (local time),26781,14,"8,239","North Queensland
COWBOYS",26,42,6,"Parramatta
EELS",0,6,5
0,NRL 2012,Round 3,"Sunday, 18th March, 2012",2:00pm (local time),26782,6,"17,067",WARRIORS,12,18,6,"Canterbury Bankstown
BULLDOGS",16,32,4
0,NRL 2012,Round 3,"Sunday, 18th March, 2012",2:00pm (local time),26783,1,"10,343","Sydney
ROOSTERS",6,14,7,"Canberra
RAIDERS",8,8,5
0,NRL 2012,Round 3,"Sunday, 18th March, 2012",3:00pm (local time),26784,3,"13,876","Penrith
PANTHERS",12,24,7,"South Sydney
RABBITOHS",22,40,7
0,NRL 2012,Round 3,"Monday, 19th March, 2012",7:00pm (local time),26785,9,"8,652","Cronulla Sutherland
SHARKS",17,17,4,"Manly Warringah
SEA EAGLES",0,14,4
0,NRL 2012,Round 4,"Friday, 23rd March, 2012",7:30pm (local time),26792,8,"13,788","Parramatta
EELS",0,6,6,"Penrith
PANTHERS",23,39,4
0,NRL 2012,Round 4,"Friday, 23rd March, 2012",6:00pm (local time),26793,47,"15,599","South Sydney
RABBITOHS",12,12,7,"Brisbane
BRONCOS",4,20,6
0,NRL 2012,Round 4,"Saturday, 24th March, 2012",7:30pm (local time),26794,6,"12,915",WARRIORS,14,26,4,"Gold Coast
TITANS",0,6,7
0,NRL 2012,Round 4,"Saturday, 24th March, 2012",7:30pm (local time),26795,23,"17,893","St George Illawarra
DRAGONS",12,17,5,"Manly Warringah
SEA EAGLES",0,6,6
0,NRL 2012,Round 4,"Saturday, 24th March, 2012",8:30pm (local time),26796,14,"11,364","North Queensland
COWBOYS",10,14,3,"Cronulla Sutherland
SHARKS",14,20,4
0,NRL 2012,Round 4,"Sunday, 25th March, 2012",2:00pm (local time),26797,251,"11,897","Melbourne
STORM",16,44,7,"Sydney
ROOSTERS",0,4,4
0,NRL 2012,Round 4,"Sunday, 25th March, 2012",3:00pm (local time),26798,20,"21,701","Canterbury Bankstown
BULLDOGS",0,6,7,"Newcastle
KNIGHTS",12,20,4
0,NRL 2012,Round 4,"Monday, 26th March, 2012",7:00pm (local time),26799,19,"14,388",WESTS TIGERS,12,16,3,"Canberra
RAIDERS",10,30,8
0,NRL 2012,Round 5,"Friday, 30th March, 2012",7:30pm (local time),26812,251,"11,369","Melbourne
STORM",16,34,3,"Newcastle
KNIGHTS",6,22,7
0,NRL 2012,Round 5,"Friday, 30th March, 2012",7:30pm (local time),26813,1097,"38,012","Brisbane
BRONCOS",24,28,4,"St George Illawarra
DRAGONS",0,20,3
0,NRL 2012,Round 5,"Saturday, 31st March, 2012",5:30pm (local time),26814,3,"13,920","Penrith
PANTHERS",4,14,4,"Cronulla Sutherland
SHARKS",12,15,6
0,NRL 2012,Round 5,"Saturday, 31st March, 2012",7:30pm (local time),26815,8,"13,158","Parramatta
EELS",18,29,6,"Manly Warringah
SEA EAGLES",10,20,3
0,NRL 2012,Round 5,"Saturday, 31st March, 2012",7:30pm (local time),26816,1,"13,021","Sydney
ROOSTERS",16,26,4,WARRIORS,4,8,8
0,NRL 2012,Round 5,"Sunday, 1st April, 2012",2:00pm (local time),26817,149,"14,344","Gold Coast
TITANS",14,20,5,"Canterbury Bankstown
BULLDOGS",18,30,4
0,NRL 2012,Round 5,"Sunday, 1st April, 2012",3:00pm (local time),26818,1,"25,608",WESTS TIGERS,4,16,5,"South Sydney
RABBITOHS",0,17,9
0,NRL 2012,Round 5,"Monday, 2nd April, 2012",7:00pm (local time),26821,4,"12,135","Canberra
RAIDERS",0,6,4,"North Queensland
COWBOYS",12,22,5
0,NRL 2012,Round 6,"Friday, 6th April, 2012",4:00pm (local time),26822,20,"35,221","South Sydney
RABBITOHS",12,20,7,"Canterbury Bankstown
BULLDOGS",10,10,2
0,NRL 2012,Round 6,"Friday, 6th April, 2012",7:30pm (local time),26823,1,"17,556",WESTS TIGERS,4,14,6,"Brisbane
BRONCOS",10,18,1
0,NRL 2012,Round 6,"Saturday, 7th April, 2012",5:30pm (local time),26824,149,"11,478","Gold Coast
TITANS",6,12,7,"Sydney
ROOSTERS",6,18,4
0,NRL 2012,Round 6,"Saturday, 7th April, 2012",7:30pm (local time),26825,9,"21,380","Cronulla Sutherland
SHARKS",6,12,4,"St George Illawarra
DRAGONS",0,0,7
0,NRL 2012,Round 6,"Sunday, 8th April, 2012",2:00pm (local time),26826,4,"10,800","Canberra
RAIDERS",16,32,1,WARRIORS,6,12,1
0,NRL 2012,Round 6,"Sunday, 8th April, 2012",3:00pm (local time),26827,11,"24,158","Newcastle
KNIGHTS",8,14,6,"Parramatta
EELS",6,6,4
