,competition,round,date,time,match_id,venue_id,crowd,home_team,home_team_ht_score,home_team_score,home_team_penalties,away_team,away_team_ht_score,away_team_score,away_team_penalties
0,NSWRFL 1960,Round 1,"Saturday, 2nd April, 1960",3:15pm (local time),11674,27,"5,697",CANTERBURY BANKSTOWN,,18,,"North Sydney
BEARS",,7,
0,NSWRFL 1960,Round 1,"Saturday, 2nd April, 1960",3:15pm (local time),11672,76,"4,355",NEWTOWN,7,17,,"Western Suburbs
MAGPIES",14,20,
0,NSWRFL 1960,Round 1,"Saturday, 2nd April, 1960",3:15pm (local time),11673,24,"15,438","Parramatta
EELS",0,0,,"St George
DRAGONS",22,52,
0,NSWRFL 1960,Round 1,"Saturday, 2nd April, 1960",3:15pm (local time),11675,44,"8,708","South Sydney
RABBITOHS",2,2,,"Balmain
TIGERS",4,9,
0,NSWRFL 1960,Round 1,"Sunday, 3rd April, 1960",3:15pm (local time),11676,109,"11,164",EASTERN SUBURBS,8,8,,"Manly Warringah
SEA EAGLES",0,9,
0,NSWRFL 1960,Round 2,"Saturday, 9th April, 1960",3:15pm (local time),11678,7,"5,274","Balmain
TIGERS",0,15,,NEWTOWN,10,18,
0,NSWRFL 1960,Round 2,"Saturday, 9th April, 1960",3:15pm (local time),11677,24,"13,705","Manly Warringah
SEA EAGLES",6,22,,"St George
DRAGONS",7,10,
0,NSWRFL 1960,Round 2,"Saturday, 9th April, 1960",3:15pm (local time),11680,25,"4,678","North Sydney
BEARS",5,16,,EASTERN SUBURBS,2,10,
0,NSWRFL 1960,Round 2,"Saturday, 9th April, 1960",3:15pm (local time),11679,112,"8,896","Western Suburbs
MAGPIES",,31,,CANTERBURY BANKSTOWN,,20,
0,NSWRFL 1960,Round 2,"Sunday, 10th April, 1960",3:15pm (local time),11681,44,"12,859","South Sydney
RABBITOHS",9,16,,"Parramatta
EELS",0,3,
0,NSWRFL 1960,Round 3,"Saturday, 16th April, 1960",3:15pm (local time),11682,27,"4,461",CANTERBURY BANKSTOWN,9,14,,EASTERN SUBURBS,2,22,
0,NSWRFL 1960,Round 3,"Saturday, 16th April, 1960",3:15pm (local time),11684,111,"4,485","Parramatta
EELS",4,21,,NEWTOWN,12,24,
0,NSWRFL 1960,Round 3,"Saturday, 16th April, 1960",3:15pm (local time),11685,23,"8,952","St George
DRAGONS",,46,,"North Sydney
BEARS",,7,
0,NSWRFL 1960,Round 3,"Saturday, 16th April, 1960",3:15pm (local time),11683,24,"18,842","South Sydney
RABBITOHS",0,13,13,"Manly Warringah
SEA EAGLES",8,14,11
0,NSWRFL 1960,Round 3,"Monday, 18th April, 1960",3:15pm (local time),11686,24,"18,890","Western Suburbs
MAGPIES",13,27,4,"Balmain
TIGERS",12,15,24
0,NSWRFL 1960,Round 4,"Saturday, 23rd April, 1960",3:15pm (local time),11687,27,"7,050",CANTERBURY BANKSTOWN,4,12,,"Balmain
TIGERS",9,19,
0,NSWRFL 1960,Round 4,"Saturday, 23rd April, 1960",3:15pm (local time),11688,24,"16,110","St George
DRAGONS",,10,,EASTERN SUBURBS,,3,
0,NSWRFL 1960,Round 4,"Sunday, 24th April, 1960",3:15pm (local time),11689,44,"18,077","South Sydney
RABBITOHS",14,21,,"North Sydney
BEARS",5,15,
0,NSWRFL 1960,Round 4,"Monday, 25th April, 1960",3:15pm (local time),11690,24,"15,278","Manly Warringah
SEA EAGLES",2,13,,NEWTOWN,12,12,
0,NSWRFL 1960,Round 4,"Monday, 25th April, 1960",3:15pm (local time),11691,112,"8,933","Western Suburbs
MAGPIES",,22,,"Parramatta
EELS",,8,
0,NSWRFL 1960,Round 5,"Saturday, 30th April, 1960",3:15pm (local time),11693,7,"4,438","Balmain
TIGERS",14,26,,"Parramatta
EELS",7,13,
0,NSWRFL 1960,Round 5,"Saturday, 30th April, 1960",3:15pm (local time),11692,24,"29,702","Manly Warringah
SEA EAGLES",8,13,,"Western Suburbs
MAGPIES",2,9,
0,NSWRFL 1960,Round 5,"Saturday, 30th April, 1960",3:15pm (local time),11694,25,"5,105","North Sydney
BEARS",,11,,NEWTOWN,,21,
0,NSWRFL 1960,Round 5,"Sunday, 1st May, 1960",3:15pm (local time),11695,109,"15,954",EASTERN SUBURBS,13,22,3,"South Sydney
RABBITOHS",0,7,17
0,NSWRFL 1960,Round 5,"Sunday, 1st May, 1960",3:15pm (local time),11696,23,"10,405","St George
DRAGONS",26,38,,CANTERBURY BANKSTOWN,2,5,
0,NSWRFL 1960,Round 6,"Saturday, 7th May, 1960",3:15pm (local time),11697,24,"19,077","Balmain
TIGERS",,16,,"Manly Warringah
SEA EAGLES",,14,
0,NSWRFL 1960,Round 6,"Saturday, 7th May, 1960",3:15pm (local time),11698,27,"3,650",CANTERBURY BANKSTOWN,13,16,,"Parramatta
EELS",5,5,
0,NSWRFL 1960,Round 6,"Saturday, 7th May, 1960",3:15pm (local time),11700,76,"4,505",NEWTOWN,7,22,,EASTERN SUBURBS,7,17,
0,NSWRFL 1960,Round 6,"Saturday, 7th May, 1960",3:15pm (local time),11699,112,"5,788","Western Suburbs
MAGPIES",20,35,,"North Sydney
BEARS",11,24,
0,NSWRFL 1960,Round 6,"Sunday, 8th May, 1960",3:15pm (local time),11701,44,"5,850","South Sydney
RABBITOHS",2,6,26,"St George
DRAGONS",7,18,12
