,competition,round,date,time,match_id,venue_id,crowd,home_team,home_team_ht_score,home_team_score,home_team_penalties,away_team,away_team_ht_score,away_team_score,away_team_penalties
0,NSWRFL 1975,Round 1,"Saturday, 22nd March, 1975",3:00pm (local time),13428,44,"8,921","South Sydney
RABBITOHS",7,22,14,"North Sydney
BEARS",12,18,15
0,NSWRFL 1975,Round 1,"Sunday, 23rd March, 1975",3:00pm (local time),13430,27,"15,123",CANTERBURY BANKSTOWN,4,13,14,"St George
DRAGONS",5,9,15
0,NSWRFL 1975,Round 1,"Sunday, 23rd March, 1975",3:00pm (local time),13431,9,"6,312","Cronulla Sutherland
SHARKS",9,18,8,"Penrith
PANTHERS",11,20,11
0,NSWRFL 1975,Round 1,"Sunday, 23rd March, 1975",3:00pm (local time),13433,109,"9,223","Eastern Suburbs
ROOSTERS",3,15,11,"Balmain
TIGERS",7,12,8
0,NSWRFL 1975,Round 1,"Sunday, 23rd March, 1975",3:00pm (local time),13429,5,"12,369","Manly Warringah
SEA EAGLES",12,19,10,"Western Suburbs
MAGPIES",7,17,10
0,NSWRFL 1975,Round 1,"Sunday, 23rd March, 1975",3:00pm (local time),13432,111,"9,278","Parramatta
EELS",17,30,9,"Newtown
JETS",15,21,7
0,NSWRFL 1975,Round 2,"Thursday, 27th March, 1975",8:30pm (local time),13434,7,"10,046","Balmain
TIGERS",11,13,12,"Parramatta
EELS",10,10,17
0,NSWRFL 1975,Round 2,"Saturday, 29th March, 1975",3:00pm (local time),13435,23,"12,139","St George
DRAGONS",5,11,11,"Eastern Suburbs
ROOSTERS",0,3,7
0,NSWRFL 1975,Round 2,"Saturday, 29th March, 1975",3:00pm (local time),13439,110,"12,156","Western Suburbs
MAGPIES",3,13,15,"South Sydney
RABBITOHS",2,2,7
0,NSWRFL 1975,Round 2,"Sunday, 30th March, 1975",3:00pm (local time),13436,76,"5,451","Newtown
JETS",10,17,6,"North Sydney
BEARS",12,25,6
0,NSWRFL 1975,Round 2,"Sunday, 30th March, 1975",3:00pm (local time),13438,3,"13,070","Penrith
PANTHERS",13,13,8,"Manly Warringah
SEA EAGLES",10,32,11
0,NSWRFL 1975,Round 2,"Monday, 31st March, 1975",3:00pm (local time),13437,27,"14,096",CANTERBURY BANKSTOWN,10,15,12,"Cronulla Sutherland
SHARKS",9,26,9
0,NSWRFL 1975,Round 3,"Saturday, 5th April, 1975",3:00pm (local time),13441,24,"11,851","Eastern Suburbs
ROOSTERS",4,13,15,"Cronulla Sutherland
SHARKS",10,17,10
