,competition,round,date,time,match_id,venue_id,crowd,home_team,home_team_ht_score,home_team_score,home_team_penalties,away_team,away_team_ht_score,away_team_score,away_team_penalties
0,NSWRFL 1920,Round 1,"Saturday, 1st May, 1920",3:15pm (local time),8824,24,"18,000","Balmain
TIGERS",7,9,,EASTERN SUBURBS,0,7,
0,NSWRFL 1920,Round 1,"Saturday, 1st May, 1920",3:15pm (local time),8825,150,600,GLEBE,18,43,,ANNANDALE,0,0,
0,NSWRFL 1920,Round 1,"Saturday, 1st May, 1920",3:15pm (local time),8826,25,"4,000",NORTH SYDNEY,10,15,,NEWTOWN,9,17,
0,NSWRFL 1920,Round 1,"Saturday, 1st May, 1920",3:15pm (local time),8823,103,"5,000","South Sydney
RABBITOHS",2,5,,"Western Suburbs
MAGPIES",5,21,
0,NSWRFL 1920,Round 2,"Saturday, 8th May, 1920",3:15pm (local time),8827,111,"2,000",ANNANDALE,0,0,,"Western Suburbs
MAGPIES",16,22,
0,NSWRFL 1920,Round 2,"Saturday, 8th May, 1920",3:15pm (local time),8829,24,"10,000","Balmain
TIGERS",8,24,,"South Sydney
RABBITOHS",7,14,
0,NSWRFL 1920,Round 2,"Saturday, 8th May, 1920",3:15pm (local time),8830,103,"12,000",NEWTOWN,7,7,,EASTERN SUBURBS,6,19,
0,NSWRFL 1920,Round 2,"Saturday, 8th May, 1920",3:15pm (local time),8828,25,"5,000",NORTH SYDNEY,20,36,,UNIVERSITY,7,12,
0,NSWRFL 1920,Round 3,"Saturday, 15th May, 1920",3:15pm (local time),8831,150,500,ANNANDALE,2,5,,"South Sydney
RABBITOHS",10,25,
0,NSWRFL 1920,Round 3,"Saturday, 15th May, 1920",3:15pm (local time),8832,103,"2,500",EASTERN SUBURBS,,44,,UNIVERSITY,,8,
0,NSWRFL 1920,Round 3,"Saturday, 15th May, 1920",3:15pm (local time),8834,24,"12,000",NEWTOWN,3,3,,"Balmain
TIGERS",19,41,
0,NSWRFL 1920,Round 3,"Saturday, 15th May, 1920",3:15pm (local time),8833,25,"7,000",NORTH SYDNEY,10,13,,GLEBE,5,20,
0,NSWRFL 1920,Round 4,"Saturday, 22nd May, 1920",3:15pm (local time),8836,150,"2,000","Balmain
TIGERS",19,60,,UNIVERSITY,5,13,
0,NSWRFL 1920,Round 4,"Saturday, 22nd May, 1920",3:15pm (local time),8838,103,"18,000",GLEBE,0,5,,EASTERN SUBURBS,13,20,
0,NSWRFL 1920,Round 4,"Saturday, 22nd May, 1920",3:15pm (local time),8835,24,"4,000",NEWTOWN,5,5,,"South Sydney
RABBITOHS",11,33,
0,NSWRFL 1920,Round 4,"Saturday, 22nd May, 1920",3:15pm (local time),8837,112,"5,000","Western Suburbs
MAGPIES",13,24,,NORTH SYDNEY,5,10,
0,NSWRFL 1920,Round 5,"Saturday, 29th May, 1920",3:15pm (local time),8840,24,"30,000",EASTERN SUBURBS,10,18,,"Western Suburbs
MAGPIES",6,14,
0,NSWRFL 1920,Round 5,"Saturday, 29th May, 1920",3:15pm (local time),8842,103,"4,000",GLEBE,8,8,,"Balmain
TIGERS",5,11,
0,NSWRFL 1920,Round 5,"Saturday, 29th May, 1920",3:15pm (local time),8839,150,,NEWTOWN,14,30,,UNIVERSITY,4,4,
0,NSWRFL 1920,Round 5,"Saturday, 29th May, 1920",3:15pm (local time),8841,25,"2,000",NORTH SYDNEY,15,28,,ANNANDALE,0,0,
0,NSWRFL 1920,Round 6,"Thursday, 17th June, 1920",11:15am (local time),8843,163,,ANNANDALE,3,10,,EASTERN SUBURBS,22,42,
