,competition,round,date,time,match_id,venue_id,crowd,home_team,home_team_ht_score,home_team_score,home_team_penalties,away_team,away_team_ht_score,away_team_score,away_team_penalties
0,NSWRFL 1957,Round 1,"Saturday, 6th April, 1957",3:15pm (local time),11389,27,"4,500",CANTERBURY BANKSTOWN,0,13,,NORTH SYDNEY,10,10,
0,NSWRFL 1957,Round 1,"Saturday, 6th April, 1957",3:15pm (local time),11390,76,"7,000",NEWTOWN,2,2,,"Manly Warringah
SEA EAGLES",5,13,
0,NSWRFL 1957,Round 1,"Saturday, 6th April, 1957",3:15pm (local time),11393,111,"3,955","Parramatta
EELS",5,5,,EASTERN SUBURBS,8,10,
0,NSWRFL 1957,Round 1,"Saturday, 6th April, 1957",3:15pm (local time),11392,24,"24,823","St George
DRAGONS",12,19,,"Balmain
TIGERS",2,13,
0,NSWRFL 1957,Round 1,"Saturday, 6th April, 1957",3:15pm (local time),11391,112,"8,000","Western Suburbs
MAGPIES",12,49,,"South Sydney
RABBITOHS",9,9,
0,NSWRFL 1957,Round 2,"Saturday, 13th April, 1957",3:15pm (local time),11397,5,"7,028","Manly Warringah
SEA EAGLES",2,20,,"Balmain
TIGERS",2,5,
0,NSWRFL 1957,Round 2,"Saturday, 13th April, 1957",3:15pm (local time),11394,25,"7,994",NORTH SYDNEY,15,17,,"South Sydney
RABBITOHS",2,9,
0,NSWRFL 1957,Round 2,"Saturday, 13th April, 1957",3:15pm (local time),11395,111,"4,567","Parramatta
EELS",5,7,,NEWTOWN,15,42,
0,NSWRFL 1957,Round 2,"Saturday, 13th April, 1957",3:15pm (local time),11396,24,"30,567","Western Suburbs
MAGPIES",12,29,16,"St George
DRAGONS",11,11,24
0,NSWRFL 1957,Round 2,"Sunday, 14th April, 1957",3:15pm (local time),11398,109,"9,661",EASTERN SUBURBS,,15,,CANTERBURY BANKSTOWN,,11,
0,NSWRFL 1957,Round 3,"Saturday, 20th April, 1957",3:15pm (local time),11400,7,"4,605","Balmain
TIGERS",21,33,,"Parramatta
EELS",2,9,
0,NSWRFL 1957,Round 3,"Saturday, 20th April, 1957",3:15pm (local time),11401,27,"5,061",CANTERBURY BANKSTOWN,4,4,,NEWTOWN,6,19,
0,NSWRFL 1957,Round 3,"Saturday, 20th April, 1957",3:15pm (local time),11402,109,"6,500",EASTERN SUBURBS,9,19,,"South Sydney
RABBITOHS",14,14,
0,NSWRFL 1957,Round 3,"Saturday, 20th April, 1957",3:15pm (local time),11399,24,"28,157",NORTH SYDNEY,5,7,,"Western Suburbs
MAGPIES",2,7,
0,NSWRFL 1957,Round 3,"Monday, 22nd April, 1957",3:15pm (local time),11403,24,"27,434","St George
DRAGONS",15,35,,"Manly Warringah
SEA EAGLES",7,12,
0,NSWRFL 1957,Round 4,"Thursday, 25th April, 1957",3:15pm (local time),11404,76,"9,000",NEWTOWN,5,13,,"South Sydney
RABBITOHS",5,7,
0,NSWRFL 1957,Round 4,"Thursday, 25th April, 1957",3:15pm (local time),11405,111,"3,500","Parramatta
EELS",,10,,"Manly Warringah
SEA EAGLES",,17,
0,NSWRFL 1957,Round 4,"Thursday, 25th April, 1957",3:15pm (local time),11406,24,"24,247","Western Suburbs
MAGPIES",12,27,,EASTERN SUBURBS,11,16,
0,NSWRFL 1957,Round 4,"Saturday, 27th April, 1957",3:15pm (local time),11408,7,"5,926","Balmain
TIGERS",10,12,,CANTERBURY BANKSTOWN,8,10,
0,NSWRFL 1957,Round 4,"Saturday, 27th April, 1957",3:15pm (local time),11407,24,"25,000",NORTH SYDNEY,0,5,,"St George
DRAGONS",4,17,
