,competition,round,date,time,match_id,venue_id,crowd,home_team,home_team_ht_score,home_team_score,home_team_penalties,away_team,away_team_ht_score,away_team_score,away_team_penalties
0,NSWRFL 1953,Round 1,"Saturday, 4th April, 1953",3:15pm (local time),11014,7,,"Balmain
TIGERS",13,38,,NEWTOWN,0,12,
0,NSWRFL 1953,Round 1,"Saturday, 4th April, 1953",3:15pm (local time),11013,5,"7,000","Manly Warringah
SEA EAGLES",8,13,,NORTH SYDNEY,11,30,
0,NSWRFL 1953,Round 1,"Saturday, 4th April, 1953",3:15pm (local time),11017,111,,"Parramatta
EELS",7,23,,EASTERN SUBURBS,3,10,
0,NSWRFL 1953,Round 1,"Saturday, 4th April, 1953",3:15pm (local time),11016,23,"6,000","St George
DRAGONS",2,9,,CANTERBURY BANKSTOWN,9,17,
0,NSWRFL 1953,Round 1,"Saturday, 4th April, 1953",3:15pm (local time),11015,24,"15,000","Western Suburbs
MAGPIES",9,44,,"South Sydney
RABBITOHS",21,28,
0,NSWRFL 1953,Round 2,"Monday, 6th April, 1953",3:15pm (local time),11020,24,"14,355",CANTERBURY BANKSTOWN,12,18,,"Western Suburbs
MAGPIES",17,31,
0,NSWRFL 1953,Round 2,"Monday, 6th April, 1953",3:15pm (local time),11022,109,"3,000",EASTERN SUBURBS,14,27,24,"Balmain
TIGERS",3,13,15
0,NSWRFL 1953,Round 2,"Monday, 6th April, 1953",3:15pm (local time),11018,5,,"Manly Warringah
SEA EAGLES",11,11,,"Parramatta
EELS",8,17,
0,NSWRFL 1953,Round 2,"Monday, 6th April, 1953",3:15pm (local time),11019,25,"8,000",NORTH SYDNEY,9,14,,"St George
DRAGONS",4,24,
0,NSWRFL 1953,Round 2,"Monday, 6th April, 1953",3:15pm (local time),11021,44,,"South Sydney
RABBITOHS",12,12,,NEWTOWN,9,24,
0,NSWRFL 1953,Round 3,"Saturday, 11th April, 1953",3:15pm (local time),11024,7,,"Balmain
TIGERS",5,12,,"Manly Warringah
SEA EAGLES",8,31,
0,NSWRFL 1953,Round 3,"Saturday, 11th April, 1953",3:15pm (local time),11025,109,"4,000",EASTERN SUBURBS,15,22,,"South Sydney
RABBITOHS",5,18,
0,NSWRFL 1953,Round 3,"Saturday, 11th April, 1953",3:15pm (local time),11023,155,,NEWTOWN,10,22,,"Western Suburbs
MAGPIES",6,10,
0,NSWRFL 1953,Round 3,"Saturday, 11th April, 1953",3:15pm (local time),11027,25,,NORTH SYDNEY,15,32,,CANTERBURY BANKSTOWN,8,8,
0,NSWRFL 1953,Round 3,"Saturday, 11th April, 1953",3:15pm (local time),11026,24,"17,193","St George
DRAGONS",7,19,,"Parramatta
EELS",2,10,
0,NSWRFL 1953,Round 4,"Saturday, 18th April, 1953",3:15pm (local time),11032,24,"17,044",NEWTOWN,8,10,,EASTERN SUBURBS,14,19,
0,NSWRFL 1953,Round 4,"Saturday, 18th April, 1953",3:15pm (local time),11031,111,,"Parramatta
EELS",8,8,,CANTERBURY BANKSTOWN,3,17,
0,NSWRFL 1953,Round 4,"Saturday, 18th April, 1953",3:15pm (local time),11030,23,,"St George
DRAGONS",10,26,,"Balmain
TIGERS",10,10,
0,NSWRFL 1953,Round 4,"Saturday, 18th April, 1953",3:15pm (local time),11028,44,,"South Sydney
RABBITOHS",4,19,,"Manly Warringah
SEA EAGLES",4,12,
0,NSWRFL 1953,Round 4,"Saturday, 18th April, 1953",3:15pm (local time),11029,112,"10,729","Western Suburbs
MAGPIES",14,16,,NORTH SYDNEY,6,25,
0,NSWRFL 1953,Round 5,"Saturday, 25th April, 1953",3:15pm (local time),11036,27,,CANTERBURY BANKSTOWN,10,20,,"Balmain
TIGERS",9,15,
0,NSWRFL 1953,Round 5,"Saturday, 25th April, 1953",3:15pm (local time),11033,5,,"Manly Warringah
SEA EAGLES",8,17,,NEWTOWN,5,14,
0,NSWRFL 1953,Round 5,"Saturday, 25th April, 1953",3:15pm (local time),11034,111,,"Parramatta
EELS",4,11,,NORTH SYDNEY,7,17,
0,NSWRFL 1953,Round 5,"Saturday, 25th April, 1953",3:15pm (local time),11035,24,"23,000","South Sydney
RABBITOHS",15,23,,"St George
DRAGONS",2,10,
0,NSWRFL 1953,Round 5,"Saturday, 25th April, 1953",3:15pm (local time),11037,112,,"Western Suburbs
MAGPIES",3,19,,EASTERN SUBURBS,10,17,
0,NSWRFL 1953,Round 6,"Saturday, 2nd May, 1953",3:15pm (local time),11038,24,"11,950",CANTERBURY BANKSTOWN,2,2,,"South Sydney
RABBITOHS",8,14,
0,NSWRFL 1953,Round 7,"Saturday, 9th May, 1953",3:15pm (local time),11046,155,"4,000",NEWTOWN,9,12,,CANTERBURY BANKSTOWN,4,9,
0,NSWRFL 1953,Round 7,"Saturday, 9th May, 1953",3:15pm (local time),11043,109,,NORTH SYDNEY,12,43,,"South Sydney
RABBITOHS",3,13,
0,NSWRFL 1953,Round 7,"Saturday, 9th May, 1953",3:15pm (local time),11045,111,"4,000","Parramatta
EELS",18,33,,"Balmain
TIGERS",2,14,
0,NSWRFL 1953,Round 7,"Saturday, 9th May, 1953",3:15pm (local time),11047,23,"5,000","St George
DRAGONS",11,29,,EASTERN SUBURBS,7,19,
0,NSWRFL 1953,Round 7,"Saturday, 9th May, 1953",3:15pm (local time),11044,112,,"Western Suburbs
MAGPIES",12,27,,"Manly Warringah
SEA EAGLES",6,15,
0,NSWRFL 1953,Round 6,"Sunday, 24th May, 1953",3:15pm (local time),11040,44,,"Balmain
TIGERS",10,22,,NORTH SYDNEY,15,37,
0,NSWRFL 1953,Round 6,"Sunday, 24th May, 1953",3:15pm (local time),11042,5,,"Manly Warringah
SEA EAGLES",5,18,,EASTERN SUBURBS,2,13,
0,NSWRFL 1953,Round 6,"Sunday, 24th May, 1953",3:15pm (local time),11039,155,,NEWTOWN,10,20,,"St George
DRAGONS",7,25,
0,NSWRFL 1953,Round 6,"Sunday, 24th May, 1953",3:15pm (local time),11041,110,"7,000","Western Suburbs
MAGPIES",2,7,,"Parramatta
EELS",6,20,
0,NSWRFL 1953,Round 8,"Saturday, 6th June, 1953",3:15pm (local time),11050,7,"6,000","Balmain
TIGERS",11,15,,"Western Suburbs
MAGPIES",2,14,
0,NSWRFL 1953,Round 8,"Saturday, 6th June, 1953",3:15pm (local time),11052,109,"3,000",EASTERN SUBURBS,10,18,,CANTERBURY BANKSTOWN,5,20,
0,NSWRFL 1953,Round 8,"Saturday, 6th June, 1953",3:15pm (local time),11048,5,,"Manly Warringah
SEA EAGLES",18,36,,"St George
DRAGONS",0,0,
0,NSWRFL 1953,Round 8,"Saturday, 6th June, 1953",3:15pm (local time),11049,24,"16,000",NEWTOWN,5,15,,NORTH SYDNEY,3,13,
0,NSWRFL 1953,Round 8,"Saturday, 6th June, 1953",3:15pm (local time),11051,44,"6,000","South Sydney
RABBITOHS",7,27,,"Parramatta
EELS",7,12,
0,NSWRFL 1953,Round 9,"Saturday, 13th June, 1953",3:15pm (local time),11053,109,"8,000",CANTERBURY BANKSTOWN,10,17,,"Manly Warringah
SEA EAGLES",6,16,
0,NSWRFL 1953,Round 9,"Saturday, 13th June, 1953",3:15pm (local time),11057,25,"6,000",NORTH SYDNEY,12,14,,EASTERN SUBURBS,5,14,
0,NSWRFL 1953,Round 9,"Saturday, 13th June, 1953",3:15pm (local time),11054,111,"3,000","Parramatta
EELS",10,19,,NEWTOWN,2,4,
0,NSWRFL 1953,Round 9,"Saturday, 13th June, 1953",3:15pm (local time),11056,44,,"South Sydney
RABBITOHS",12,12,,"Balmain
TIGERS",11,16,
0,NSWRFL 1953,Round 9,"Saturday, 13th June, 1953",3:15pm (local time),11055,112,"5,000","Western Suburbs
MAGPIES",0,5,,"St George
DRAGONS",10,18,
0,NSWRFL 1953,Round 10,"Saturday, 20th June, 1953",3:15pm (local time),11059,24,"14,410",CANTERBURY BANKSTOWN,7,17,,"St George
DRAGONS",3,13,
0,NSWRFL 1953,Round 10,"Saturday, 20th June, 1953",3:15pm (local time),11060,109,"3,000",EASTERN SUBURBS,13,26,,"Parramatta
EELS",12,18,
0,NSWRFL 1953,Round 10,"Saturday, 20th June, 1953",3:15pm (local time),11062,155,,NEWTOWN,10,28,,"Balmain
TIGERS",11,18,
0,NSWRFL 1953,Round 10,"Saturday, 20th June, 1953",3:15pm (local time),11061,25,"9,000",NORTH SYDNEY,15,42,,"Manly Warringah
SEA EAGLES",9,16,
0,NSWRFL 1953,Round 10,"Saturday, 20th June, 1953",3:15pm (local time),11058,44,"5,984","South Sydney
RABBITOHS",10,13,,"Western Suburbs
MAGPIES",7,9,
