,competition,round,date,time,match_id,venue_id,crowd,home_team,home_team_ht_score,home_team_score,home_team_penalties,away_team,away_team_ht_score,away_team_score,away_team_penalties
0,NSWRFL 1980,Round 1,"Saturday, 29th March, 1980",3:00pm (local time),4330,23,"9,137","St George
DRAGONS",5,12,14,"South Sydney
RABBITOHS",14,26,7
0,NSWRFL 1980,Round 1,"Sunday, 30th March, 1980",3:00pm (local time),4331,7,"11,246","Balmain
TIGERS",7,10,7,"Parramatta
EELS",15,37,11
0,NSWRFL 1980,Round 1,"Sunday, 30th March, 1980",3:00pm (local time),4332,9,"7,144","Cronulla Sutherland
SHARKS",7,10,13,"Western Suburbs
MAGPIES",7,16,13
0,NSWRFL 1980,Round 1,"Sunday, 30th March, 1980",3:00pm (local time),4333,109,"4,896","Eastern Suburbs
ROOSTERS",5,20,9,"North Sydney
BEARS",15,29,5
0,NSWRFL 1980,Round 1,"Sunday, 30th March, 1980",3:00pm (local time),4335,76,"6,658","Newtown
JETS",7,17,9,"Canterbury Bankstown
BULLDOGS",3,38,14
0,NSWRFL 1980,Round 1,"Sunday, 30th March, 1980",3:00pm (local time),4334,3,"7,788","Penrith
PANTHERS",15,20,13,"Manly Warringah
SEA EAGLES",8,25,17
0,NSWRFL 1980,Round 2,"Saturday, 5th April, 1980",3:00pm (local time),4336,110,"6,297","Western Suburbs
MAGPIES",18,27,10,"Penrith
PANTHERS",14,24,10
0,NSWRFL 1980,Round 2,"Sunday, 6th April, 1980",3:00pm (local time),4340,9,"10,120","Cronulla Sutherland
SHARKS",22,35,6,"Canterbury Bankstown
BULLDOGS",0,9,9
0,NSWRFL 1980,Round 2,"Sunday, 6th April, 1980",3:00pm (local time),4337,5,"11,304","Manly Warringah
SEA EAGLES",8,22,9,"North Sydney
BEARS",5,7,11
0,NSWRFL 1980,Round 2,"Sunday, 6th April, 1980",3:00pm (local time),4338,76,"6,863","Newtown
JETS",3,11,13,"St George
DRAGONS",8,17,10
0,NSWRFL 1980,Round 2,"Sunday, 6th April, 1980",3:00pm (local time),4339,44,"11,292","South Sydney
RABBITOHS",7,28,9,"Balmain
TIGERS",2,2,15
0,NSWRFL 1980,Round 2,"Monday, 7th April, 1980",3:00pm (local time),4341,111,"17,936","Parramatta
EELS",9,22,11,"Eastern Suburbs
ROOSTERS",5,10,9
0,NSWRFL 1980,Round 3,"Saturday, 12th April, 1980",3:00pm (local time),4342,5,"8,717","Manly Warringah
SEA EAGLES",15,34,6,"Eastern Suburbs
ROOSTERS",5,7,15
0,NSWRFL 1980,Round 3,"Sunday, 13th April, 1980",3:00pm (local time),4345,76,"5,785","Newtown
JETS",6,23,10,"Balmain
TIGERS",4,9,13
0,NSWRFL 1980,Round 3,"Sunday, 13th April, 1980",3:00pm (local time),4343,25,"5,348","North Sydney
BEARS",8,8,8,"Western Suburbs
MAGPIES",8,14,11
0,NSWRFL 1980,Round 3,"Sunday, 13th April, 1980",3:00pm (local time),4344,111,"18,060","Parramatta
EELS",19,40,6,"South Sydney
RABBITOHS",0,5,5
0,NSWRFL 1980,Round 3,"Sunday, 13th April, 1980",3:00pm (local time),4346,3,"10,525","Penrith
PANTHERS",4,14,11,"Canterbury Bankstown
BULLDOGS",18,40,10
0,NSWRFL 1980,Round 3,"Sunday, 13th April, 1980",3:00pm (local time),4347,23,"16,650","St George
DRAGONS",7,7,6,"Cronulla Sutherland
SHARKS",9,32,9
0,NSWRFL 1980,Round 4,"Saturday, 19th April, 1980",3:00pm (local time),4348,7,"5,701","Balmain
TIGERS",7,27,14,"Cronulla Sutherland
SHARKS",0,10,7
0,NSWRFL 1980,Round 4,"Sunday, 20th April, 1980",3:00pm (local time),4350,109,"9,218","Eastern Suburbs
ROOSTERS",4,12,11,"South Sydney
RABBITOHS",4,4,13
0,NSWRFL 1980,Round 4,"Sunday, 20th April, 1980",3:00pm (local time),4349,76,"9,177","Newtown
JETS",9,17,8,"Parramatta
EELS",12,14,8
0,NSWRFL 1980,Round 4,"Sunday, 20th April, 1980",3:00pm (local time),4353,25,"4,875","North Sydney
BEARS",13,19,5,"Canterbury Bankstown
BULLDOGS",9,22,10
0,NSWRFL 1980,Round 4,"Sunday, 20th April, 1980",3:00pm (local time),4352,23,"8,854","St George
DRAGONS",21,36,8,"Penrith
PANTHERS",7,12,11
0,NSWRFL 1980,Round 4,"Sunday, 20th April, 1980",3:00pm (local time),4351,110,"12,219","Western Suburbs
MAGPIES",3,19,12,"Manly Warringah
SEA EAGLES",4,4,9
0,NSWRFL 1980,Round 5,"Friday, 25th April, 1980",3:00pm (local time),4354,109,"12,183","Eastern Suburbs
ROOSTERS",6,14,9,"Western Suburbs
MAGPIES",2,7,9
0,NSWRFL 1980,Round 5,"Saturday, 26th April, 1980",3:00pm (local time),4355,44,"8,342","South Sydney
RABBITOHS",5,10,7,"Newtown
JETS",4,12,15
0,NSWRFL 1980,Round 5,"Sunday, 27th April, 1980",3:00pm (local time),4357,7,"6,135","Balmain
TIGERS",2,15,9,"Penrith
PANTHERS",9,11,9
