,competition,round,date,time,match_id,venue_id,crowd,home_team,home_team_ht_score,home_team_score,home_team_penalties,away_team,away_team_ht_score,away_team_score,away_team_penalties
0,NSWRL 1986,Round 1,"Friday, 7th March, 1986",8:00pm (local time),5309,44,"15,639","South Sydney
RABBITOHS",13,22,8,"St George
DRAGONS",4,4,14
0,NSWRL 1986,Round 1,"Saturday, 8th March, 1986",3:00pm (local time),5310,5,"3,282","Manly Warringah
SEA EAGLES",14,20,11,"Canberra
RAIDERS",4,12,10
0,NSWRL 1986,Round 1,"Sunday, 9th March, 1986",3:00pm (local time),5312,7,"10,738","Balmain
TIGERS",12,18,11,"Canterbury Bankstown
BULLDOGS",6,12,10
0,NSWRL 1986,Round 1,"Sunday, 9th March, 1986",3:00pm (local time),5314,109,"5,497","Eastern Suburbs
ROOSTERS",0,6,7,"Cronulla Sutherland
SHARKS",8,16,7
0,NSWRL 1986,Round 1,"Sunday, 9th March, 1986",3:00pm (local time),5311,21,"7,652","Illawarra
STEELERS",6,12,8,"North Sydney
BEARS",6,16,8
0,NSWRL 1986,Round 1,"Sunday, 9th March, 1986",3:00pm (local time),5313,110,"7,214","Western Suburbs
MAGPIES",6,18,11,"Penrith
PANTHERS",8,26,16
0,NSWRL 1986,Round 2,"Saturday, 15th March, 1986",3:00pm (local time),5315,27,"5,926","Canterbury Bankstown
BULLDOGS",20,38,8,"Cronulla Sutherland
SHARKS",2,2,13
0,NSWRL 1986,Round 2,"Saturday, 15th March, 1986",6:30pm (local time),5316,48,"9,728","Canberra
RAIDERS",14,20,8,"Balmain
TIGERS",16,26,13
0,NSWRL 1986,Round 2,"Sunday, 16th March, 1986",3:00pm (local time),5319,109,"4,320","Eastern Suburbs
ROOSTERS",20,32,16,"Penrith
PANTHERS",2,2,7
0,NSWRL 1986,Round 2,"Sunday, 16th March, 1986",3:00pm (local time),5317,25,"6,303","North Sydney
BEARS",2,26,11,"Western Suburbs
MAGPIES",4,10,11
0,NSWRL 1986,Round 2,"Sunday, 16th March, 1986",3:00pm (local time),5318,8,"26,870","Parramatta
EELS",18,36,11,"St George
DRAGONS",6,6,7
0,NSWRL 1986,Round 2,"Sunday, 16th March, 1986",3:00pm (local time),5320,44,"7,053","South Sydney
RABBITOHS",13,13,10,"Illawarra
STEELERS",2,10,14
0,NSWRL 1986,Round 3,"Saturday, 22nd March, 1986",3:00pm (local time),5321,3,"3,150","Penrith
PANTHERS",10,28,10,"North Sydney
BEARS",0,0,10
0,NSWRL 1986,Round 3,"Sunday, 23rd March, 1986",3:00pm (local time),5323,7,"12,520","Balmain
TIGERS",0,8,11,"Parramatta
EELS",16,23,8
0,NSWRL 1986,Round 3,"Sunday, 23rd March, 1986",3:00pm (local time),5324,9,"7,074","Cronulla Sutherland
SHARKS",6,14,5,"South Sydney
RABBITOHS",0,0,5
0,NSWRL 1986,Round 3,"Sunday, 23rd March, 1986",3:00pm (local time),5325,21,"5,645","Illawarra
STEELERS",8,22,13,"Canberra
RAIDERS",8,10,7
0,NSWRL 1986,Round 3,"Sunday, 23rd March, 1986",3:00pm (local time),5322,5,"14,251","Manly Warringah
SEA EAGLES",6,15,14,"St George
DRAGONS",4,16,12
0,NSWRL 1986,Round 3,"Sunday, 23rd March, 1986",3:00pm (local time),5326,110,"6,039","Western Suburbs
MAGPIES",6,8,11,"Canterbury Bankstown
BULLDOGS",2,8,11
0,NSWRL 1986,Round 4,"Saturday, 29th March, 1986",3:00pm (local time),5327,44,"5,185","South Sydney
RABBITOHS",17,29,8,"Western Suburbs
MAGPIES",8,14,11
