,competition,round,date,time,match_id,venue_id,crowd,home_team,home_team_ht_score,home_team_score,home_team_penalties,away_team,away_team_ht_score,away_team_score,away_team_penalties
0,NRL 2014,Round 1,"Thursday, 6th March, 2014",8:05pm (local time),29008,20,"27,282","South Sydney
RABBITOHS",6,28,12,"Sydney
ROOSTERS",6,8,6
0,NRL 2014,Round 1,"Friday, 7th March, 2014",8:05pm (local time),29009,20,"18,040","Canterbury Bankstown
BULLDOGS",6,12,8,"Brisbane
BRONCOS",14,18,9
0,NRL 2014,Round 1,"Saturday, 8th March, 2014",4:30pm (local time),29010,3,"11,369","Penrith
PANTHERS",6,30,4,"Newcastle
KNIGHTS",8,8,5
0,NRL 2014,Round 1,"Saturday, 8th March, 2014",7:00pm (local time),29011,5,"14,200","Manly Warringah
SEA EAGLES",20,22,9,"Melbourne
STORM",4,23,10
0,NRL 2014,Round 1,"Saturday, 8th March, 2014",9:00pm (local time),29012,14,"12,121","North Queensland
COWBOYS",10,28,4,"Canberra
RAIDERS",16,22,7
0,NRL 2014,Round 1,"Sunday, 9th March, 2014",3:00pm (local time),29013,20,"19,860","St George Illawarra
DRAGONS",20,44,6,WESTS TIGERS,18,24,4
0,NRL 2014,Round 1,"Sunday, 9th March, 2014",6:30pm (local time),29014,8,"14,397","Parramatta
EELS",14,36,9,WARRIORS,12,16,9
0,NRL 2014,Round 1,"Monday, 10th March, 2014",7:00pm (local time),29015,9,"9,321","Cronulla Sutherland
SHARKS",6,12,7,"Gold Coast
TITANS",10,18,10
0,NRL 2014,Round 2,"Friday, 14th March, 2014",7:40pm (local time),29350,26,"15,120","Manly Warringah
SEA EAGLES",6,14,6,"South Sydney
RABBITOHS",4,12,8
0,NRL 2014,Round 2,"Friday, 14th March, 2014",7:40pm (local time),29351,1097,"42,303","Brisbane
BRONCOS",10,16,4,"North Queensland
COWBOYS",6,12,8
0,NRL 2014,Round 2,"Saturday, 15th March, 2014",5:00pm (local time),29352,167,"14,392",WARRIORS,12,12,7,"St George Illawarra
DRAGONS",6,31,7
