,competition,round,date,time,match_id,venue_id,crowd,home_team,home_team_ht_score,home_team_score,home_team_penalties,away_team,away_team_ht_score,away_team_score,away_team_penalties
0,NSWRL 1984,Round 1,"Saturday, 24th March, 1984",3:00pm (local time),4983,24,"11,462","Eastern Suburbs
ROOSTERS",8,24,10,"Manly Warringah
SEA EAGLES",8,8,16
0,NSWRL 1984,Round 1,"Sunday, 25th March, 1984",,4986,7,"5,869","Balmain
TIGERS",8,20,9,"Illawarra
STEELERS",14,18,10
0,NSWRL 1984,Round 1,"Sunday, 25th March, 1984",,4987,27,"20,374","Canterbury Bankstown
BULLDOGS",12,18,13,"Parramatta
EELS",8,16,11
0,NSWRL 1984,Round 1,"Sunday, 25th March, 1984",,4988,9,"4,704","Cronulla Sutherland
SHARKS",6,14,13,"Canberra
RAIDERS",8,18,7
0,NSWRL 1984,Round 1,"Sunday, 25th March, 1984",,4984,3,"10,790","Penrith
PANTHERS",4,10,10,"St George
DRAGONS",14,24,11
0,NSWRL 1984,Round 1,"Sunday, 25th March, 1984",,4985,44,"8,223","South Sydney
RABBITOHS",14,20,13,"Western Suburbs
MAGPIES",4,4,13
0,NSWRL 1984,Round 2,"Wednesday, 28th March, 1984",,4990,48,"8,203","Canberra
RAIDERS",10,22,8,"Western Suburbs
MAGPIES",12,12,11
0,NSWRL 1984,Round 2,"Wednesday, 28th March, 1984",,4994,24,"21,438","Canterbury Bankstown
BULLDOGS",6,16,13,"Eastern Suburbs
ROOSTERS",0,6,9
0,NSWRL 1984,Round 2,"Wednesday, 28th March, 1984",,4992,21,"5,611","Illawarra
STEELERS",8,20,12,"Cronulla Sutherland
SHARKS",0,0,8
0,NSWRL 1984,Round 2,"Wednesday, 28th March, 1984",,4989,5,"4,520","Manly Warringah
SEA EAGLES",6,26,11,"Penrith
PANTHERS",2,8,7
0,NSWRL 1984,Round 2,"Wednesday, 28th March, 1984",,4991,27,"4,782","Parramatta
EELS",14,30,11,"North Sydney
BEARS",2,8,10
0,NSWRL 1984,Round 2,"Wednesday, 28th March, 1984",,4993,24,"21,438","St George
DRAGONS",6,18,6,"South Sydney
RABBITOHS",2,10,13
0,NSWRL 1984,Round 3,"Saturday, 31st March, 1984",,4995,7,"7,082","Balmain
TIGERS",10,10,8,"Manly Warringah
SEA EAGLES",12,32,17
0,NSWRL 1984,Round 3,"Sunday, 1st April, 1984",,4997,9,"7,459","Cronulla Sutherland
SHARKS",10,20,15,"St George
DRAGONS",2,12,5
0,NSWRL 1984,Round 3,"Sunday, 1st April, 1984",,4999,25,"5,120","North Sydney
BEARS",20,32,11,"Canberra
RAIDERS",8,8,6
0,NSWRL 1984,Round 3,"Sunday, 1st April, 1984",,5000,3,"4,815","Penrith
PANTHERS",4,16,11,"Eastern Suburbs
ROOSTERS",0,8,7
0,NSWRL 1984,Round 3,"Sunday, 1st April, 1984",,4998,44,"9,327","South Sydney
RABBITOHS",2,8,12,"Parramatta
EELS",2,12,14
0,NSWRL 1984,Round 3,"Sunday, 1st April, 1984",3:00pm (local time),4996,27,"7,340","Canterbury Bankstown
BULLDOGS",8,21,8,"Illawarra
STEELERS",4,8,10
0,NSWRL 1984,Round 4,"Wednesday, 4th April, 1984",,5005,24,"17,793","Balmain
TIGERS",14,20,12,"Eastern Suburbs
ROOSTERS",4,12,11
0,NSWRL 1984,Round 4,"Wednesday, 4th April, 1984",,5002,48,"9,935","Canberra
RAIDERS",6,29,12,"South Sydney
RABBITOHS",4,4,10
0,NSWRL 1984,Round 4,"Wednesday, 4th April, 1984",,5001,21,"5,243","Illawarra
STEELERS",10,10,11,"Penrith
PANTHERS",2,6,10
0,NSWRL 1984,Round 4,"Wednesday, 4th April, 1984",,5004,27,"4,243","Parramatta
EELS",6,14,12,"Cronulla Sutherland
SHARKS",0,6,9
0,NSWRL 1984,Round 4,"Wednesday, 4th April, 1984",,5003,110,"3,682","Western Suburbs
MAGPIES",4,8,9,"North Sydney
BEARS",6,16,11
0,NSWRL 1984,Round 4,"Wednesday, 4th April, 1984",3:00pm (local time),5006,24,"17,793","St George
DRAGONS",10,17,10,"Canterbury Bankstown
BULLDOGS",0,8,8
0,NSWRL 1984,Round 5,"Saturday, 7th April, 1984",,5007,25,"5,362","North Sydney
BEARS",16,27,15,"St George
DRAGONS",8,20,8
0,NSWRL 1984,Round 5,"Sunday, 8th April, 1984",,5008,27,"7,414","Canterbury Bankstown
BULLDOGS",4,8,11,"Manly Warringah
SEA EAGLES",0,6,9
0,NSWRL 1984,Round 5,"Sunday, 8th April, 1984",,5009,9,"3,725","Cronulla Sutherland
SHARKS",6,26,13,"Eastern Suburbs
ROOSTERS",2,4,11
0,NSWRL 1984,Round 5,"Sunday, 8th April, 1984",,5012,3,"3,280","Penrith
PANTHERS",4,8,13,"Balmain
TIGERS",8,16,7
0,NSWRL 1984,Round 5,"Sunday, 8th April, 1984",,5010,44,"2,566","South Sydney
RABBITOHS",10,16,8,"Illawarra
STEELERS",0,8,10
0,NSWRL 1984,Round 5,"Sunday, 8th April, 1984",,5011,110,"4,957","Western Suburbs
MAGPIES",4,4,8,"Parramatta
EELS",2,27,13
0,NSWRL 1984,Round 6,"Saturday, 14th April, 1984",,5013,27,"4,390","Parramatta
EELS",12,19,8,"Canberra
RAIDERS",0,6,11
0,NSWRL 1984,Round 6,"Sunday, 15th April, 1984",,5016,7,"9,694","Balmain
TIGERS",2,6,13,"Canterbury Bankstown
BULLDOGS",2,7,14
0,NSWRL 1984,Round 6,"Sunday, 15th April, 1984",,5014,21,"6,780","Illawarra
STEELERS",6,18,10,"North Sydney
BEARS",8,14,9
0,NSWRL 1984,Round 6,"Sunday, 15th April, 1984",,5017,5,"8,117","Manly Warringah
SEA EAGLES",18,50,9,"Cronulla Sutherland
SHARKS",8,14,12
0,NSWRL 1984,Round 6,"Sunday, 15th April, 1984",,5015,23,"6,035","St George
DRAGONS",6,17,6,"Western Suburbs
MAGPIES",10,14,11
0,NSWRL 1984,Round 6,"Sunday, 15th April, 1984",,5018,44,"7,753","South Sydney
RABBITOHS",16,24,5,"Eastern Suburbs
ROOSTERS",4,8,10
0,NSWRL 1984,Round 7,"Saturday, 21st April, 1984",,5019,23,"5,450","St George
DRAGONS",2,8,9,"Canberra
RAIDERS",12,12,8
0,NSWRL 1984,Round 7,"Sunday, 22nd April, 1984",,5020,27,"8,304","Canterbury Bankstown
BULLDOGS",10,20,8,"Penrith
PANTHERS",0,8,7
0,NSWRL 1984,Round 7,"Sunday, 22nd April, 1984",,5023,9,"5,244","Cronulla Sutherland
SHARKS",14,32,11,"Balmain
TIGERS",12,18,13
0,NSWRL 1984,Round 7,"Sunday, 22nd April, 1984",,5024,25,"7,299","North Sydney
BEARS",14,20,12,"Eastern Suburbs
ROOSTERS",4,22,10
0,NSWRL 1984,Round 7,"Sunday, 22nd April, 1984",,5022,44,"9,643","South Sydney
RABBITOHS",4,8,15,"Manly Warringah
SEA EAGLES",6,16,11
0,NSWRL 1984,Round 7,"Sunday, 22nd April, 1984",,5021,110,"3,951","Western Suburbs
MAGPIES",10,13,10,"Illawarra
STEELERS",0,10,11
0,NSWRL 1984,Round 8,"Wednesday, 25th April, 1984",,5026,7,"8,362","Balmain
TIGERS",12,16,9,"South Sydney
RABBITOHS",0,2,12
0,NSWRL 1984,Round 8,"Wednesday, 25th April, 1984",,5027,109,"4,924","Eastern Suburbs
ROOSTERS",30,54,10,"Western Suburbs
MAGPIES",0,6,3
0,NSWRL 1984,Round 8,"Wednesday, 25th April, 1984",,5029,21,"6,127","Illawarra
STEELERS",10,10,13,"Canberra
RAIDERS",2,14,13
0,NSWRL 1984,Round 8,"Wednesday, 25th April, 1984",,5025,5,"13,029","Manly Warringah
SEA EAGLES",6,12,12,"North Sydney
BEARS",10,26,8
0,NSWRL 1984,Round 8,"Wednesday, 25th April, 1984",,5030,3,"4,414","Penrith
PANTHERS",14,24,8,"Cronulla Sutherland
SHARKS",10,12,6
0,NSWRL 1984,Round 8,"Wednesday, 25th April, 1984",,5028,23,"17,460","St George
DRAGONS",16,24,8,"Parramatta
EELS",12,20,10
0,NSWRL 1984,Round 9,"Saturday, 28th April, 1984",,5031,25,"7,019","North Sydney
BEARS",4,6,12,"Balmain
TIGERS",6,12,6
0,NSWRL 1984,Round 9,"Sunday, 29th April, 1984",,5032,48,"14,754","Canberra
RAIDERS",26,44,6,"Eastern Suburbs
ROOSTERS",8,12,8
