,competition,round,date,time,match_id,venue_id,crowd,home_team,home_team_ht_score,home_team_score,home_team_penalties,away_team,away_team_ht_score,away_team_score,away_team_penalties
0,NSWRFL 1951,Round 1,"Saturday, 7th April, 1951",3:15pm (local time),10826,27,"7,100",CANTERBURY BANKSTOWN,13,23,,NEWTOWN,5,14,
0,NSWRFL 1951,Round 1,"Saturday, 7th April, 1951",3:15pm (local time),10828,109,"11,193",EASTERN SUBURBS,7,20,,"Balmain
TIGERS",13,28,
0,NSWRFL 1951,Round 1,"Saturday, 7th April, 1951",3:15pm (local time),10824,25,,NORTH SYDNEY,3,6,,"South Sydney
RABBITOHS",6,20,
0,NSWRFL 1951,Round 1,"Saturday, 7th April, 1951",3:15pm (local time),10825,111,,"Parramatta
EELS",8,25,,"Western Suburbs
MAGPIES",3,19,
0,NSWRFL 1951,Round 1,"Saturday, 7th April, 1951",3:15pm (local time),10827,23,,"St George
DRAGONS",11,13,,"Manly Warringah
SEA EAGLES",2,18,
0,NSWRFL 1951,Round 2,"Saturday, 14th April, 1951",3:15pm (local time),10831,24,"21,910","Balmain
TIGERS",10,15,,"Manly Warringah
SEA EAGLES",2,19,
0,NSWRFL 1951,Round 2,"Saturday, 14th April, 1951",3:15pm (local time),10832,109,"8,647",EASTERN SUBURBS,12,14,,"South Sydney
RABBITOHS",6,21,
0,NSWRFL 1951,Round 2,"Saturday, 14th April, 1951",3:15pm (local time),10829,155,,NEWTOWN,0,12,,"Parramatta
EELS",6,17,
0,NSWRFL 1951,Round 2,"Saturday, 14th April, 1951",3:15pm (local time),10830,25,,NORTH SYDNEY,12,17,,"Western Suburbs
MAGPIES",8,19,
0,NSWRFL 1951,Round 2,"Saturday, 14th April, 1951",3:15pm (local time),10833,23,"8,584","St George
DRAGONS",16,47,,CANTERBURY BANKSTOWN,2,4,
0,NSWRFL 1951,Round 3,"Saturday, 21st April, 1951",3:15pm (local time),10836,27,"6,024",CANTERBURY BANKSTOWN,11,26,,"Manly Warringah
SEA EAGLES",12,15,
0,NSWRFL 1951,Round 3,"Saturday, 21st April, 1951",3:15pm (local time),10837,109,"4,730",EASTERN SUBURBS,15,17,,"Western Suburbs
MAGPIES",4,24,
0,NSWRFL 1951,Round 3,"Saturday, 21st April, 1951",3:15pm (local time),10834,155,"3,175",NEWTOWN,4,7,,NORTH SYDNEY,7,14,
0,NSWRFL 1951,Round 3,"Saturday, 21st April, 1951",3:15pm (local time),10835,24,"28,610","Parramatta
EELS",7,14,,"St George
DRAGONS",15,36,
0,NSWRFL 1951,Round 3,"Saturday, 21st April, 1951",3:15pm (local time),10838,44,"8,397","South Sydney
RABBITOHS",2,16,,"Balmain
TIGERS",7,10,
0,NSWRFL 1951,Round 4,"Wednesday, 25th April, 1951",3:15pm (local time),10841,27,,CANTERBURY BANKSTOWN,4,10,,"Parramatta
EELS",3,18,
0,NSWRFL 1951,Round 4,"Wednesday, 25th April, 1951",3:15pm (local time),10842,109,,EASTERN SUBURBS,5,17,,NEWTOWN,0,10,
0,NSWRFL 1951,Round 4,"Wednesday, 25th April, 1951",3:15pm (local time),10839,5,"9,447","Manly Warringah
SEA EAGLES",10,17,,"South Sydney
RABBITOHS",8,29,
0,NSWRFL 1951,Round 4,"Wednesday, 25th April, 1951",3:15pm (local time),10840,24,"23,696",NORTH SYDNEY,0,5,,"St George
DRAGONS",10,25,
0,NSWRFL 1951,Round 4,"Wednesday, 25th April, 1951",3:15pm (local time),10843,112,,"Western Suburbs
MAGPIES",13,40,,"Balmain
TIGERS",10,17,
0,NSWRFL 1951,Round 5,"Saturday, 28th April, 1951",3:15pm (local time),10845,7,,"Balmain
TIGERS",4,9,,NEWTOWN,5,20,
0,NSWRFL 1951,Round 5,"Saturday, 28th April, 1951",3:15pm (local time),10847,25,,NORTH SYDNEY,2,14,,CANTERBURY BANKSTOWN,6,6,
0,NSWRFL 1951,Round 5,"Saturday, 28th April, 1951",3:15pm (local time),10846,111,"8,000","Parramatta
EELS",17,27,,"Manly Warringah
SEA EAGLES",8,15,
0,NSWRFL 1951,Round 5,"Saturday, 28th April, 1951",3:15pm (local time),10848,23,"7,808","St George
DRAGONS",9,12,,EASTERN SUBURBS,10,14,
0,NSWRFL 1951,Round 5,"Saturday, 28th April, 1951",3:15pm (local time),10844,24,"28,369","South Sydney
RABBITOHS",15,36,,"Western Suburbs
MAGPIES",9,14,
0,NSWRFL 1951,Round 6,"Saturday, 5th May, 1951",3:15pm (local time),10850,7,"7,722","Balmain
TIGERS",7,12,,"St George
DRAGONS",10,25,
0,NSWRFL 1951,Round 6,"Saturday, 5th May, 1951",3:15pm (local time),10851,27,,CANTERBURY BANKSTOWN,12,23,,EASTERN SUBURBS,12,20,
