,competition,round,date,time,match_id,venue_id,crowd,home_team,home_team_ht_score,home_team_score,home_team_penalties,away_team,away_team_ht_score,away_team_score,away_team_penalties
0,NRL 2011,Round 1,"Friday, 11th March, 2011",7:30pm (local time),21483,1,"28,703","Sydney
ROOSTERS",22,40,6,"South Sydney
RABBITOHS",6,29,9
0,NRL 2011,Round 1,"Friday, 11th March, 2011",7:30pm (local time),21484,1097,"45,119","Brisbane
BRONCOS",4,14,6,"North Queensland
COWBOYS",16,16,3
0,NRL 2011,Round 1,"Saturday, 12th March, 2011",7:30pm (local time),21485,167,"38,405",WARRIORS,6,18,7,"Parramatta
EELS",14,24,6
0,NRL 2011,Round 1,"Saturday, 12th March, 2011",6:30pm (local time),21487,149,"21,709","Gold Coast
TITANS",6,16,3,"St George Illawarra
DRAGONS",12,25,4
0,NRL 2011,Round 1,"Saturday, 12th March, 2011",7:30pm (local time),21486,251,"14,651","Melbourne
STORM",6,18,5,"Manly Warringah
SEA EAGLES",6,6,4
0,NRL 2011,Round 1,"Sunday, 13th March, 2011",2:00pm (local time),21488,4,"13,450","Canberra
RAIDERS",22,40,4,"Cronulla Sutherland
SHARKS",6,12,8
0,NRL 2011,Round 1,"Sunday, 13th March, 2011",3:00pm (local time),21489,3,"12,431","Penrith
PANTHERS",2,8,8,"Newcastle
KNIGHTS",22,42,8
0,NRL 2011,Round 1,"Monday, 14th March, 2011",7:00pm (local time),21490,20,"26,737","Canterbury Bankstown
BULLDOGS",6,24,6,WESTS TIGERS,4,14,6
0,NRL 2011,Round 2,"Friday, 18th March, 2011",7:30pm (local time),21491,8,"15,974","Parramatta
EELS",0,6,8,"Penrith
PANTHERS",10,20,8
0,NRL 2011,Round 2,"Friday, 18th March, 2011",8:30pm (local time),21492,4,"16,146","Canberra
RAIDERS",4,4,6,"Brisbane
BRONCOS",6,20,8
0,NRL 2011,Round 2,"Saturday, 19th March, 2011",5:30pm (local time),21493,251,"12,391","Melbourne
STORM",28,40,6,"Gold Coast
TITANS",0,12,11
0,NRL 2011,Round 2,"Saturday, 19th March, 2011",7:30pm (local time),21494,7,"13,161",WESTS TIGERS,6,20,6,WARRIORS,6,12,6
0,NRL 2011,Round 2,"Saturday, 19th March, 2011",8:30pm (local time),21495,14,"14,061","North Queensland
COWBOYS",6,22,8,"Newcastle
KNIGHTS",16,34,4
0,NRL 2011,Round 2,"Sunday, 20th March, 2011",2:00pm (local time),21496,20,"18,271","South Sydney
RABBITOHS",8,19,5,"Canterbury Bankstown
BULLDOGS",12,28,4
0,NRL 2011,Round 2,"Sunday, 20th March, 2011",3:00pm (local time),21497,1,"11,016","Sydney
ROOSTERS",10,16,6,"Manly Warringah
SEA EAGLES",14,27,6
0,NRL 2011,Round 2,"Monday, 21st March, 2011",7:00pm (local time),21498,9,"12,183","Cronulla Sutherland
SHARKS",10,16,7,"St George Illawarra
DRAGONS",0,10,8
0,NRL 2011,Round 3,"Friday, 25th March, 2011",7:30pm (local time),21499,20,"22,153","Parramatta
EELS",12,18,5,"South Sydney
RABBITOHS",12,32,6
0,NRL 2011,Round 3,"Friday, 25th March, 2011",7:30pm (local time),21500,149,"20,226","Gold Coast
TITANS",6,8,7,"Brisbane
BRONCOS",0,14,4
0,NRL 2011,Round 3,"Saturday, 26th March, 2011",5:30pm (local time),21501,3,"9,275","Penrith
PANTHERS",6,12,4,"Cronulla Sutherland
SHARKS",24,44,10
0,NRL 2011,Round 3,"Saturday, 26th March, 2011",6:30pm (local time),21506,19,"14,091",WESTS TIGERS,16,34,8,"Canberra
RAIDERS",4,24,5
0,NRL 2011,Round 3,"Sunday, 27th March, 2011",2:00pm (local time),21503,6,"11,651",WARRIORS,0,12,7,"St George Illawarra
DRAGONS",18,25,2
0,NRL 2011,Round 3,"Sunday, 27th March, 2011",2:00pm (local time),21504,20,"23,723","Canterbury Bankstown
BULLDOGS",18,24,10,"Sydney
ROOSTERS",14,20,8
0,NRL 2011,Round 3,"Sunday, 27th March, 2011",3:00pm (local time),21505,5,"13,087","Manly Warringah
SEA EAGLES",16,26,7,"Newcastle
KNIGHTS",6,12,10
0,NRL 2011,Round 3,"Monday, 28th March, 2011",7:00pm (local time),21502,14,"9,554","North Queensland
COWBOYS",10,34,7,"Melbourne
STORM",6,6,6
0,NRL 2011,Round 4,"Friday, 1st April, 2011",7:30pm (local time),21507,26,"18,108","South Sydney
RABBITOHS",16,32,5,"Manly Warringah
SEA EAGLES",10,30,3
0,NRL 2011,Round 4,"Friday, 1st April, 2011",7:30pm (local time),21508,1097,"25,263","Brisbane
BRONCOS",6,18,9,"Penrith
PANTHERS",10,10,5
0,NRL 2011,Round 4,"Saturday, 2nd April, 2011",5:30pm (local time),21509,4,"12,165","Canberra
RAIDERS",10,22,6,"Gold Coast
TITANS",12,23,3
0,NRL 2011,Round 4,"Saturday, 2nd April, 2011",7:30pm (local time),21510,8,"12,226","Parramatta
EELS",10,22,6,"North Queensland
COWBOYS",10,20,4
0,NRL 2011,Round 4,"Sunday, 3rd April, 2011",2:00pm (local time),21511,306,"14,645","Cronulla Sutherland
SHARKS",12,18,4,WARRIORS,8,26,5
