,competition,round,date,time,match_id,venue_id,crowd,home_team,home_team_ht_score,home_team_score,home_team_penalties,away_team,away_team_ht_score,away_team_score,away_team_penalties
0,NRL 2010,Round 1,"Friday, 12th March, 2010",7:30pm (local time),17723,8,"18,293","Parramatta
EELS",6,12,4,"St George Illawarra
DRAGONS",12,18,4
0,NRL 2010,Round 1,"Friday, 12th March, 2010",8:30pm (local time),17724,1097,"48,516","Brisbane
BRONCOS",20,30,4,"North Queensland
COWBOYS",0,24,4
0,NRL 2010,Round 1,"Saturday, 13th March, 2010",5:30pm (local time),17725,20,"18,110","Canterbury Bankstown
BULLDOGS",0,16,7,"Newcastle
KNIGHTS",16,20,4
0,NRL 2010,Round 1,"Saturday, 13th March, 2010",7:30pm (local time),17727,9,"11,820","Cronulla Sutherland
SHARKS",4,10,10,"Melbourne
STORM",6,14,10
0,NRL 2010,Round 1,"Saturday, 13th March, 2010",7:30pm (local time),17726,3,"11,133","Penrith
PANTHERS",22,34,5,"Canberra
RAIDERS",0,16,6
0,NRL 2010,Round 1,"Sunday, 14th March, 2010",1:00pm (local time),17728,149,"16,112","Gold Coast
TITANS",12,24,8,WARRIORS,18,18,7
0,NRL 2010,Round 1,"Sunday, 14th March, 2010",3:00pm (local time),17729,20,"23,149","South Sydney
RABBITOHS",6,10,7,"Sydney
ROOSTERS",12,36,5
0,NRL 2010,Round 1,"Monday, 15th March, 2010",7:00pm (local time),17730,1,"18,421",WESTS TIGERS,4,26,9,"Manly Warringah
SEA EAGLES",20,22,10
0,NRL 2010,Round 2,"Friday, 19th March, 2010",7:30pm (local time),17731,21,"16,177","St George Illawarra
DRAGONS",16,26,9,"Canterbury Bankstown
BULLDOGS",0,6,3
0,NRL 2010,Round 2,"Friday, 19th March, 2010",8:30pm (local time),17732,20,"10,943","South Sydney
RABBITOHS",6,18,11,"Gold Coast
TITANS",12,19,10
0,NRL 2010,Round 2,"Saturday, 20th March, 2010",7:30pm (local time),17733,6,"15,314",WARRIORS,16,30,6,"Cronulla Sutherland
SHARKS",14,16,10
0,NRL 2010,Round 2,"Saturday, 20th March, 2010",7:30pm (local time),17734,11,"16,242","Newcastle
KNIGHTS",14,14,9,"Melbourne
STORM",12,20,8
0,NRL 2010,Round 2,"Saturday, 20th March, 2010",6:30pm (local time),17735,14,"13,335","North Queensland
COWBOYS",2,28,9,"Penrith
PANTHERS",14,20,8
0,NRL 2010,Round 2,"Sunday, 21st March, 2010",2:00pm (local time),17736,8,"15,602","Parramatta
EELS",0,24,9,"Manly Warringah
SEA EAGLES",14,20,6
0,NRL 2010,Round 2,"Sunday, 21st March, 2010",3:00pm (local time),17737,1,"19,021","Sydney
ROOSTERS",20,44,4,WESTS TIGERS,12,32,5
0,NRL 2010,Round 2,"Monday, 22nd March, 2010",7:00pm (local time),17738,4,"14,200","Canberra
RAIDERS",18,22,3,"Brisbane
BRONCOS",0,14,7
0,NRL 2010,Round 3,"Friday, 26th March, 2010",7:35pm (local time),17739,1,"21,318",WESTS TIGERS,9,23,5,"Parramatta
EELS",0,12,7
0,NRL 2010,Round 3,"Friday, 26th March, 2010",8:35pm (local time),17740,21,"13,267","St George Illawarra
DRAGONS",17,33,6,"North Queensland
COWBOYS",2,8,7
0,NRL 2010,Round 3,"Saturday, 27th March, 2010",5:30pm (local time),17741,3,"11,024","Penrith
PANTHERS",4,10,7,"Melbourne
STORM",6,16,4
0,NRL 2010,Round 3,"Saturday, 27th March, 2010",7:30pm (local time),17742,26,"12,138","Manly Warringah
SEA EAGLES",24,36,8,"Newcastle
KNIGHTS",6,12,7
0,NRL 2010,Round 3,"Saturday, 27th March, 2010",8:30pm (local time),17743,149,"11,521","Gold Coast
TITANS",8,24,4,"Canberra
RAIDERS",0,4,8
0,NRL 2010,Round 3,"Sunday, 28th March, 2010",1:00pm (local time),17744,1097,"32,338","Brisbane
BRONCOS",10,16,4,WARRIORS,14,48,5
0,NRL 2010,Round 3,"Sunday, 28th March, 2010",3:00pm (local time),17745,20,"19,738","Canterbury Bankstown
BULLDOGS",30,60,5,"Sydney
ROOSTERS",4,14,3
0,NRL 2010,Round 3,"Monday, 29th March, 2010",7:00pm (local time),17746,9,"10,741","Cronulla Sutherland
SHARKS",4,8,10,"South Sydney
RABBITOHS",18,30,8
0,NRL 2010,Round 4,"Friday, 2nd April, 2010",2:00pm (local time),17762,30,"25,480","Melbourne
STORM",4,17,8,"St George Illawarra
DRAGONS",0,4,5
0,NRL 2010,Round 4,"Friday, 2nd April, 2010",8:35pm (local time),17763,1,"17,106","Sydney
ROOSTERS",18,25,7,"Brisbane
BRONCOS",0,6,5
0,NRL 2010,Round 4,"Saturday, 3rd April, 2010",5:30pm (local time),17764,9,"13,213","Cronulla Sutherland
SHARKS",0,11,10,"Parramatta
EELS",0,0,5
0,NRL 2010,Round 4,"Saturday, 3rd April, 2010",6:30pm (local time),17765,14,"16,551","North Queensland
COWBOYS",18,32,4,"Gold Coast
TITANS",6,18,7
0,NRL 2010,Round 4,"Sunday, 4th April, 2010",4:00pm (local time),17766,6,"19,230",WARRIORS,0,6,8,"Manly Warringah
SEA EAGLES",6,14,9
0,NRL 2010,Round 4,"Sunday, 4th April, 2010",3:00pm (local time),17767,4,"17,112","Canberra
RAIDERS",22,22,7,WESTS TIGERS,10,35,8
0,NRL 2010,Round 4,"Monday, 5th April, 2010",4:00pm (local time),17768,11,"15,894","Newcastle
KNIGHTS",24,30,6,"Penrith
PANTHERS",6,34,4
0,NRL 2010,Round 4,"Monday, 5th April, 2010",7:00pm (local time),17769,20,"30,120","South Sydney
RABBITOHS",26,38,6,"Canterbury Bankstown
BULLDOGS",6,16,5
0,NRL 2010,Round 5,"Friday, 9th April, 2010",7:30pm (local time),17778,149,"20,083","Gold Coast
TITANS",4,20,8,"Melbourne
STORM",16,16,6
0,NRL 2010,Round 5,"Friday, 9th April, 2010",7:30pm (local time),17777,21,"15,374","St George Illawarra
DRAGONS",18,34,7,"Brisbane
BRONCOS",6,16,7
0,NRL 2010,Round 5,"Saturday, 10th April, 2010",5:30pm (local time),17779,26,"16,098","South Sydney
RABBITOHS",12,28,8,"Newcastle
KNIGHTS",4,10,3
0,NRL 2010,Round 5,"Saturday, 10th April, 2010",7:30pm (local time),17780,20,"17,095","Canterbury Bankstown
BULLDOGS",12,24,6,WARRIORS,12,30,3
0,NRL 2010,Round 5,"Saturday, 10th April, 2010",7:30pm (local time),17781,14,"16,273","North Queensland
COWBOYS",2,16,10,WESTS TIGERS,18,23,6
0,NRL 2010,Round 5,"Sunday, 11th April, 2010",2:00pm (local time),17782,5,"16,055","Manly Warringah
SEA EAGLES",30,40,8,"Cronulla Sutherland
SHARKS",6,12,9
0,NRL 2010,Round 5,"Sunday, 11th April, 2010",3:00pm (local time),17783,3,"14,023","Penrith
PANTHERS",16,28,6,"Sydney
ROOSTERS",0,6,4
0,NRL 2010,Round 5,"Monday, 12th April, 2010",7:00pm (local time),17784,8,"15,122","Parramatta
EELS",10,14,7,"Canberra
RAIDERS",18,24,7
0,NRL 2010,Round 6,"Friday, 16th April, 2010",7:35pm (local time),17786,149,"21,336","Gold Coast
TITANS",0,6,4,"St George Illawarra
DRAGONS",6,19,8
0,NRL 2010,Round 6,"Friday, 16th April, 2010",7:35pm (local time),17785,1,"19,491",WESTS TIGERS,0,4,5,"Canterbury Bankstown
BULLDOGS",6,24,4
