match_id,ref_id
23567,42083
23567,42135
23568,42088
23568,42291
23569,42086
23569,42087
23570,42093
23570,42291
23571,42083
23571,42116
23572,42134
23572,42376
23573,42375
23573,42380
23574,42088
23574,42130
23575,42135
23575,42421
23576,42089
23576,42292
23608,42083
23608,42086
23609,42087
23609,42135
23610,42093
23610,42134
23611,42116
23611,42421
23612,42087
23612,42135
23613,42083
23613,42086
23620,42087
23620,42135
23621,42083
23621,42086
23622,42083
23622,42086
26748,42086
26748,42116
26749,42087
26749,42466
26750,42093
26750,42380
26751,42089
26751,42291
26752,42088
26752,42292
26756,42083
26756,42134
26757,42135
26757,42375
26758,42376
26758,42421
26770,42134
26770,42376
26771,42089
26771,42464
26772,42088
26772,42292
26773,42086
26773,42116
26774,42083
26774,42291
26775,42375
26775,42421
26776,42087
26776,42466
26777,42093
26777,42380
26778,42083
26778,42291
26779,42087
26779,42466
26780,42089
26780,42464
26781,42375
26781,42421
26782,42086
26782,42116
26783,42088
26783,42292
26784,42093
26784,42380
26785,42134
26785,42376
26792,42086
26792,42464
26793,42116
26793,42375
26794,42135
26794,42466
26795,42087
26795,42421
26796,42130
26796,42376
26797,42083
26797,42093
26798,42134
26798,42291
26799,42089
26799,42380
26812,42086
26812,42421
26813,42134
26813,42380
26814,1692
26814,42116
26815,42135
26815,42464
26816,42083
26816,42130
26817,42093
26817,42376
26818,42087
26818,42466
26821,42088
26821,42375
26822,42093
26822,42134
26823,42088
26823,42116
26824,42375
26824,42380
26825,42086
26825,42421
26826,42087
26826,42292
26827,42083
26827,42130
26828,42135
26828,42464
26829,1692
26829,42376
28011,42093
28011,42134
28010,42135
28010,42464
28012,42086
28012,42421
28013,42089
28013,42130
28014,42116
28014,42466
28015,42087
28015,42292
28016,1692
28016,42088
28017,42083
28017,42375
28034,42086
28034,42134
28035,42083
28035,42375
28037,42135
28037,42421
28036,42087
28036,42380
28038,1692
28038,42088
28039,42089
28039,42130
28040,42116
28040,42466
28041,42292
28041,42376
28043,42083
28043,42093
28042,42116
28042,42380
28044,42089
28044,42134
28045,42292
28045,42376
28046,1692
28046,42088
28048,42130
28048,42135
28049,42087
28049,42466
28050,42086
28050,42375
28078,42083
28078,42087
28079,42135
28079,42380
28080,1692
28080,42088
28081,42086
28081,42466
28082,42093
28082,42421
28083,42089
28083,42134
28084,42130
28084,42376
28087,42083
28087,42089
28088,42088
28088,42375
28089,42116
28089,42135
28090,42087
28090,42380
28091,42093
28091,42376
28092,42083
28092,42376
28093,42116
28093,42375
28094,42087
28094,42292
28095,42130
28095,42135
28096,42086
28096,42464
28097,42134
28097,42380
28098,42089
28098,42421
28114,42087
28114,42292
28113,42083
28113,42375
28115,42093
28115,42291
28116,42134
28116,42466
28117,42086
28117,42421
28118,42116
28118,42464
28119,1692
28119,42088
28132,42087
28132,42376
28133,42116
28133,42135
28134,42089
28134,42093
28135,42086
28135,42421
28136,42088
28136,42380
28140,42089
28140,42466
28139,42087
28139,42375
28141,42088
28141,42116
28142,42292
28142,42380
28143,42291
28143,42376
28144,42093
28144,42134
28156,42083
28156,42135
28158,42083
28158,42375
28159,42089
28159,42466
28160,42292
28160,42380
28161,42135
28161,42421
28162,42093
28162,42134
28163,42087
28163,42088
28164,42291
28164,42376
28165,42089
28165,42093
28166,42086
28166,42291
28167,42116
28167,42380
28168,42088
28168,42376
28169,42135
28169,42421
28186,42089
28186,42466
28187,42376
28187,42421
28188,42086
28188,42291
28189,42116
28189,42380
28190,42087
28190,42292
28191,42135
28191,42375
28201,42134
28201,42375
28200,42086
28200,42291
28203,42083
28203,42466
28202,42089
28202,42130
28204,1692
28204,42093
28205,42088
28205,42464
28206,42116
28206,42421
28207,42087
28207,42292
28209,42135
28209,42292
28208,42134
28208,42380
28210,42376
28210,42421
28212,42088
28212,42130
28211,42083
28211,42466
28213,1692
28213,42087
28214,42116
28214,42464
28215,42086
28215,42093
28216,42134
28216,42375
28217,42089
28217,42291
28218,42087
28218,42376
28220,42088
28220,42093
28219,42135
28219,42292
28221,42086
28221,42466
28222,42083
28222,42380
28223,42116
28223,42130
28224,42086
28224,42466
28225,42116
28225,42421
28226,42089
28226,42380
28227,42087
28227,42376
28228,42083
28228,42292
28229,42093
28229,42375
28230,42134
28230,42291
28231,42130
28231,42135
28233,42087
28233,42292
28232,42134
28232,42291
28234,42135
28234,42495
28236,42116
28236,42375
28235,42376
28235,42421
28237,42089
28237,42380
28238,42083
28238,42093
28239,42086
28239,42466
28241,42086
28241,42375
28240,42134
28240,42135
28272,42087
28272,42292
28273,42083
28273,42380
28276,42093
28276,42495
28277,42088
28277,42376
28278,42089
28278,42291
28279,42116
28279,42421
28286,42086
28286,42375
28285,42083
28285,42089
28287,42088
28287,42093
28288,42135
28288,42498
28289,42134
28289,42380
28290,42116
28290,42421
28291,42291
28291,42376
28292,42087
28292,42292
28294,42087
28294,42292
28293,42086
28293,42375
28295,42291
28295,42376
28297,42093
28297,42135
28296,42083
28296,42376
28298,42089
28298,42421
28299,42116
28299,42134
28300,42088
28300,42499
28301,42116
28301,42134
28302,42087
28302,42089
28303,42086
28303,42376
28304,42083
28304,42375
28305,42087
28305,42134
28306,42083
28306,42086
28307,42083
28307,42086
28308,42087
28308,42134
28309,42083
28309,42134
28721,42134
28721,42375
28722,42087
28722,42292
28723,42135
28723,42498
28724,42089
28724,42466
28725,1692
28725,42421
28726,2693
28726,42086
28727,42116
28727,42291
28728,42376
28728,42380
28729,42087
28729,42292
28730,42089
28730,42466
28732,42116
28732,42291
28731,42376
28731,42380
28733,1692
28733,42421
28734,2693
28734,42086
28735,42134
28735,42375
28736,42135
28736,42498
28737,42134
28737,42375
28738,42087
28738,42292
28739,2693
28739,42086
28740,42376
28740,42380
28741,1692
28741,42421
28742,42116
28742,42291
28743,42093
28743,42135
28744,42089
28744,42466
28745,2693
28745,42086
28746,42087
28746,42292
28747,42135
28747,42421
28748,42116
28748,42291
28749,42089
28749,42466
28750,42376
28750,42380
28751,1692
28751,42093
28752,42134
28752,42375
28753,42116
28753,42291
28754,42087
28754,42292
28755,1692
28755,42093
28756,42375
28756,42421
28758,42135
28758,42495
28757,42134
28757,42466
28759,2693
28759,42086
28760,42089
28760,42498
28761,42116
28761,42291
28762,42134
28762,42466
28763,1692
28763,42093
28764,42375
28764,42421
28765,42087
28765,42292
28766,42135
28766,42495
28767,2693
28767,42086
28768,42089
28768,42498
28769,42087
28769,42376
28770,1692
28770,42086
28771,42116
28771,42291
28772,42093
28772,42292
28773,42134
28773,42466
28774,2693
28774,42135
28775,42375
28775,42421
28776,42089
28776,42464
28777,42087
28777,42376
28778,1692
28778,42086
28779,42116
28779,42291
28780,42375
28780,42421
28781,42089
28781,42464
28782,42093
28782,42292
28783,2693
28783,42135
28784,42134
28784,42466
28785,2693
28785,42135
28786,42134
28786,42291
28787,42375
28787,42421
28788,42116
28788,42464
28789,42089
28789,42466
28790,42087
28790,42376
28791,42093
28791,42292
28792,1692
28792,42086
28793,42134
28793,42291
28794,2693
28794,42135
28795,42093
28795,42292
28797,42116
28797,42464
28796,1692
28796,42376
28798,42375
28798,42421
28799,42089
28799,42466
28800,42086
28800,42087
28802,1692
28802,42135
28801,42089
28801,42466
28803,42375
28803,42421
28805,42093
28805,42292
28804,42087
28804,42116
28806,2693
28806,42376
28807,42086
28807,42464
28808,42134
28808,42380
