match_id,coach_id,team
29377,239,Penrith Panthers
29377,211,Canberra Raiders
29378,3083,St George Illawarra Dragons
29378,1822,South Sydney Rabbitohs
29379,902,Melbourne Storm
29379,469,Gold Coast Titans
29380,508,Wests Tigers
29380,505,Manly Warringah Sea Eagles
29381,407,North Queensland Cowboys
29381,6075,Newcastle Knights
29383,469,Gold Coast Titans
29383,16571,Brisbane Broncos
29382,239,Penrith Panthers
29382,1822,South Sydney Rabbitohs
29384,211,Canberra Raiders
29384,6075,Newcastle Knights
29385,19978,Parramatta Eels
29385,2924,Sydney Roosters
29386,508,Wests Tigers
29386,407,North Queensland Cowboys
29387,1478,Warriors
29387,260,Canterbury Bankstown Bulldogs
29388,505,Manly Warringah Sea Eagles
29388,2839,Cronulla Sutherland Sharks
29389,902,Melbourne Storm
29389,3083,St George Illawarra Dragons
29390,1822,South Sydney Rabbitohs
29390,260,Canterbury Bankstown Bulldogs
29392,505,Manly Warringah Sea Eagles
29392,407,North Queensland Cowboys
29391,6075,Newcastle Knights
29391,16571,Brisbane Broncos
29393,3083,St George Illawarra Dragons
29393,1478,Warriors
29394,2839,Cronulla Sutherland Sharks
29394,2924,Sydney Roosters
29395,211,Canberra Raiders
29395,902,Melbourne Storm
29396,19978,Parramatta Eels
29396,508,Wests Tigers
29397,239,Penrith Panthers
29397,469,Gold Coast Titans
29398,3083,St George Illawarra Dragons
29398,2924,Sydney Roosters
29399,902,Melbourne Storm
29399,1478,Warriors
29400,16571,Brisbane Broncos
29400,1822,South Sydney Rabbitohs
29401,2839,Cronulla Sutherland Sharks
29401,239,Penrith Panthers
29402,407,North Queensland Cowboys
29402,19978,Parramatta Eels
29403,260,Canterbury Bankstown Bulldogs
29403,6075,Newcastle Knights
29404,505,Manly Warringah Sea Eagles
29404,211,Canberra Raiders
29405,508,Wests Tigers
29405,469,Gold Coast Titans
29407,407,North Queensland Cowboys
29407,16571,Brisbane Broncos
29406,2924,Sydney Roosters
29406,508,Wests Tigers
29408,1478,Warriors
29408,211,Canberra Raiders
29409,469,Gold Coast Titans
29409,1822,South Sydney Rabbitohs
29410,902,Melbourne Storm
29410,505,Manly Warringah Sea Eagles
29411,6075,Newcastle Knights
29411,239,Penrith Panthers
29412,3083,St George Illawarra Dragons
29412,260,Canterbury Bankstown Bulldogs
29413,19978,Parramatta Eels
29413,2839,Cronulla Sutherland Sharks
29415,16571,Brisbane Broncos
29415,469,Gold Coast Titans
29414,1822,South Sydney Rabbitohs
29414,902,Melbourne Storm
29416,19978,Parramatta Eels
29416,3083,St George Illawarra Dragons
29417,2839,Cronulla Sutherland Sharks
29417,508,Wests Tigers
29418,407,North Queensland Cowboys
29418,2924,Sydney Roosters
29419,211,Canberra Raiders
29419,239,Penrith Panthers
29420,260,Canterbury Bankstown Bulldogs
29420,1478,Warriors
29421,505,Manly Warringah Sea Eagles
29421,6075,Newcastle Knights
29422,260,Canterbury Bankstown Bulldogs
29422,2924,Sydney Roosters
29423,469,Gold Coast Titans
29423,1478,Warriors
29424,508,Wests Tigers
29424,16571,Brisbane Broncos
29425,211,Canberra Raiders
29425,407,North Queensland Cowboys
29426,2839,Cronulla Sutherland Sharks
29426,1822,South Sydney Rabbitohs
29427,239,Penrith Panthers
29427,19978,Parramatta Eels
29428,2924,Sydney Roosters
29428,211,Canberra Raiders
29429,407,North Queensland Cowboys
29429,902,Melbourne Storm
29430,1478,Warriors
29430,6075,Newcastle Knights
29431,16571,Brisbane Broncos
29431,505,Manly Warringah Sea Eagles
29432,1822,South Sydney Rabbitohs
29432,558,St George Illawarra Dragons
29433,505,Manly Warringah Sea Eagles
29433,260,Canterbury Bankstown Bulldogs
29434,19978,Parramatta Eels
