,player_id,match_id,team,opposition_team,number,position,captain
0,7504,11294,CANTERBURY BANKSTOWN,"Western Suburbs
MAGPIES",1,FB,False
0,11491,11294,"Western Suburbs
MAGPIES",CANTERBURY BANKSTOWN,1,FB,False
0,10576,11294,CANTERBURY BANKSTOWN,"Western Suburbs
MAGPIES",2,W,False
0,10376,11294,"Western Suburbs
MAGPIES",CANTERBURY BANKSTOWN,2,W,False
0,10360,11294,CANTERBURY BANKSTOWN,"Western Suburbs
MAGPIES",3,C,False
0,5924,11294,"Western Suburbs
MAGPIES",CANTERBURY BANKSTOWN,3,C,True
0,12352,11294,CANTERBURY BANKSTOWN,"Western Suburbs
MAGPIES",4,C,False
0,5887,11294,"Western Suburbs
MAGPIES",CANTERBURY BANKSTOWN,4,C,False
0,7507,11294,CANTERBURY BANKSTOWN,"Western Suburbs
MAGPIES",5,W,False
0,10458,11294,"Western Suburbs
MAGPIES",CANTERBURY BANKSTOWN,5,W,False
0,5907,11294,CANTERBURY BANKSTOWN,"Western Suburbs
MAGPIES",6,FE,True
0,5934,11294,"Western Suburbs
MAGPIES",CANTERBURY BANKSTOWN,6,FE,False
0,10570,11294,CANTERBURY BANKSTOWN,"Western Suburbs
MAGPIES",7,HB,False
0,5894,11294,"Western Suburbs
MAGPIES",CANTERBURY BANKSTOWN,7,HB,False
0,13080,11294,CANTERBURY BANKSTOWN,"Western Suburbs
MAGPIES",8,L,False
0,12987,11294,"Western Suburbs
MAGPIES",CANTERBURY BANKSTOWN,8,L,False
0,5912,11294,CANTERBURY BANKSTOWN,"Western Suburbs
MAGPIES",9,2R,False
0,5929,11294,"Western Suburbs
MAGPIES",CANTERBURY BANKSTOWN,9,2R,False
0,7512,11294,CANTERBURY BANKSTOWN,"Western Suburbs
MAGPIES",10,2R,False
0,7501,11294,"Western Suburbs
MAGPIES",CANTERBURY BANKSTOWN,10,2R,False
0,11994,11294,CANTERBURY BANKSTOWN,"Western Suburbs
MAGPIES",11,FR,False
0,10537,11294,"Western Suburbs
MAGPIES",CANTERBURY BANKSTOWN,11,FR,False
0,7515,11294,CANTERBURY BANKSTOWN,"Western Suburbs
MAGPIES",12,HK,False
0,10560,11294,"Western Suburbs
MAGPIES",CANTERBURY BANKSTOWN,12,HK,False
0,13209,11294,CANTERBURY BANKSTOWN,"Western Suburbs
MAGPIES",13,FR,False
0,7503,11294,"Western Suburbs
MAGPIES",CANTERBURY BANKSTOWN,13,FR,False
0,7524,11298,NORTH SYDNEY,EASTERN SUBURBS,1,FB,False
0,7548,11298,EASTERN SUBURBS,NORTH SYDNEY,1,FB,False
0,10517,11298,NORTH SYDNEY,EASTERN SUBURBS,2,W,False
0,10430,11298,EASTERN SUBURBS,NORTH SYDNEY,2,W,False
0,7527,11298,NORTH SYDNEY,EASTERN SUBURBS,3,C,False
0,12404,11298,EASTERN SUBURBS,NORTH SYDNEY,3,C,False
0,11647,11298,NORTH SYDNEY,EASTERN SUBURBS,4,C,False
0,10492,11298,EASTERN SUBURBS,NORTH SYDNEY,4,C,True
0,7525,11298,NORTH SYDNEY,EASTERN SUBURBS,5,W,False
0,5864,11298,EASTERN SUBURBS,NORTH SYDNEY,5,W,False
0,10574,11298,NORTH SYDNEY,EASTERN SUBURBS,6,FE,False
0,12110,11298,EASTERN SUBURBS,NORTH SYDNEY,6,FE,False
0,12373,11298,NORTH SYDNEY,EASTERN SUBURBS,7,HB,False
0,10524,11298,EASTERN SUBURBS,NORTH SYDNEY,7,HB,False
0,12327,11298,NORTH SYDNEY,EASTERN SUBURBS,8,L,False
0,11592,11298,EASTERN SUBURBS,NORTH SYDNEY,8,L,False
0,10514,11298,NORTH SYDNEY,EASTERN SUBURBS,9,2R,False
0,13367,11298,EASTERN SUBURBS,NORTH SYDNEY,9,2R,False
0,10408,11298,NORTH SYDNEY,EASTERN SUBURBS,10,2R,False
0,5909,11298,EASTERN SUBURBS,NORTH SYDNEY,10,2R,False
0,7535,11298,NORTH SYDNEY,EASTERN SUBURBS,11,FR,True
0,10375,11298,EASTERN SUBURBS,NORTH SYDNEY,11,FR,False
0,7534,11298,NORTH SYDNEY,EASTERN SUBURBS,12,HK,False
0,13073,11298,EASTERN SUBURBS,NORTH SYDNEY,12,HK,False
0,11590,11298,NORTH SYDNEY,EASTERN SUBURBS,13,FR,False
0,5886,11298,EASTERN SUBURBS,NORTH SYDNEY,13,FR,False
0,11421,11297,"Parramatta
EELS","Balmain
TIGERS",1,FB,False
0,5951,11297,"Balmain
TIGERS","Parramatta
EELS",1,FB,False
0,7537,11297,"Parramatta
EELS","Balmain
TIGERS",2,W,False
0,12321,11297,"Balmain
TIGERS","Parramatta
EELS",2,W,False
0,12844,11297,"Parramatta
EELS","Balmain
TIGERS",3,C,False
0,7474,11297,"Balmain
TIGERS","Parramatta
EELS",3,C,False
0,7538,11297,"Parramatta
EELS","Balmain
TIGERS",4,C,False
0,10455,11297,"Balmain
TIGERS","Parramatta
EELS",4,C,False
0,12055,11297,"Parramatta
EELS","Balmain
TIGERS",5,W,False
0,10495,11297,"Balmain
TIGERS","Parramatta
EELS",5,W,False
0,5937,11297,"Parramatta
EELS","Balmain
TIGERS",6,FE,False
0,12508,11297,"Balmain
TIGERS","Parramatta
EELS",6,FE,False
0,7542,11297,"Parramatta
EELS","Balmain
TIGERS",7,HB,False
0,7477,11297,"Balmain
TIGERS","Parramatta
EELS",7,HB,True
0,11822,11297,"Parramatta
EELS","Balmain
TIGERS",8,L,True
0,12405,11297,"Balmain
TIGERS","Parramatta
EELS",8,L,False
0,7543,11297,"Parramatta
EELS","Balmain
TIGERS",9,2R,False
0,10503,11297,"Balmain
TIGERS","Parramatta
EELS",9,2R,False
0,7544,11297,"Parramatta
EELS","Balmain
TIGERS",10,2R,False
0,10602,11297,"Balmain
TIGERS","Parramatta
EELS",10,2R,False
0,7545,11297,"Parramatta
EELS","Balmain
TIGERS",11,FR,False
0,13517,11297,"Balmain
TIGERS","Parramatta
EELS",11,FR,False
0,5980,11297,"Parramatta
EELS","Balmain
TIGERS",12,HK,False
0,12633,11297,"Balmain
TIGERS","Parramatta
EELS",12,HK,False
0,7547,11297,"Parramatta
EELS","Balmain
TIGERS",13,FR,False
0,10421,11297,"Balmain
TIGERS","Parramatta
EELS",13,FR,False
0,7517,11295,"St George
DRAGONS","Manly Warringah
SEA EAGLES",1,FB,False
0,5925,11295,"Manly Warringah
SEA EAGLES","St George
DRAGONS",1,FB,False
0,5936,11295,"St George
DRAGONS","Manly Warringah
SEA EAGLES",2,W,False
0,10477,11295,"Manly Warringah
SEA EAGLES","St George
DRAGONS",2,W,False
0,7518,11295,"St George
DRAGONS","Manly Warringah
SEA EAGLES",3,C,False
0,7486,11295,"Manly Warringah
SEA EAGLES","St George
DRAGONS",3,C,False
0,5946,11295,"St George
DRAGONS","Manly Warringah
SEA EAGLES",4,C,False
0,10480,11295,"Manly Warringah
SEA EAGLES","St George
DRAGONS",4,C,False
0,5919,11295,"St George
DRAGONS","Manly Warringah
SEA EAGLES",5,W,False
0,7484,11295,"Manly Warringah
SEA EAGLES","St George
DRAGONS",5,W,False
0,7520,11295,"St George
DRAGONS","Manly Warringah
SEA EAGLES",6,FE,False
0,5910,11295,"Manly Warringah
SEA EAGLES","St George
DRAGONS",6,FE,False
0,7521,11295,"St George
DRAGONS","Manly Warringah
SEA EAGLES",7,HB,False
0,7487,11295,"Manly Warringah
SEA EAGLES","St George
DRAGONS",7,HB,False
0,13278,11295,"St George
DRAGONS","Manly Warringah
SEA EAGLES",8,L,False
0,7488,11295,"Manly Warringah
SEA EAGLES","St George
DRAGONS",8,L,False
0,5930,11295,"St George
DRAGONS","Manly Warringah
SEA EAGLES",9,2R,False
0,5956,11295,"Manly Warringah
SEA EAGLES","St George
DRAGONS",9,2R,False
0,5965,11295,"St George
DRAGONS","Manly Warringah
SEA EAGLES",10,2R,False
0,10274,11295,"Manly Warringah
SEA EAGLES","St George
DRAGONS",10,2R,False
0,11716,11295,"St George
DRAGONS","Manly Warringah
SEA EAGLES",11,FR,False
0,11568,11295,"Manly Warringah
SEA EAGLES","St George
DRAGONS",11,FR,False
0,5922,11295,"St George
DRAGONS","Manly Warringah
SEA EAGLES",12,HK,True
0,5866,11295,"Manly Warringah
SEA EAGLES","St George
DRAGONS",12,HK,False
0,5947,11295,"St George
DRAGONS","Manly Warringah
SEA EAGLES",13,FR,False
0,5892,11295,"Manly Warringah
SEA EAGLES","St George
DRAGONS",13,FR,True
0,5869,11296,"South Sydney
RABBITOHS",NEWTOWN,1,FB,False
0,5944,11296,NEWTOWN,"South Sydney
RABBITOHS",1,FB,False
0,5933,11296,"South Sydney
RABBITOHS",NEWTOWN,2,W,False
0,7458,11296,NEWTOWN,"South Sydney
RABBITOHS",2,W,False
0,7466,11296,"South Sydney
RABBITOHS",NEWTOWN,3,C,False
0,10446,11296,NEWTOWN,"South Sydney
RABBITOHS",3,C,False
0,13351,11296,"South Sydney
RABBITOHS",NEWTOWN,4,C,False
0,5938,11296,NEWTOWN,"South Sydney
RABBITOHS",4,C,True
0,7560,11296,"South Sydney
RABBITOHS",NEWTOWN,5,W,False
0,7457,11296,NEWTOWN,"South Sydney
RABBITOHS",5,W,False
0,12122,11296,"South Sydney
RABBITOHS",NEWTOWN,6,FE,False
0,7459,11296,NEWTOWN,"South Sydney
RABBITOHS",6,FE,False
0,5914,11296,"South Sydney
RABBITOHS",NEWTOWN,7,HB,False
0,7460,11296,NEWTOWN,"South Sydney
RABBITOHS",7,HB,False
0,10474,11296,"South Sydney
RABBITOHS",NEWTOWN,8,L,False
0,232,11296,NEWTOWN,"South Sydney
RABBITOHS",8,L,False
0,5865,11296,"South Sydney
RABBITOHS",NEWTOWN,9,2R,True
0,7565,11296,NEWTOWN,"South Sydney
RABBITOHS",9,2R,False
0,5900,11296,"South Sydney
RABBITOHS",NEWTOWN,10,2R,False
0,7462,11296,NEWTOWN,"South Sydney
RABBITOHS",10,2R,False
0,5903,11296,"South Sydney
RABBITOHS",NEWTOWN,11,FR,False
0,7465,11296,NEWTOWN,"South Sydney
RABBITOHS",11,FR,False
0,10579,11296,"South Sydney
RABBITOHS",NEWTOWN,12,HK,False
0,10467,11296,NEWTOWN,"South Sydney
RABBITOHS",12,HK,False
0,7471,11296,"South Sydney
RABBITOHS",NEWTOWN,13,FR,False
0,7463,11296,NEWTOWN,"South Sydney
RABBITOHS",13,FR,False
0,5951,11301,"Balmain
TIGERS",CANTERBURY BANKSTOWN,1,FB,False
0,7504,11301,CANTERBURY BANKSTOWN,"Balmain
TIGERS",1,FB,False
0,10472,11301,"Balmain
TIGERS",CANTERBURY BANKSTOWN,2,W,False
0,10576,11301,CANTERBURY BANKSTOWN,"Balmain
TIGERS",2,W,False
0,7474,11301,"Balmain
TIGERS",CANTERBURY BANKSTOWN,3,C,False
0,11860,11301,CANTERBURY BANKSTOWN,"Balmain
TIGERS",3,C,False
0,10495,11301,"Balmain
TIGERS",CANTERBURY BANKSTOWN,4,C,False
0,12352,11301,CANTERBURY BANKSTOWN,"Balmain
TIGERS",4,C,False
0,12321,11301,"Balmain
TIGERS",CANTERBURY BANKSTOWN,5,W,False
0,7507,11301,CANTERBURY BANKSTOWN,"Balmain
TIGERS",5,W,False
0,12508,11301,"Balmain
TIGERS",CANTERBURY BANKSTOWN,6,FE,False
0,5907,11301,CANTERBURY BANKSTOWN,"Balmain
TIGERS",6,FE,True
0,7477,11301,"Balmain
TIGERS",CANTERBURY BANKSTOWN,7,HB,True
0,10570,11301,CANTERBURY BANKSTOWN,"Balmain
TIGERS",7,HB,False
0,12405,11301,"Balmain
TIGERS",CANTERBURY BANKSTOWN,8,L,False
0,5912,11301,CANTERBURY BANKSTOWN,"Balmain
TIGERS",8,L,False
