,player_id,match_id,team,opposition_team,number,position,captain
0,9857,10087,"Balmain
TIGERS","Western Suburbs
MAGPIES",1,FB,False
0,9850,10087,"Western Suburbs
MAGPIES","Balmain
TIGERS",1,FB,False
0,5819,10087,"Balmain
TIGERS","Western Suburbs
MAGPIES",2,W,False
0,9889,10087,"Western Suburbs
MAGPIES","Balmain
TIGERS",2,W,False
0,9771,10087,"Balmain
TIGERS","Western Suburbs
MAGPIES",3,C,True
0,9931,10087,"Western Suburbs
MAGPIES","Balmain
TIGERS",3,C,False
0,9811,10087,"Balmain
TIGERS","Western Suburbs
MAGPIES",4,C,False
0,9888,10087,"Western Suburbs
MAGPIES","Balmain
TIGERS",4,C,False
0,9783,10087,"Balmain
TIGERS","Western Suburbs
MAGPIES",5,W,False
0,9825,10087,"Western Suburbs
MAGPIES","Balmain
TIGERS",5,W,False
0,9944,10087,"Balmain
TIGERS","Western Suburbs
MAGPIES",6,FE,False
0,9790,10087,"Western Suburbs
MAGPIES","Balmain
TIGERS",6,FE,False
0,9807,10087,"Balmain
TIGERS","Western Suburbs
MAGPIES",7,HB,False
0,11819,10087,"Western Suburbs
MAGPIES","Balmain
TIGERS",7,HB,False
0,6074,10087,"Balmain
TIGERS","Western Suburbs
MAGPIES",8,L,False
0,9595,10087,"Western Suburbs
MAGPIES","Balmain
TIGERS",8,L,False
0,9623,10087,"Balmain
TIGERS","Western Suburbs
MAGPIES",9,2R,False
0,9880,10087,"Western Suburbs
MAGPIES","Balmain
TIGERS",9,2R,False
0,9703,10087,"Balmain
TIGERS","Western Suburbs
MAGPIES",10,2R,False
0,9619,10087,"Western Suburbs
MAGPIES","Balmain
TIGERS",10,2R,True
0,5830,10087,"Balmain
TIGERS","Western Suburbs
MAGPIES",11,FR,False
0,45942,10087,"Western Suburbs
MAGPIES","Balmain
TIGERS",11,FR,False
0,9919,10087,"Balmain
TIGERS","Western Suburbs
MAGPIES",12,HK,False
