,player_id,match_id,team,opposition_team,number,position,captain
0,3807,4468,"Balmain
TIGERS","Eastern Suburbs
ROOSTERS",1,FB,True
0,1082,4468,"Eastern Suburbs
ROOSTERS","Balmain
TIGERS",1,FB,False
0,3811,4468,"Balmain
TIGERS","Eastern Suburbs
ROOSTERS",2,W,False
0,1535,4468,"Eastern Suburbs
ROOSTERS","Balmain
TIGERS",2,W,False
0,3810,4468,"Balmain
TIGERS","Eastern Suburbs
ROOSTERS",3,C,False
0,3781,4468,"Eastern Suburbs
ROOSTERS","Balmain
TIGERS",3,C,False
0,3809,4468,"Balmain
TIGERS","Eastern Suburbs
ROOSTERS",4,C,False
0,1041,4468,"Eastern Suburbs
ROOSTERS","Balmain
TIGERS",4,C,False
0,3808,4468,"Balmain
TIGERS","Eastern Suburbs
ROOSTERS",5,W,False
0,3902,4468,"Eastern Suburbs
ROOSTERS","Balmain
TIGERS",5,W,False
0,3812,4468,"Balmain
TIGERS","Eastern Suburbs
ROOSTERS",6,FE,False
0,3831,4468,"Eastern Suburbs
ROOSTERS","Balmain
TIGERS",6,FE,False
0,3887,4468,"Balmain
TIGERS","Eastern Suburbs
ROOSTERS",7,HB,False
0,1568,4468,"Eastern Suburbs
ROOSTERS","Balmain
TIGERS",7,HB,False
0,3990,4468,"Balmain
TIGERS","Eastern Suburbs
ROOSTERS",8,L,False
0,3847,4468,"Eastern Suburbs
ROOSTERS","Balmain
TIGERS",8,L,False
0,3814,4468,"Balmain
TIGERS","Eastern Suburbs
ROOSTERS",9,2R,False
0,3848,4468,"Eastern Suburbs
ROOSTERS","Balmain
TIGERS",9,2R,False
0,3894,4468,"Balmain
TIGERS","Eastern Suburbs
ROOSTERS",10,2R,False
0,1531,4468,"Eastern Suburbs
ROOSTERS","Balmain
TIGERS",10,2R,False
0,3981,4468,"Balmain
TIGERS","Eastern Suburbs
ROOSTERS",11,FR,False
0,1551,4468,"Eastern Suburbs
ROOSTERS","Balmain
TIGERS",11,FR,True
0,3895,4468,"Balmain
TIGERS","Eastern Suburbs
ROOSTERS",12,HK,False
0,4011,4468,"Eastern Suburbs
ROOSTERS","Balmain
TIGERS",12,HK,False
0,3968,4468,"Balmain
TIGERS","Eastern Suburbs
ROOSTERS",13,FR,False
0,3849,4468,"Eastern Suburbs
ROOSTERS","Balmain
TIGERS",13,FR,False
0,3980,4468,"Balmain
TIGERS","Eastern Suburbs
ROOSTERS",16,B,False
0,4031,4468,"Eastern Suburbs
ROOSTERS","Balmain
TIGERS",21,B,False
0,1560,4468,"Eastern Suburbs
ROOSTERS","Balmain
TIGERS",15,B,False
0,1518,4469,"Canterbury Bankstown
BULLDOGS","St George
DRAGONS",1,FB,False
0,3800,4469,"St George
DRAGONS","Canterbury Bankstown
BULLDOGS",1,FB,False
0,1515,4469,"Canterbury Bankstown
BULLDOGS","St George
DRAGONS",2,W,False
0,3806,4469,"St George
DRAGONS","Canterbury Bankstown
BULLDOGS",2,W,False
0,3792,4469,"Canterbury Bankstown
BULLDOGS","St George
DRAGONS",3,C,False
0,1552,4469,"St George
DRAGONS","Canterbury Bankstown
BULLDOGS",3,C,False
0,1142,4469,"Canterbury Bankstown
BULLDOGS","St George
DRAGONS",4,C,False
0,1160,4469,"St George
DRAGONS","Canterbury Bankstown
BULLDOGS",4,C,False
0,3793,4469,"Canterbury Bankstown
BULLDOGS","St George
DRAGONS",5,W,False
0,3802,4469,"St George
DRAGONS","Canterbury Bankstown
BULLDOGS",5,W,False
0,1236,4469,"Canterbury Bankstown
BULLDOGS","St George
DRAGONS",6,FE,False
0,3803,4469,"St George
DRAGONS","Canterbury Bankstown
BULLDOGS",6,FE,False
0,1548,4469,"Canterbury Bankstown
BULLDOGS","St George
DRAGONS",7,HB,False
0,969,4469,"St George
DRAGONS","Canterbury Bankstown
BULLDOGS",7,HB,False
0,3795,4469,"Canterbury Bankstown
BULLDOGS","St George
DRAGONS",8,L,False
0,3891,4469,"St George
DRAGONS","Canterbury Bankstown
BULLDOGS",8,L,False
0,3796,4469,"Canterbury Bankstown
BULLDOGS","St George
DRAGONS",9,2R,False
0,1507,4469,"St George
DRAGONS","Canterbury Bankstown
BULLDOGS",9,2R,False
0,3797,4469,"Canterbury Bankstown
BULLDOGS","St George
DRAGONS",10,2R,False
0,1171,4469,"St George
DRAGONS","Canterbury Bankstown
BULLDOGS",10,2R,False
0,3798,4469,"Canterbury Bankstown
BULLDOGS","St George
DRAGONS",11,FR,False
0,1523,4469,"St George
DRAGONS","Canterbury Bankstown
BULLDOGS",11,FR,True
0,3799,4469,"Canterbury Bankstown
BULLDOGS","St George
DRAGONS",12,HK,True
0,1545,4469,"St George
DRAGONS","Canterbury Bankstown
BULLDOGS",12,HK,False
0,1550,4469,"Canterbury Bankstown
BULLDOGS","St George
DRAGONS",13,FR,False
0,1527,4469,"St George
DRAGONS","Canterbury Bankstown
BULLDOGS",13,FR,False
0,4001,4469,"Canterbury Bankstown
BULLDOGS","St George
DRAGONS",15,B,False
0,3804,4469,"St George
DRAGONS","Canterbury Bankstown
BULLDOGS",18,B,False
0,3958,4469,"Canterbury Bankstown
BULLDOGS","St George
DRAGONS",16,B,False
0,3888,4469,"Canterbury Bankstown
BULLDOGS","St George
DRAGONS",17,B,False
0,4006,4471,"Parramatta
EELS","Newtown
JETS",1,FB,False
0,1534,4471,"Newtown
JETS","Parramatta
EELS",1,FB,False
0,3820,4471,"Parramatta
EELS","Newtown
JETS",2,W,False
0,908,4471,"Newtown
JETS","Parramatta
EELS",2,W,False
0,1113,4471,"Parramatta
EELS","Newtown
JETS",3,C,False
0,1571,4471,"Newtown
JETS","Parramatta
EELS",3,C,False
0,968,4471,"Parramatta
EELS","Newtown
JETS",4,C,False
0,3925,4471,"Newtown
JETS","Parramatta
EELS",4,C,False
0,3976,4471,"Parramatta
EELS","Newtown
JETS",5,W,False
0,3923,4471,"Newtown
JETS","Parramatta
EELS",5,W,False
0,1561,4471,"Parramatta
EELS","Newtown
JETS",6,FE,False
0,3839,4471,"Newtown
JETS","Parramatta
EELS",6,FE,False
0,1125,4471,"Parramatta
EELS","Newtown
JETS",7,HB,False
0,1520,4471,"Newtown
JETS","Parramatta
EELS",7,HB,True
0,1536,4471,"Parramatta
EELS","Newtown
JETS",8,L,False
0,3844,4471,"Newtown
JETS","Parramatta
EELS",8,L,False
0,1129,4471,"Parramatta
EELS","Newtown
JETS",9,2R,False
0,3134,4471,"Newtown
JETS","Parramatta
EELS",9,2R,False
0,4026,4471,"Parramatta
EELS","Newtown
JETS",10,2R,False
0,3842,4471,"Newtown
JETS","Parramatta
EELS",10,2R,False
0,3823,4471,"Parramatta
EELS","Newtown
JETS",11,FR,False
0,3963,4471,"Newtown
JETS","Parramatta
EELS",11,FR,False
0,1524,4471,"Parramatta
EELS","Newtown
JETS",12,HK,True
