,player_id,match_id,team,opposition_team,number,position,captain
0,9730,10270,NEWTOWN,CANTERBURY BANKSTOWN,13,FB,False
0,9896,10270,CANTERBURY BANKSTOWN,NEWTOWN,13,FB,False
0,9982,10270,NEWTOWN,CANTERBURY BANKSTOWN,9,W,False
0,10039,10270,CANTERBURY BANKSTOWN,NEWTOWN,9,W,False
0,9714,10270,NEWTOWN,CANTERBURY BANKSTOWN,11,C,False
0,5839,10270,CANTERBURY BANKSTOWN,NEWTOWN,10,C,True
0,5867,10270,NEWTOWN,CANTERBURY BANKSTOWN,10,C,False
0,10065,10270,CANTERBURY BANKSTOWN,NEWTOWN,11,C,False
0,10051,10270,NEWTOWN,CANTERBURY BANKSTOWN,21,W,False
0,10052,10270,CANTERBURY BANKSTOWN,NEWTOWN,12,W,False
0,9867,10270,NEWTOWN,CANTERBURY BANKSTOWN,8,FE,False
0,9785,10270,CANTERBURY BANKSTOWN,NEWTOWN,7,FE,False
0,12504,10270,NEWTOWN,CANTERBURY BANKSTOWN,25,HB,False
0,10053,10270,CANTERBURY BANKSTOWN,NEWTOWN,8,HB,False
0,10014,10270,NEWTOWN,CANTERBURY BANKSTOWN,6,L,False
0,9751,10270,CANTERBURY BANKSTOWN,NEWTOWN,6,L,False
0,12783,10270,NEWTOWN,CANTERBURY BANKSTOWN,4,2R,False
0,9973,10270,CANTERBURY BANKSTOWN,NEWTOWN,5,2R,False
0,9887,10270,NEWTOWN,CANTERBURY BANKSTOWN,5,2R,False
0,10180,10270,CANTERBURY BANKSTOWN,NEWTOWN,4,2R,False
0,5843,10270,NEWTOWN,CANTERBURY BANKSTOWN,2,FR,True
0,11640,10270,CANTERBURY BANKSTOWN,NEWTOWN,3,FR,False
0,9997,10270,NEWTOWN,CANTERBURY BANKSTOWN,1,HK,False
0,9752,10270,CANTERBURY BANKSTOWN,NEWTOWN,27,HK,False
0,9936,10270,NEWTOWN,CANTERBURY BANKSTOWN,3,FR,False
0,9699,10270,CANTERBURY BANKSTOWN,NEWTOWN,1,FR,False
0,10017,10269,NORTH SYDNEY,"Balmain
TIGERS",4,FB,False
0,5849,10269,"Balmain
TIGERS",NORTH SYDNEY,1,FB,False
0,9996,10269,NORTH SYDNEY,"Balmain
TIGERS",2,W,False
0,9783,10269,"Balmain
TIGERS",NORTH SYDNEY,2,W,True
0,9771,10269,NORTH SYDNEY,"Balmain
TIGERS",3,C,True
0,9803,10269,"Balmain
TIGERS",NORTH SYDNEY,16,C,False
0,12467,10269,NORTH SYDNEY,"Balmain
TIGERS",15,C,False
0,9872,10269,"Balmain
TIGERS",NORTH SYDNEY,4,C,False
0,9795,10269,NORTH SYDNEY,"Balmain
TIGERS",5,W,False
0,12523,10269,"Balmain
TIGERS",NORTH SYDNEY,5,W,False
0,10346,10269,NORTH SYDNEY,"Balmain
TIGERS",6,FE,False
0,10055,10269,"Balmain
TIGERS",NORTH SYDNEY,7,FE,False
0,9960,10269,NORTH SYDNEY,"Balmain
TIGERS",7,HB,False
0,10020,10269,"Balmain
TIGERS",NORTH SYDNEY,6,HB,False
0,10081,10269,NORTH SYDNEY,"Balmain
TIGERS",8,L,False
0,9939,10269,"Balmain
TIGERS",NORTH SYDNEY,8,L,False
0,9945,10269,NORTH SYDNEY,"Balmain
TIGERS",9,2R,False
0,10064,10269,"Balmain
TIGERS",NORTH SYDNEY,9,2R,False
0,9868,10269,NORTH SYDNEY,"Balmain
TIGERS",10,2R,False
0,9703,10269,"Balmain
TIGERS",NORTH SYDNEY,10,2R,False
0,9506,10269,NORTH SYDNEY,"Balmain
TIGERS",14,FR,False
0,8136,10269,"Balmain
TIGERS",NORTH SYDNEY,11,FR,False
0,10010,10269,NORTH SYDNEY,"Balmain
TIGERS",12,HK,False
0,5850,10269,"Balmain
TIGERS",NORTH SYDNEY,12,HK,False
0,9846,10269,NORTH SYDNEY,"Balmain
TIGERS",11,FR,False
0,9837,10269,"Balmain
TIGERS",NORTH SYDNEY,13,FR,False
0,9922,10268,"South Sydney
RABBITOHS","St George
DRAGONS",16,FB,False
