,player_id,match_id,team,opposition_team,number,position,captain
0,12325,8217,"Western Suburbs
MAGPIES",NEWTOWN,1,FB,False
0,12821,8217,NEWTOWN,"Western Suburbs
MAGPIES",1,FB,False
0,12430,8217,"Western Suburbs
MAGPIES",NEWTOWN,2,W,False
0,12447,8217,NEWTOWN,"Western Suburbs
MAGPIES",2,W,False
0,8741,8217,"Western Suburbs
MAGPIES",NEWTOWN,3,C,False
0,8755,8217,NEWTOWN,"Western Suburbs
MAGPIES",3,C,False
0,8649,8217,"Western Suburbs
MAGPIES",NEWTOWN,4,C,False
0,8698,8217,NEWTOWN,"Western Suburbs
MAGPIES",4,C,False
0,8644,8217,"Western Suburbs
MAGPIES",NEWTOWN,5,W,False
0,12533,8217,NEWTOWN,"Western Suburbs
MAGPIES",5,W,False
0,11901,8217,"Western Suburbs
MAGPIES",NEWTOWN,6,FE,False
0,8654,8217,NEWTOWN,"Western Suburbs
MAGPIES",6,FE,False
0,8645,8217,"Western Suburbs
MAGPIES",NEWTOWN,7,HB,False
0,12448,8217,NEWTOWN,"Western Suburbs
MAGPIES",7,HB,False
0,8734,8217,"Western Suburbs
MAGPIES",NEWTOWN,8,L,False
0,11909,8217,NEWTOWN,"Western Suburbs
MAGPIES",8,L,False
0,12991,8217,"Western Suburbs
MAGPIES",NEWTOWN,9,2R,False
0,12451,8217,NEWTOWN,"Western Suburbs
MAGPIES",9,2R,True
0,12456,8217,"Western Suburbs
MAGPIES",NEWTOWN,10,2R,True
0,12568,8217,NEWTOWN,"Western Suburbs
MAGPIES",10,2R,False
0,11755,8217,"Western Suburbs
MAGPIES",NEWTOWN,11,FR,False
0,12079,8217,NEWTOWN,"Western Suburbs
MAGPIES",11,FR,False
0,12170,8217,"Western Suburbs
MAGPIES",NEWTOWN,12,HK,False
0,13870,8217,NEWTOWN,"Western Suburbs
MAGPIES",12,HK,False
0,20741,8217,"Western Suburbs
MAGPIES",NEWTOWN,13,FR,False
0,8766,8217,NEWTOWN,"Western Suburbs
MAGPIES",13,FR,False
0,3683,8216,"Balmain
TIGERS","South Sydney
RABBITOHS",1,FB,False
0,8620,8216,"South Sydney
RABBITOHS","Balmain
TIGERS",1,FB,False
