,player_id,player_name_comma,player_birthday,total_matches,total_points
0,20828,"PUMIPI, Shane",1990-04-13,8,-
0,2689,"PURCELL, Andrew",1971-05-20,26,16
0,5900,"PURCELL, Bernie",1928-01-19,186,"1,152"
0,9717,"PURCELL, Bill",1914-09-06,13,9
0,10473,"PURCELL, Col",1931-04-26,7,3
0,4180,"PURCELL, Craig",-,8,-
0,11129,"PURCELL, Greg",-,55,12
0,13321,"PURCELL, Greg",1954-05-05,44,132
0,11262,"PURCELL, John",1952-05-26,60,21
0,13322,"PURCELL, John",-,9,15
0,13323,"PURDUE, Gordon",1920-10-19,2,-
0,47254,"PURDUE, Jaxon",2005-07-26,8+,8
0,7560,"PUREN, Dale",1933-02-12,59,153
0,3513,"PURTELL, Adrian",1985-01-31,110,180
0,35545,"PURU, Hohepa",2002-07-02,2+,-
0,8945,"PYE, James",1892-04-07,83,30
0,8927,"PYE, John",1890-03-11,25,12
0,10666,"PYERS, Paul",1935-03-13,17,58
0,9933,"PYLE, Cyril",1919-12-05,10,6
0,32725,"PYNE, Jim",-,1,-
0,35266,"QUAI-WARD, Ethan",1999-08-18,1,4
0,6111,"QUAYLE, John",1947-02-14,109,66
0,9807,"QUEALEY, Jim",1917-06-20,58,131
0,11226,"QUERIN, Vic",-,21,6
0,4373,"QUETCHER, Glen",-,6,-
0,9109,"QUIGLEY, Frank",1899-03-05,24,32
0,13325,"QUIGLEY, Lionel",1923-11-06,2,-
0,278,"QUIGLEY, Luke",1981-07-20,41,4
0,9056,"QUIGLEY, Sam",1896-01-04,21,74
0,20220,"QUINLAN, Adam",1992-11-13,29,36
0,26155,"QUINLAN, John",1907-07-09,12,-
0,9741,"QUINLIVAN, Allan",1915-01-22,69,145
0,9401,"QUINLIVAN, Clinton",1908-05-08,20,27
0,13328,"QUINLIVAN, Jack",1921-07-09,1,-
0,9902,"QUINLIVAN, Leon",1913-02-09,20,14
0,9206,"QUINLIVAN, Oscar",1896-12-04,93,146
0,1392,"QUINN, Anthony",1983-01-19,210,344
0,615,"QUINN, Chris",1968-06-26,152,76
0,2870,"QUINN, Daniel",1978-07-24,4,-
0,10685,"QUINN, Dick",-,69,84
0,3265,"QUINN, Gavin",1981-06-04,1,-
0,1552,"QUINN, Graham",1953-12-13,136,88
0,5114,"QUINN, Martin",1964-12-29,8,-
0,9275,"QUINN, Norman",1905-10-11,9,3
0,10213,"QUINN, Pat",1922-03-14,36,39
0,13925,"QUINN, Paul",1972-04-18,63,16
0,629,"QUINN, Paul",1938-03-28,61,9
0,4055,"QUINN, Richard",1958-03-11,11,-
0,4225,"QUINN, Ron",1961-04-03,70,36
0,11327,"QUINN, Terry",1954-06-08,63,39
0,13329,"QUINN, Trevor",-,2,-
0,10501,"QUINNELL, Ray",1931-07-30,62,33
0,444,"QUINTON, Brian",1963-04-14,34,56
0,13330,"QUIRK, Ross",1939-12-13,4,-
0,11335,"QUIRK, Tony",1956-02-11,49,93
0,10067,"RABY, Bill",1917-01-26,5,9
0,23898,"RADLEY, Victor",1998-03-14,141+,88
0,20575,"RADRADRA, Semi",1992-06-13,94,330
0,13331,"RAE, P",-,2,-
0,44810,"RAFFERTY, Kevin",-,1,-
0,13332,"RAFFERTY, Laurie",1916-07-13,1,-
0,10342,"RAFFO, Sid",1925-12-25,11,6
0,11329,"RAFTERY, Martin",-,53,66
0,11268,"RAGEN, Frank",-,19,27
0,10718,"RAGEN, Jack",-,1,4
0,3383,"RAINEY, Adrian",1979-01-06,16,8
0,34166,"RAJAB, Khaled",2002-02-26,4,-
0,11049,"RALEIGH, Larry",-,19,9
0,2665,"RALPH, Mathew",-,1,-
0,447,"RAMAGE, Mark",-,2,-
0,1856,"RAMEKA, Darren",1973-07-10,29,8
0,23420,"RAMIEN, Jesse",1997-04-27,147+,216
0,4022,"RAMPLING, Dean",1958-07-17,46,3
0,1191,"RAMPLING, Tony",1961-10-25,116,22
0,13333,"RAMSAY, Jimmy",-,8,-
0,29985,"RAMSEY, Cody",2000-02-15,36,56
0,10364,"RANDALL, Bill",-,1,3
0,1362,"RANDALL, Chad",1980-12-30,66,28
0,29825,"RANDALL, Chris",1995-12-17,74+,40
0,13335,"RANDALL, Joe",1901-08-09,1,-
0,3935,"RANDALL, Terry",1951-02-05,208,65
0,13334,"RANDALL, Warwick",-,4,-
0,20239,"RANDELL, Tyler",1992-08-31,44,24
0,3450,"RANGI, Herewini",1984-05-14,1,-
0,10486,"RANIER, Bruce",1936-02-15,97,23
0,9532,"RANIER, Ernest",1908-10-29,40,50
0,7855,"RANKIN, Jordan",1991-12-17,40,88
0,13336,"RANKIN, Pat",1931-09-16,29,3
0,9864,"RANKINE, Mick",1911-01-01,13,15
0,7848,"RAPANA, Jordan",1989-08-15,219,516
0,658,"RAPER, Aaron",1971-07-28,96,44
0,2695,"RAPER, Dean",1976-04-20,28,12
0,13337,"RAPER, Gerard",1957-07-07,2,-
0,5964,"RAPER, John",1939-04-12,215,179
0,10921,"RAPER, Maurie",-,87,61
0,13338,"RAPER, Peter",1957-07-07,2,-
0,10879,"RAPER, Ron",1945-11-22,128,177
0,2553,"RAPER, Stuart",1965-01-05,8,-
0,3710,"RAPIRA, Sam",1987-04-08,173,56
0,13844,"RAPIRA, Steve",1988-12-17,40,4
0,11069,"RASMUSSEN, Col",1947-01-07,102,9
0,5968,"RASMUSSEN, Elton",1936-07-27,125,161
0,13339,"RASMUSSEN, Mick",-,2,-
0,3514,"RASTON, Willie",1984-04-21,3,-
0,13340,"RATCLIFF, Col",1929-06-23,36,45
0,9719,"RATCLIFFE, Harry",1917-01-02,20,12
0,1334,"RAUDONIKIS, Lincoln",1977-03-21,24,8
0,1520,"RAUDONIKIS, Tom",1950-04-13,239,99
0,127,"RAUHIHI, Paul",1973-07-03,131,46
0,15031,"RAUICAVA, Daniel",1986-10-05,2,-
0,1429,"RAUTER, Ben",1979-01-06,12,-
0,28211,"RAVALAWA, Mikaele",1997-11-09,98+,268
0,10625,"RAVEN, Harry",-,109,30
0,1217,"RAWLINGS, Doug",1964-03-12,57,40
0,11289,"RAWLINS, John",-,24,15
0,23918,"RAWLINSON, Bill",1924-08-16,4,-
0,10361,"RAWLINSON, Jack",1924-08-16,2,3
0,13342,"RAYMOND, Bill",-,4,3
0,1246,"RAYMOND, Henry",1968-08-27,19,36
0,5980,"RAYNER, Billy",1935-05-22,195,21
0,5865,"RAYNER, Jack",1921-04-11,194,190
0,13343,"RAYNER, W",-,1,-
0,1098,"REA, Tony",1966-07-25,120,85
0,4027,"REAICHE, Joe",1958-03-20,25,97
0,13344,"REARDON, Frank",1927-10-27,3,-
0,1309,"REARDON, Steve",1971-08-05,163,60
0,11332,"REARDON, Trevor",1954-10-12,51,15
0,1884,"REBER, Mark",1969-01-14,43,8
0,10559,"REDDEN, Ray",-,27,18
0,10255,"REDDING, Barry",-,21,66
0,2830,"REDDY, Joel",1985-10-08,136,204
0,9702,"REDDY, Leo",1910-11-22,11,3
0,1507,"REDDY, Rod",1954-03-01,239,202
0,20240,"REDMAN, Chad",1992-12-17,7,4
0,9656,"REDMAN, Jack",1914-07-10,87,126
0,8807,"REDMOND, Jack",1890-09-02,118,143
0,13346,"REDMOND, Jack",1907-01-22,50,93
0,10132,"REDMOND, Jim",-,6,3
0,13345,"REDMOND, Sylvester",1882-02-07,1,-
0,16572,"REED, Jack",1988-07-15,128,196
0,13347,"REED, Mick",-,1,-
0,13348,"REED, Peter",1950-05-07,3,-
0,4413,"REES, Hew",-,5,2
0,9925,"REES, John",1915-10-03,11,6
0,10072,"REES, Wally",1917-12-17,29,24
0,11307,"REEVE, Brian",-,23,24
0,1283,"REEVES, Brendon",1976-07-16,144,248
0,9713,"REEVES, Gus",1911-10-29,13,24
0,9338,"REEVES, J",-,7,3
0,13349,"REEVES, Ray",1930-12-19,2,-
0,9501,"REEVES, Vic",-,28,6
0,10353,"REGAN, Don",-,73,12
0,8896,"REGAN, Phil",1892-01-31,59,23
0,4074,"REGAN, Terry",1958-05-21,84,32
0,8651,"REGENT, Joe",-,20,33
0,2891,"REIBEL, Grant",1980-03-04,5,-
0,4082,"REID, David",-,11,3
0,2593,"REID, Michael",-,6,-
0,11390,"REID, Norman",1882-01-25,5,-
0,9255,"REID, Os",1899-04-15,28,12
0,11182,"REID, Tony",-,22,6
0,9082,"REIDY, Joe",1892-11-11,27,3
0,1789,"REIHANA, Tahi",1972-03-15,6,4
0,7446,"REILLY, Barry",1947-03-24,205,57
0,9894,"REILLY, Jack",-,4,3
0,13350,"REILLY, Leo",1915-08-15,18,-
0,5594,"REILLY, Malcolm",1948-01-19,89,41
0,11236,"REILLY, Steve",1950-06-12,17,3
0,35658,"REILLY, Triston",1999-01-14,3,4
0,16581,"REIN, Mitch",1990-04-26,210,128
0,10399,"REINHOLD, Billy",1930-10-09,32,50
0,101,"RELF, Robert",1971-01-29,171,72
0,6329,"RENILSON, Charlie",1938-09-14,55,18
0,643,"RENOUF, Steve",1970-06-08,183,568
0,13351,"RENSHAW, Joe",-,18,24
0,30653,"RENTON, Steve",-,1,-
0,1861,"RETCHLESS, Steele",1971-06-16,33,16
0,33446,"REUBEN, Jonathon",1993-03-10,1,-
0,19417,"REYNOLDS, Adam",1990-07-10,287+,"2,344"
0,10841,"REYNOLDS, Barry",1944-11-13,26,21
0,1579,"REYNOLDS, Ben",1982-01-07,23,50
0,8901,"REYNOLDS, George",-,39,22
0,13353,"REYNOLDS, Jim",-,4,3
0,17168,"REYNOLDS, Josh",1989-04-13,167,181
0,9385,"REYNOLDS, Neil",1902-07-30,18,6
0,11045,"REYNOLDS, Terry",1948-01-27,95,83
0,279,"REYNOLDSON, Kirk",1979-03-11,125,44
0,13356,"RHEINBERGER, John",1954-08-06,2,-
0,13357,"RHIND, Keith",-,2,-
0,5344,"RHODES, Ashley",-,1,-
0,9402,"RHODES, Cecil",1901-04-16,79,42
0,6045,"RHODES, Johnny",1948-03-14,63,72
0,1543,"RIBOT, John",1955-03-03,119,283
0,13359,"RICE, Alan",-,4,-
0,9569,"RICE, Charles",1909-03-14,54,15
0,12443,"RICHARDS, Arthur",1886-03-24,6,-
0,5444,"RICHARDS, Bill",1896-08-04,16,3
0,9585,"RICHARDS, Charlie",1911-08-31,64,12
0,13360,"RICHARDS, Dick",-,2,-
0,7471,"RICHARDS, Jim",-,86,18
0,2597,"RICHARDS, John",1961-06-04,5,-
0,311,"RICHARDS, Pat",1982-02-27,119,510
0,13361,"RICHARDS, Trevor",-,1,-
0,565,"RICHARDS, Wayne",1970-08-02,109,28
0,13362,"RICHARDS, William",-,6,10
0,10695,"RICHARDSON, Bob",-,2,3
0,1454,"RICHARDSON, Russell",1977-02-12,121,168
0,2311,"RICHTER, Makasini",1979-06-21,26,40
0,10652,"RICKETSON, Doug",1939-12-08,62,24
0,176,"RICKETSON, Luke",1973-02-05,301,162
0,9216,"RICKETTS, Charlie",1901-03-14,37,23
0,13365,"RICKETTS, J",-,1,-
0,3818,"RICKETTS, Ken",1958-08-08,12,6
0,31669,"RICKETTS, R",-,1,-
0,765,"RIDDELL, Mark",1980-12-09,189,629
0,13366,"RIDDELL, Sid",1910-08-12,2,-
0,1879,"RIDDING, Corin",-,19,4
0,3258,"RIDDLE, Matt",1983-03-18,2,16
0,15027,"RIDGE, Ben",1989-12-13,58,4
0,254,"RIDGE, Matthew",1968-08-27,159,"1,331"
0,9653,"RIDGWAY, Stan",1913-08-07,85,72
0,5784,"RIDLEY, Alan",1910-07-18,64,194
0,13367,"RIDLEY, Alan",1933-04-27,13,6
0,10775,"RIDLEY, Bob",-,38,21
0,13368,"RIDLEY, Ron",1920-06-20,4,-
0,1395,"RIECK, Matthew",1980-04-08,92,168
0,13369,"RIELLY, Doug",-,3,-
0,17206,"RIETHMULLER, Joel",1985-05-09,31,4
0,9515,"RIGBY, Harold",1901-11-29,11,9
0,10003,"RIGBY, Les",1923-04-03,3,2
0,13370,"RIGBY, Robert",1892-12-01,1,-
0,9282,"RIGHTON, Alan",1905-02-18,95,53
0,9068,"RIGNEY, Ed",1893-07-21,102,4
0,4157,"RIGNEY, Scott",-,7,3
0,11253,"RIGNEY, Steve",1954-01-20,14,9
0,1343,"RIGON, Shane",1977-01-06,183,120
0,29757,"RIKI, Jordan",2000-01-18,89+,72
0,35546,"RIKI, Preston",1998-03-24,1+,-
0,2558,"RILEY, Darren",-,4,-
0,10588,"RILEY, Johnny",1939-06-22,61,66
0,13371,"RILEY, Syd",1878-04-18,1,-
0,4304,"RILEY, Todd",-,19,76
0,13372,"RING, John",-,3,-
0,9859,"RINGLAND, Alex",1913-05-08,1,3
0,1843,"RIOLO, David",1972-04-20,103,77
0,9740,"RITCHIE, Ernest",1917-02-11,13,3
0,8837,"RITCHIE, Joe",-,11,3
0,4021,"RITCHIE, Phil",1959-06-02,78,4
0,5954,"RITCHIE, Ray",1936-10-31,49,111
0,410,"RITSON, Adam",1976-08-06,40,8
0,14516,"RIVETT, Mitch",1989-09-11,2,-
0,35688,"RIVETT, Ryan",2002-05-02,1,-
0,895,"RIX, Grant",1965-02-09,20,8
0,13373,"RIX, Walter",-,1,-
0,13374,"ROACH, Alf",-,18,18
0,13375,"ROACH, Don",-,2,-
0,13376,"ROACH, George",1907-10-13,3,-
0,875,"ROACH, Steve",1962-04-24,185,48
0,20906,"ROACH, Wade",-,3,-
0,22608,"ROACHE, Nathaniel",1996-04-15,27,8
0,36596,"ROACHE, Paul",1998-12-29,4,-
0,1452,"ROARTY, Ben",1975-02-05,126,88
0,4346,"ROBARDS, Robbie",1965-01-10,43,16
0,30986,"ROBATI, TC",2001-11-14,17,8
0,4343,"ROBBINS, Tom",1963-09-11,2,-
0,5306,"ROBERTS, Abby",-,1,-
0,839,"ROBERTS, Amos",1980-11-02,177,624
0,9670,"ROBERTS, Arthur",-,28,3
0,3647,"ROBERTS, Ben",1985-07-08,148,65
0,9356,"ROBERTS, Charlie",-,59,90
0,11290,"ROBERTS, Graham",1954-02-11,24,101
0,60,"ROBERTS, Ian",1965-07-31,194,52
0,13378,"ROBERTS, Jack",-,1,-
0,17061,"ROBERTS, James",1993-03-03,166,310
0,13379,"ROBERTS, Keith",-,1,-
0,10679,"ROBERTS, Kevin",1941-09-11,12,6
0,13380,"ROBERTS, Laurie",1916-07-27,4,-
0,14571,"ROBERTS, Leslie",1898-02-25,1,-
0,5658,"ROBERTS, Mick",1979-06-01,5,-
0,1192,"ROBERTS, Paul",1962-11-10,70,56
0,5889,"ROBERTS, Ron",1927-11-11,52,153
0,17060,"ROBERTS, Tyrone",1991-06-01,158,628
0,23408,"ROBERTS-DAVIS, Tyronne",1997-08-17,7,8
0,11288,"ROBERTSON, Brian",-,40,138
0,10261,"ROBERTSON, George",-,68,12
0,9011,"ROBERTSON, J",-,9,12
0,9892,"ROBERTSON, Ken",-,11,32
0,11217,"ROBERTSON, Mark",-,54,13
0,789,"ROBERTSON, Michael",1983-04-14,209,336
0,9926,"ROBERTSON, Tommy",-,7,3
0,10232,"ROBIN, Johnny",1927-11-13,21,34
0,13381,"ROBINSON, A",-,8,-
0,9453,"ROBINSON, Arthur",1904-11-01,12,3
0,13384,"ROBINSON, Barry",1941-05-29,3,-
0,6298,"ROBINSON, Bill",1934-08-08,4,-
0,13395,"ROBINSON, Bill",-,2,-
0,769,"ROBINSON, Chad",1980-10-20,159,60
0,10222,"ROBINSON, Charles",-,20,29
0,4421,"ROBINSON, Clint",1969-06-21,52,76
0,10283,"ROBINSON, Eddie",-,8,10
0,10687,"ROBINSON, Eric",1942-06-11,42,60
0,9668,"ROBINSON, Fred",1911-10-04,44,86
0,3796,"ROBINSON, Geoff",1957-12-14,139,21
0,13386,"ROBINSON, Geoffrey",1910-06-13,4,-
0,9034,"ROBINSON, George",1894-08-29,85,160
0,13387,"ROBINSON, Gordon",-,4,-
0,13388,"ROBINSON, J",-,1,-
0,5380,"ROBINSON, Jack",1892-07-06,156,244
0,2707,"ROBINSON, Jeremy",1974-07-08,1,2
0,3314,"ROBINSON, John",1940-06-21,37,76
0,13391,"ROBINSON, Kevin",1940-10-15,3,-
0,46019,"ROBINSON, Les",-,1,-
0,1122,"ROBINSON, Mark",1964-10-05,59,64
0,14194,"ROBINSON, Mark",1975-08-21,1,-
0,19689,"ROBINSON, Matt",1990-03-09,38,16
0,9267,"ROBINSON, Norm",1901-01-29,72,99
0,749,"ROBINSON, Peter",1976-01-05,75,40
0,7432,"ROBINSON, Reece",1987-06-13,120,254
0,13392,"ROBINSON, Ron",1925-10-27,1,-
0,20911,"ROBINSON, Roy",-,1,-
0,9586,"ROBINSON, Stan",1911-04-04,69,78
0,52082,"ROBINSON, Steve",-,2,4
0,1167,"ROBINSON, Steve",1965-03-04,119,56
0,4266,"ROBINSON, Steve",-,15,12
0,13394,"ROBINSON, Strachan",1928-04-30,11,9
0,10235,"ROBINSON, Ted",1921-10-25,24,30
0,16596,"ROBINSON, Tim",1988-03-10,27,4
0,16867,"ROBINSON, Travis",1987-06-13,9,24
0,2924,"ROBINSON, Trent",1977-03-15,4,-
0,3419,"ROBINSON, Troy",1982-10-14,2,-
0,613,"ROBINSON, Will",1971-02-20,124,168
0,20983,"ROBINSON, William",1889-03-12,7,-
0,13397,"ROBSON, F",-,1,-
0,13398,"ROBSON, Harry",1909-01-06,1,-
0,3444,"ROBSON, Jeff",1982-08-05,176,121
0,25861,"ROBSON, Reece",1998-06-18,119+,92
0,13399,"ROCHE, Kevin",1958-07-11,7,3
0,11399,"ROCHESTER, John",1885-04-15,4,12
0,13400,"ROCHESTER, John",-,3,-
0,13401,"ROCHFORD, William",1897-08-30,2,-
0,15021,"ROCHOW, Robbie",1990-08-22,95,32
0,10169,"RODDA, Lindsay",1923-06-28,33,15
0,4083,"RODDY, Frank",-,21,10
0,4183,"RODGERS, Darren",1964-11-21,36,28
0,13402,"RODNEY, E",-,5,-
0,778,"RODNEY, Shane",1983-08-15,131,106
0,555,"RODWELL, Brett",1970-05-23,202,296
0,13403,"RODWELL, J",-,1,-
0,31371,"RODWELL, Ky",1999-06-21,5,-
0,513,"RODWELL, Matthew",1971-11-18,178,148
0,3057,"ROEDDER, Ben",-,2,-
0,9003,"ROGERS, A",-,5,5
0,1798,"ROGERS, Anthony",-,12,16
0,1404,"ROGERS, Ben",1985-04-26,82,50
0,16600,"ROGERS, Billy",1989-03-29,5,-
0,11029,"ROGERS, Don",1947-12-05,126,165
0,9912,"ROGERS, Doug",1919-05-07,14,40
0,942,"ROGERS, Glenn",-,2,-
0,5290,"ROGERS, Jorgen",1967-10-11,1,-
0,35147,"ROGERS, Josh",1996-06-11,7+,22
0,9482,"ROGERS, Les",1909-11-19,48,73
0,13404,"ROGERS, Marshall",-,4,3
0,403,"ROGERS, Mat",1976-02-01,200,"1,360"
0,10162,"ROGERS, Norm",1922-11-22,46,33
0,1516,"ROGERS, Steve",1954-11-20,228,"1,376"
0,13406,"ROLFE, H",-,1,-
0,10046,"ROLLASON, Bert",1917-02-17,25,11
0,4153,"ROLLERSON, Doug",1953-05-14,3,6
0,1006,"ROLLS, Brett",-,37,51
0,13407,"ROMAINE, Ken",-,2,-
0,13861,"ROMELO, Joel",1989-04-03,28,16
0,20226,"RONA, Curtis",1992-05-26,57,160
0,10622,"RONEY, Bill",1938-07-21,75,66
0,1054,"RONSON, David",1967-01-13,105,140
0,4315,"ROODS, David",-,6,-
0,327,"ROONEY, Luke",1983-01-16,140,260
0,5781,"ROOT, Eddie",1902-06-26,136,136
0,10177,"ROOT, Stan",1924-01-24,27,140
0,2682,"ROPATI, Iva",1968-07-18,11,20
0,158,"ROPATI, Jerome",1984-11-23,145,216
0,1055,"ROPATI, Joe",-,21,4
0,353,"ROPATI, Tea",1965-09-07,74,106
0,10499,"ROPER, Len",-,4,3
0,20640,"ROQICA, Junior",1991-02-13,6,-
0,9503,"ROSA, Jack",1905-04-14,15,12
0,13409,"ROSE, Alfred",1886-10-17,1,-
0,10527,"ROSE, Brian",1933-03-21,16,12
0,13410,"ROSE, Cecil",-,1,-
0,1586,"ROSE, George",1983-03-13,151,40
0,13411,"ROSE, Greg",1951-04-28,1,-
0,10161,"ROSE, Lee",1924-07-04,28,54
0,13412,"ROSE, Terry",1953-07-10,4,-
0,3604,"ROSENFELD, Albert",1885-07-28,12,20
0,3656,"ROSEWELL, Johnny",1880-11-23,39,22
0,10814,"ROSS, Alan",1945-12-19,16,26
0,13413,"ROSS, Alexander",-,5,6
0,332,"ROSS, Ben",1980-05-23,173,32
0,1227,"ROSS, Brett",1964-10-27,63,50
0,13414,"ROSS, Carl",1940-04-14,3,-
0,13415,"ROSS, Chris",-,4,-
0,9881,"ROSS, Dave",1917-10-29,16,12
0,9296,"ROSS, F",-,7,6
0,7539,"ROSS, Johnny",1931-10-20,33,18
0,2511,"ROSS, Mark",1961-08-25,126,253
0,11133,"ROSS, Michael",-,40,63
0,21853,"ROSS, Nathan",1988-11-04,60,92
0,13416,"ROSS, Ralph",1920-12-07,5,-
0,402,"ROSS, Robbie",1975-01-24,137,280
0,5327,"ROSSI, Paul",1979-04-11,3,-
0,1669,"ROTHERY, Alan",1983-02-19,25,-
0,5692,"ROTHERY, Wade",1977-06-07,7,8
0,8874,"ROTHWELL, Charles",1894-04-17,6,6
0,28662,"ROUMANOS, James",1999-08-10,1,-
0,13417,"ROUSE, Johnny",-,28,12
0,3517,"ROVELLI, Grant",1983-09-03,94,64
0,13418,"ROWE, Brian",-,3,-
0,13419,"ROWE, Dick",1933-12-13,15,9
0,20799,"ROWE, Kurtis",1993-11-12,8,-
0,13420,"ROWE, Tom",1914-09-23,1,-
0,10541,"ROWLANDS, Ken",1933-08-12,51,103
0,4384,"ROWLES, David",1968-03-20,6,-
0,3783,"ROWLES, Peter",1952-11-18,58,346
0,10363,"ROWLES, Ron",1928-02-12,81,842
0,9063,"ROWLEY, Bill",1889-07-17,17,3
0,9472,"ROWLEY, Charles",1906-10-12,22,3
0,9767,"ROWLEY, Reg",1914-08-20,6,16
0,238,"ROY, Nigel",1974-03-15,157,208
0,5640,"ROYAL, Jesse",1980-05-20,65,20
0,1260,"RUA, Matt",1977-07-20,101,56
0,5188,"RUBESAAME, Shawn",-,7,-
0,9441,"RUBIE, Cec",1909-03-29,49,15
0,1301,"RUBIN, Ian",1973-04-17,84,8
0,13422,"RUBINSON, Jack",1917-01-24,33,-
0,13423,"RUDD, Jack",1924-10-19,6,-
0,441,"RUDD, Jody",1973-07-21,27,4
0,10017,"RUDD, Ted",1921-01-25,20,114
0,1282,"RUDDER, Sean",1979-02-13,132,84
0,29765,"RUDOLF, Toby",1996-01-29,102+,20
0,9634,"RUE, Len",1910-04-11,11,9
0,9361,"RUE, Reg",1903-10-31,7,3
0,10927,"RUEBNER, George",1942-08-03,58,137
0,4213,"RUGG, Keith",-,23,24
0,2653,"RULE, Bill",-,1,-
0,9147,"RULE, Frank",1896-02-20,77,33
0,10582,"RUMPH, Carl",-,14,3
0,20230,"RUNCIMAN, Charly",1993-07-22,12,24
0,2296,"RUNCIMAN, Trent",1979-04-03,23,4
0,32692,"RUSHTON, Harry",2000-11-13,3,-
0,6005,"RUSHWORTH, Barry",-,140,75
0,13424,"RUSSELL, Barry",-,78,124
0,943,"RUSSELL, Barry",1934-01-11,4,17
0,13430,"RUSSELL, Bill",1939-09-09,3,-
0,9910,"RUSSELL, Bob",-,11,6
0,8706,"RUSSELL, Charlie",1883-12-05,69,260
0,13425,"RUSSELL, Charlie",-,9,-
0,3434,"RUSSELL, Daniel",1983-06-13,3,-
0,29422,"RUSSELL, Daniel",1995-12-05,8,-
0,1928,"RUSSELL, Danny",1969-12-24,8,-
0,10298,"RUSSELL, Darcy",1929-04-13,125,"1,045"
0,4276,"RUSSELL, Doug",-,1,-
0,13426,"RUSSELL, G",-,1,-
0,10678,"RUSSELL, Garry",1936-04-07,27,6
0,13427,"RUSSELL, Gary",-,1,-
0,13428,"RUSSELL, Gordon",-,3,-
0,61,"RUSSELL, Ian",1965-08-10,127,58
0,10033,"RUSSELL, Jack",1919-11-19,39,42
0,10566,"RUSSELL, John",1938-11-18,59,41
0,10888,"RUSSELL, Keith",-,14,58
0,3442,"RUSSELL, Lachlan",1984-01-21,1,-
0,13429,"RUSSELL, Lloyd",1921-03-10,6,-
0,9073,"RUSSELL, Mick",1893-01-22,65,208
0,31267,"RUSSELL, Sean",2002-05-27,41+,84
0,194,"RUSSELL, Shane",1973-09-18,45,84
0,5117,"RUSSELL, Tim",1969-10-07,43,8
0,9303,"RUSSELL, Tony",1901-10-20,39,52
0,44963,"RUSSELL-SMITH, Keagan",2003-07-08,1,-
0,2310,"RUSSO, Jamie",1981-04-16,25,8
0,3141,"RUSSO, Michael",1983-10-17,9,8
0,1496,"RUTGERSON, Sean",1978-02-09,68,4
0,9619,"RUTHERFORD, Jim",1908-01-07,51,60
0,10294,"RUTHERFORD, Joe",1926-06-17,5,8
0,3957,"RYAN JNR, Peter",-,86,15
0,149,"RYAN, Andrew",1978-12-02,291,274
0,5675,"RYAN, Beau",1985-05-11,126,212
0,9564,"RYAN, Bill",1911-07-20,23,30
0,9033,"RYAN, Billy",-,14,18
0,9937,"RYAN, Bruce",1921-07-07,38,81
0,522,"RYAN, Chris",1973-01-03,84,258
0,13433,"RYAN, Chris",-,1,-
0,13432,"RYAN, Con",-,9,-
0,9193,"RYAN, Edward",1903-04-30,66,96
0,10044,"RYAN, Elwyn",1922-02-23,9,3
0,5385,"RYAN, Felix",1890-07-02,127,87
0,11094,"RYAN, Frank",-,3,4
0,1056,"RYAN, Glenn",1962-12-08,89,24
0,10219,"RYAN, Harry",1918-01-27,10,6
0,20763,"RYAN, J",-,3,-
0,21277,"RYAN, J",-,1,-
0,9153,"RYAN, Jack",-,3,3
0,11386,"RYAN, James",1884-01-08,16,3
0,62,"RYAN, Jason",1972-04-18,10,4
0,10643,"RYAN, Joe",-,13,21
0,3907,"RYAN, John",1948-12-29,55,44
0,6006,"RYAN, Kevin",1934-08-26,158,72
0,10089,"RYAN, Leo",1921-04-20,3,9
0,5106,"RYAN, Mark",-,2,-
0,9728,"RYAN, Mat",1913-05-21,10,40
0,5248,"RYAN, Matt",-,11,-
0,19688,"RYAN, Matt",1988-06-13,24,16
0,96,"RYAN, Matthew",1969-09-15,104,148
0,29771,"RYAN, Merv",-,7,-
0,3266,"RYAN, Michael",1981-05-09,20,4
0,3837,"RYAN, Mick",1953-09-17,156,119
0,10478,"RYAN, Neal",-,2,3
0,14236,"RYAN, Neil",1937-12-25,1,-
0,10529,"RYAN, Noel",-,17,9
0,232,"RYAN, Peter",-,134,60
0,13437,"RYAN, Peter",1971-03-23,147,92
0,13436,"RYAN, Peter",-,1,3
0,13438,"RYAN, Phil",-,7,-
0,16882,"RYAN, Robert",-,1,-
0,4191,"RYAN, Ron",1964-11-23,34,36
0,411,"RYAN, Sean",1973-08-23,128,76
0,10064,"RYAN, Sid",1922-03-05,107,15
0,5919,"RYAN, Tommy",1930-05-09,95,237
0,3901,"RYAN, Trevor",1954-05-04,196,107
0,2937,"RYAN, Warren",1941-10-27,25,3
0,13439,"RYAN, William",1919-09-24,12,33
0,13440,"RYANHART, Les",-,2,-
0,2302,"RYDER, Justin",1980-07-14,27,36
0,810,"RYLES, Jason",1979-01-17,248,64
0,7811,"SA'U, Junior",1987-04-01,90,108
0,3572,"SA, Setaimata",1987-09-14,66,52
0,2634,"SAAB, Charlie",1969-02-14,38,144
0,28736,"SAAB, Jason",2000-10-08,86+,252
0,9410,"SABINE, Keith",1907-01-15,15,5
0,12671,"SADDLER, Alf",-,3,-
0,6043,"SADDLER, Ron",1942-03-14,118,92
0,29756,"SADDLER, Zac",1999-06-16,3,-
0,9169,"SADLIER, Bill",-,10,12
