,player_id,player_name_comma,player_birthday,total_matches,total_points
0,12083,"DE COSTA, Ron",-,2,-
0,3527,"DE GOIS, Isaac",1984-12-24,225,112
0,37323,"DE GROOT, Jaylan",2003-01-09,1+,4
0,4132,"DE LA CRUZ, Gerry",-,4,3
0,12093,"DE LORE, Colin",-,16,9
0,31170,"DE LUIS, Kurt",1996-02-18,12,-
0,1271,"DE VERE, Michael",1976-12-11,161,"1,062"
0,10808,"DE WITT, Bernie",-,36,15
0,10419,"DEACON, Keith",1929-05-29,9,5
0,457,"DEACON, Steve",1967-11-23,49,44
0,9359,"DEACON, Vern",1908-05-08,38,54
0,9655,"DEAN, Arthur",1912-09-30,22,24
0,5102,"DEAN, Craig",1966-10-20,7,-
0,12077,"DEAN, T",-,1,-
0,8846,"DEANE, Lal",1892-08-02,15,8
0,8669,"DEANE, Os",1889-08-11,124,68
0,3579,"DEANE, Sid",1885-03-21,37,18
0,28479,"DEARDEN, Tom",2001-03-13,104+,132
0,18,"DEATH, Jason",1971-08-25,201,88
0,10680,"DEAZEY, Gary",-,11,9
0,3170,"DEBARTOLO, Nathan",1980-04-16,4,-
0,10278,"DEBNAM, George",1920-10-11,33,106
0,14025,"DEEB, Khalid",1982-04-07,1,-
0,9049,"DEEBLE, Henry",-,28,12
0,12084,"DEEGAN, Cliff",1912-06-28,3,-
0,9451,"DEELY, Jim",1910-07-28,46,27
0,709,"DEERY, John",1975-09-12,7,10
0,30669,"DEITZ, Bradley",1995-03-09,7,-
0,9626,"DEITZ, Doug",1914-01-05,79,190
0,5973,"DELAMARE, Bill",1934-04-20,41,18
0,21506,"DELAMOTTE, Peter",1904-06-07,1,-
0,4125,"DELANEY, Anslem",-,8,2
0,2842,"DELANEY, Brett",1985-10-26,81,164
0,12085,"DELANEY, Bruce",-,13,-
0,2648,"DELANEY, Doug",-,50,40
0,12087,"DELANEY, Frank",1927-03-27,1,-
0,12088,"DELANEY, Fred",1933-09-10,5,-
0,9412,"DELANEY, Hilton",1908-06-07,58,78
0,13485,"DELANEY, James",1879-08-24,1,-
0,10681,"DELANEY, Jock",-,2,3
0,12089,"DELANEY, John",1952-12-12,14,-
0,11023,"DELANEY, Peter",-,30,15
0,12090,"DELAVERE, Bert",1916-05-22,1,5
0,10413,"DELFORCE, Sid",-,1,2
0,12091,"DELL, Geoff",-,2,-
0,12104,"DELLA VALLE, Cliff",1909-06-26,4,-
0,3989,"DELPECH, Lindsay",-,2,3
0,2540,"DELROY, Mick",1965-02-03,55,40
0,9390,"DEMPSEY, Daniel",-,2,3
0,9459,"DEMPSEY, Jack",1907-05-24,13,8
0,52212,"DEMPSEY, Jack",1912-12-27,4,-
0,9502,"DEMPSEY, Robert",1908-09-16,12,12
0,28030,"DENGATE, Chris",-,1,-
0,12096,"DENGATE, Don",1929-06-16,10,-
0,9036,"DENHAM, Bob",1894-04-30,19,12
0,13486,"DENHAM, Syd",-,2,-
0,11411,"DENHOLM, Fred",1886-05-24,1,-
0,11118,"DENNEHY, Fred",-,99,85
0,9962,"DENNEHY, Jim",-,12,18
0,13487,"DENNEHY, John",-,1,-
0,9480,"DENNETT, Bill",1906-07-13,24,6
0,8836,"DENNIS, Albert",1887-06-04,3,3
0,12100,"DENNIS, Angus",-,9,6
0,4336,"DENNIS, Brian",-,1,2
0,4172,"DENNIS, Col",-,4,-
0,51766,"DENNIS, Eric",1893-02-27,2,-
0,10182,"DENNIS, Greg",-,8,9
0,22621,"DENNISS, Cory",1997-06-18,18,16
0,12102,"DENOON, Billy",1943-10-24,3,-
0,10937,"DENT, Merv",-,8,17
0,9900,"DENTON, Merv",1920-02-14,33,61
0,33578,"DERBY, Robert",2002-03-07,1+,-
0,9847,"DERMOND, Percy",1918-12-31,51,108
0,4408,"DESFOSSES, Jean",-,6,-
0,621,"DEVER, Chris",-,24,4
0,3581,"DEVEREUX, Jim",1887-06-27,17,27
0,5263,"DEVEREUX, John",1966-03-30,15,12
0,10197,"DEVERY, Jack",1919-12-01,11,6
0,5842,"DEVERY, Pat",1922-08-09,39,193
0,12105,"DEVINE, Brian",1941-06-08,5,-
0,10077,"DEVINE, R",-,22,30
0,521,"DEVINE, Shaun",1970-04-04,66,88
0,10296,"DEVLIN, Bruce",1925-11-16,13,6
0,11170,"DEVONSHIRE, Russ",1940-02-16,9,3
0,12106,"DEWEY, Ron",-,3,-
0,1466,"DEZOLT, Paul",1978-08-29,33,20
0,9795,"DHU, Fred",1916-01-18,77,123
0,9824,"DHU, Herb",1917-08-12,26,27
0,12107,"DHU, Norm",-,1,-
0,33714,"DIAS, Austin",1998-05-20,8,-
0,8855,"DIBLEY, William",1889-09-01,8,9
0,10672,"DICK, Ron",-,15,15
0,38620,"DICKENSON, Barry",-,2,-
0,12108,"DICKENSON, Jim",-,8,-
0,10836,"DICKENSON, Peter",1942-02-02,35,9
0,10331,"DICKERSON, Jack",1928-04-02,26,33
0,12109,"DICKSON, Ivan",-,9,9
0,20826,"DICKSON, L",-,1,-
0,7487,"DIETT, Kevin",-,56,51
0,10743,"DIETT, Len",1939-08-27,46,21
0,4301,"DILLON, Geoff",-,18,2
0,25747,"DILLON, Kurt",1994-08-08,5,-
0,5875,"DIMOND, Bobby",1929-11-04,23,36
0,907,"DIMOND, Craig",1964-03-13,181,88
0,5957,"DIMOND, Peter",1938-11-28,157,266
0,10384,"DINES, Dev",1930-04-20,58,92
0,9105,"DINLEY, Roy",1898-07-04,18,3
0,12110,"DINNERVILLE, Bob",1933-10-25,1,-
0,5932,"DIVERSI, Peter",1932-04-05,126,127
0,5077,"DIVORTY, Gary",1966-01-28,5,-
0,10029,"DIXON, Jack",1916-05-11,4,17
0,6828,"DIXON, Kevin",1943-09-17,4,3
0,6426,"DIXON, Paul",1962-10-28,12,4
0,2525,"DJURA, Bronko",1964-10-10,97,229
0,10798,"DOAK, Don",-,81,6
0,8665,"DOBBS, Alf",1878-09-18,6,9
0,12111,"DOBSON, Dennis",-,1,-
0,9990,"DOBSON, Doug",1917-02-18,10,4
0,3509,"DOBSON, Michael",1986-05-29,26,124
0,2554,"DOCHERTY, Brett",1968-03-04,41,42
0,5212,"DOCHERTY, Gavin",1971-03-20,1,-
0,23717,"DOCKAR-CLAY, Zach",1995-04-24,20,4
0,20008,"DOCKER, Adam",1991-01-21,42,8
0,930,"DOCKING, Jonathan",1964-01-21,161,228
0,12112,"DOCKREY, Frank",-,12,39
0,11207,"DODD, Ray",-,3,3
0,21877,"DODDS, Maurice",1902-07-30,2,-
0,14501,"DODDS, Mitchell",1989-07-03,76,12
0,12113,"DODSON, Frank",1922-08-02,3,-
0,8942,"DOERNER, Max",1889-03-12,23,5
0,1662,"DOHERTY, Carl",1975-07-12,5,28
0,104,"DOHERTY, Darrien",1971-11-12,67,12
0,9140,"DOIG, Eric",1897-01-11,67,185
0,12114,"DOLAN, Les",1899-04-17,6,-
0,4437,"DOLLING, Terry",1968-01-12,3,-
0,10592,"DOLTON, Noel",1936-12-22,101,24
0,1468,"DOMIC, Sid",1975-02-08,92,64
0,20353,"DON, Anthony",1987-09-21,152,342
0,3066,"DONAGHEY, Greg",1974-03-24,34,16
0,657,"DONAGHY, Paul",1970-12-20,48,68
0,21275,"DONAHUE, Fred",1887-06-20,1,-
0,19,"DONALD, Scott",1980-02-14,93,256
0,2872,"DONALDSON, Ben",1979-01-24,9,4
0,496,"DONATO, Shannon",1975-04-03,78,24
0,9487,"DONEGAN, Stan",1906-05-06,5,12
0,10054,"DONEY, Doug",1922-10-07,8,6
0,12115,"DONLEY, Edward",-,1,-
0,4422,"DONNELLAN, Terry",1963-12-11,11,-
0,10234,"DONNELLEY, Clayton",1923-09-25,21,6
0,12116,"DONNELLEY, E",-,1,-
0,11318,"DONNELLY, Andrew",-,9,9
0,8815,"DONNELLY, Arthur",1892-03-20,9,6
0,1762,"DONNELLY, Ian",1981-01-28,80,12
0,882,"DONNELLY, James",1966-04-26,37,8
0,723,"DONNELLY, Jason",1970-06-28,61,64
0,13488,"DONNELLY, John",1895-01-12,4,-
0,3785,"DONNELLY, John",1954-09-03,149,34
0,12117,"DONNELLY, Pat",-,2,-
0,10319,"DONNELLY, Reg",-,7,3
0,656,"DONNELLY, Scott",-,1,-
0,36819,"DONOGHOE, Kurt",2001-11-30,18+,4
0,5903,"DONOGHUE, Denis",1926-10-17,165,77
0,4112,"DONOGHUE, Dennis",-,2,-
0,10794,"DONOGHUE, Pat",-,26,15
0,5914,"DONOHOE, Col",1929-08-02,126,84
0,10065,"DONOHOE, John",-,7,9
0,5136,"DONOHOE, Matt",1970-02-10,2,-
0,499,"DONOUGHER, Jeremy",1969-11-28,51,12
0,1331,"DONOVAN, Adam",1976-05-06,16,12
0,12119,"DONOVAN, Brian",-,4,-
0,10638,"DONOVAN, Charlie",1937-08-19,24,9
0,20754,"DONOVAN, Emett",1887-01-02,1,-
0,20963,"DONOVAN, Jack",-,1,-
0,7648,"DONOVAN, Mathew",1970-09-20,14,4
0,620,"DOOLAN, Paul",1968-08-08,59,48
0,10535,"DOOLEY, Denis",-,19,3
0,8812,"DOOLEY, J",-,6,3
0,674,"DOOLEY, Justin",1969-10-23,85,12
0,5092,"DOOREY, Grant",1968-02-03,10,4
0,29974,"DOOREY, Matt",2000-06-27,33+,16
0,1447,"DORAHY, Dane",1977-12-17,14,6
0,1085,"DORAHY, John",1954-08-28,239,"1,298"
0,9506,"DORAN, Laurie",-,83,58
0,12120,"DORAN, Leo",1907-10-07,10,3
0,4242,"DORAN, Phil",-,7,-
0,4283,"DORAN, Shane",-,1,-
0,14207,"DORMAN, J",-,1,-
0,2370,"DORN, Luke",1982-07-02,38,20
0,1790,"DORREEN, Michael",1967-01-19,18,24
0,4378,"DOTTI, Phil",1962-06-12,8,8
0,24102,"DOUEIHI, Adam",1998-08-05,94+,350
0,12122,"DOUGHERTY, Johnny",1931-04-18,56,120
0,12123,"DOUGHTY, Reg",-,8,-
0,5358,"DOUGLAS, Aaron",-,5,12
0,5144,"DOUGLAS, Cameron",-,5,-
0,12124,"DOUGLAS, James",1884-09-22,1,-
0,3080,"DOUGLAS, Leon",-,1,-
0,3519,"DOUGLAS, Luke",1986-05-12,263,56
0,14253,"DOUGLAS, Richie",1965-02-10,1,-
0,11211,"DOUGLAS, Terry",-,7,3
0,5145,"DOUMITT, George",-,6,-
0,11231,"DOUST, Bruce",-,25,6
0,1541,"DOWLING, Garry",1952-11-07,170,246
0,883,"DOWLING, Greg",1959-01-15,69,24
0,19799,"DOWLING, Jamie",1990-10-29,10,4
0,1545,"DOWLING, John",1953-04-03,117,70
0,9624,"DOWLING, Tom",1910-02-17,67,123
0,12125,"DOWNEY, Mick",-,3,3
0,12126,"DOWNIE, George",-,9,-
0,4161,"DOWNIE, Ray",1957-08-06,25,4
0,38190,"DOWSE, Gary",-,1,-
0,12127,"DOWSLEY, Bill",-,12,-
0,12128,"DOWSWELL, Tom",1889-06-02,4,-
0,1963,"DOYLE, Adam",1978-04-26,16,16
0,9391,"DOYLE, Billy",-,10,6
0,10882,"DOYLE, Bob",1944-07-16,70,27
0,3052,"DOYLE, Brian",-,5,4
0,3836,"DOYLE, Chris",1958-05-02,69,43
0,52174,"DOYLE, James",-,3,3
0,510,"DOYLE, Jeff",1967-10-01,136,162
0,10418,"DOYLE, Jim",-,1,6
0,20,"DOYLE, John",1977-07-31,74,52
0,1431,"DOYLE, Justin",1978-04-06,22,4
0,10231,"DOYLE, K",-,3,3
0,12129,"DOYLE, Kevin",1936-09-24,26,60
0,49852,"DOYLE, Leo",-,27,112
0,12130,"DOYLE, Phil",-,4,10
0,1897,"DOYLE, Rod",1969-07-18,24,38
0,8709,"DOYLE, Tom",1885-02-17,10,3
0,1438,"DOYLE, Wes",1978-08-08,2,-
0,8928,"DOYLE, William",1891-09-11,19,83
0,12131,"DRADY, Dominic",-,2,-
0,5986,"DRAKE, Frank",1939-02-15,32,18
0,497,"DRAKE, Greg",1969-02-14,83,8
0,11101,"DRAKE, Lindsay",1949-09-07,98,60
0,12132,"DRANSFIELD, John",-,1,-
0,12133,"DREDGE, Colin",-,2,-
0,4244,"DREIER, Col",1961-01-09,19,32
0,10020,"DREISE, Frank",1914-03-23,30,122
0,12134,"DREVES, Roy",1915-04-28,3,-
0,5906,"DREW, Bernie",1927-10-16,43,21
0,1262,"DREW, Brad",1975-08-25,145,100
0,9174,"DREW, Joe",1900-05-04,79,29
0,20579,"DREW, Jordan",1995-01-26,1,4
0,20219,"DRINKWATER, Josh",1992-06-15,5,1
0,26828,"DRINKWATER, Scott",1997-05-15,120+,237
0,2892,"DRISCOLL, Damien",1972-05-12,81,12
0,1672,"DRISCOLL, John",1975-02-03,32,4
0,10911,"DRISCOLL, Marty",1944-12-05,36,15
0,662,"DRISCOLL, Peter",1974-10-11,37,4
0,21460,"DRIVER, Leo",-,1,-
0,4361,"DRUMMOND, Des",1958-06-17,9,8
0,12137,"DRYDEN, Mick",-,7,-
0,3920,"DUCKER, Wayne",1959-01-15,17,3
0,4389,"DUCKETT, Kevin",1965-01-15,5,-
0,560,"DUCKWORTH, Ben",1974-09-23,67,45
0,9419,"DUCKWORTH, Jim",1908-04-18,45,108
0,12138,"DUCKWORTH, Oliver",1914-12-09,1,-
0,3863,"DUDMAN, Scott",1957-11-28,43,17
0,2277,"DUFF, Jason",-,2,-
0,9736,"DUFF, Jim",-,10,15
0,14532,"DUFFIE, Matthew",1990-08-16,62,150
0,3692,"DUFFIN, George",1887-10-14,5,-
0,4182,"DUFFY, Don",1962-10-07,19,-
0,12140,"DUFFY, George",-,2,-
0,8941,"DUFFY, Jim",1883-11-30,77,48
0,3441,"DUFFY, Luke",1980-01-21,2,4
0,3959,"DUFFY, Peter",-,27,8
0,3098,"DUFFY, Robbie",1980-05-07,2,-
0,12141,"DUFFY, Robert",-,4,-
0,2498,"DUFFY, Shane",1968-03-29,22,-
0,23900,"DUFTY, Matt",1996-01-10,94,180
0,13735,"DUGAN, Josh",1990-05-10,215,365
0,12142,"DUGGAN, Bert",1887-07-26,4,-
0,3417,"DUGGAN, Tony",1978-08-19,1,-
0,3998,"DUKE, Michael",1961-05-12,69,17
0,4402,"DUKE, Phillip",1960-03-14,27,28
0,10357,"DULHUNTY, Roger",1925-08-12,3,3
0,3269,"DUMAS, Daniel",1983-02-17,15,4
0,4264,"DUNBAR, Gary",1964-01-09,9,-
0,1499,"DUNCAN, Alf",1977-09-07,20,66
0,4223,"DUNCAN, Darryl",1962-12-03,3,-
0,9672,"DUNCAN, Griffith",1914-07-22,3,3
0,9579,"DUNCAN, Jimmy",1903-12-22,11,5
0,12143,"DUNCAN, Lawrence",1887-02-07,1,-
0,10035,"DUNCAN, R",-,2,3
0,5910,"DUNCAN, Rees",1931-11-02,60,69
0,33570,"DUNCAN, Tallis",2002-04-18,27+,12
0,9853,"DUNCOMBE, Jim",1906-12-23,4,3
0,21,"DUNEMANN, Andrew",1976-10-06,78,50
0,22,"DUNEMANN, Ian",1974-03-16,32,38
0,12144,"DUNFORD, Jack",-,2,-
0,264,"DUNFORD, Matt",1968-03-04,81,28
0,831,"DUNLEY, Shayne",1976-05-17,130,56
0,10787,"DUNLOP, Brian",-,33,27
0,12145,"DUNLOP, John",1887-09-14,3,-
0,548,"DUNN, Bill",1967-09-23,121,40
0,7780,"DUNN, Brian",-,9,3
0,13489,"DUNN, Cliff",-,1,-
0,10842,"DUNN, Colin",-,12,14
0,9827,"DUNN, Dick",1920-08-10,134,407
0,7504,"DUNN, Fred",-,79,353
0,26159,"DUNN, Mitchell",1997-02-03,58,12
0,481,"DUNN, Paul",1963-08-07,255,32
0,12148,"DUNNING, Mick",-,6,-
0,21367,"DUNNING, Robert",-,3,-
0,30330,"DUNSTER, Haze",1999-03-01,19+,12
0,12149,"DUNWORTH, James",1927-08-25,1,-
0,9044,"DUNWORTH, Jim",1898-07-07,54,33
0,52379,"DUNWORTH, Patrick",1894-03-05,14,9
0,9071,"DUNWORTH, Robert",1896-03-10,54,15
0,1750,"DURDEVIC, Dragan",1976-07-26,11,4
0,7431,"DUREAU, Scott",1986-07-29,42,48
0,1889,"DURHEIM, Tony",1967-07-21,78,8
0,10712,"DURIE, Ray",-,7,6
0,5361,"DURNFORD, Cameron",-,4,-
0,10944,"DUTTON, Ron",-,37,15
0,4294,"DUVAL, Greg",1964-05-26,22,16
0,1942,"DWYER, Bernard",1967-04-20,5,-
0,12151,"DWYER, Jim",1902-08-01,5,-
0,3061,"DWYER, Matt",1974-05-05,7,4
0,13942,"DWYER, Simon",1989-01-12,35,24
0,2566,"DWYER, Tim",1963-05-31,25,58
0,12150,"DWYER, Tom",-,1,-
0,9476,"DWYER, Vic",1909-04-05,17,24
0,13490,"DWYER, William",-,1,-
0,12152,"DYER, Bill",1908-09-20,16,3
0,3448,"DYER, Luke",1981-08-15,1,-
0,292,"DYKES, Adam",1977-02-05,221,249
0,12153,"DYKES, Des",-,2,-
0,11343,"DYKES, John",1949-03-11,33,3
0,33762,"DYKES, Kade",2002-01-31,2+,4
0,7489,"DYKES, Roy",1926-06-11,72,36
0,8828,"DYMANT, Wally",1888-12-16,32,60
0,91,"DYMOCK, Jim",1972-04-04,214,129
0,1333,"DYNEVOR, Leo",1974-02-13,46,141
0,607,"EADE, Jason",1972-12-15,36,16
0,4015,"EADIE, Col",-,5,-
0,1514,"EADIE, Graham",1953-11-25,237,"1,917"
0,1779,"EAGAR, Michael",1973-08-15,31,28
0,12154,"EAGLE, William",1889-12-03,8,-
0,13917,"EARL, Sandor",1989-09-21,56,104
0,12156,"EASON, Jack",1912-08-16,2,-
0,8894,"EASTERBROOK, Westley",1891-02-23,54,36
0,3165,"EASTWOOD, Greg",1987-03-10,241,120
0,5854,"EATHER, Trevor",1920-08-09,12,3
0,5256,"EATON, Cameron",-,1,-
0,9577,"EATON, Ron",1909-01-28,44,24
0,931,"EBB, Ken",-,27,8
0,1020,"EBB, Martin",1965-03-03,33,36
0,12157,"EBB, Ray",-,2,13
0,2630,"EBELING, David",-,2,-
0,1718,"EBRILL, Greg",1979-05-25,39,4
0,2802,"EBRILL, Steve",-,1,-
0,6351,"ECKERSLEY, David",1948-10-10,9,-
0,17218,"EDEN, Greg",1990-11-14,6,4
0,11050,"EDEN, Harry",1943-05-23,83,81
0,2543,"EDEN, Mike",1960-03-27,121,701
0,2792,"EDGAR, Eamonn",-,5,4
0,13491,"EDGE, Bill",-,1,-
0,1524,"EDGE, Steve",1951-10-02,221,106
0,30654,"EDGERTON, Bibi",1962-03-19,1,-
0,23,"EDMED, Steve",1968-02-10,157,24
0,12158,"EDMONDS, S",-,1,-
0,3788,"EDMONDS, Steve",1954-03-04,113,161
0,2454,"EDMONDSON, Mark",1979-11-03,2,-
0,10850,"EDSER, Gerry",1945-12-08,20,9
0,5758,"EDWARDS, Arthur",1901-12-19,6,-
0,9478,"EDWARDS, B",-,5,3
0,10321,"EDWARDS, Bill",-,16,30
0,10375,"EDWARDS, Bruce",1930-03-09,27,3
0,11357,"EDWARDS, Dave",-,34,6
0,22807,"EDWARDS, Dylan",1996-01-10,152+,276
0,191,"EDWARDS, Gary",1970-11-10,34,40
0,12159,"EDWARDS, Geoff",-,14,9
0,9238,"EDWARDS, Hamish",-,10,3
0,33758,"EDWARDS, Harrison",2000-10-19,32+,4
0,5138,"EDWARDS, Jason",-,5,4
0,15023,"EDWARDS, Joel",1988-07-17,108,16
0,11084,"EDWARDS, Keith",-,85,84
0,20587,"EDWARDS, Kenny",1989-09-13,70,24
0,8721,"EDWARDS, Lloyd",1883-06-25,30,9
0,681,"EDWARDS, Logan",1968-11-18,15,4
0,461,"EDWARDS, Morvin",1968-05-08,64,44
0,5342,"EDWARDS, Nick",-,13,-
0,9987,"EDWARDS, Noel",-,2,3
0,12160,"EDWARDS, Peter",-,3,-
0,1945,"EDWARDS, Shaun",1966-10-17,12,4
0,12163,"EDWARDS, Ted",-,4,-
0,9974,"EDWARDS, Terry",1923-05-19,22,12
0,9704,"EDWARDS, Tom",1914-08-24,14,6
0,12162,"EDWARDS, Vince",1898-07-04,4,-
0,9281,"EGAN, Frank",1904-10-06,14,3
0,1086,"EGAN, Kelly",1968-06-10,27,12
0,25627,"EGAN, Wayde",1997-03-20,130+,76
0,9461,"EGGEN, Carl",-,26,27
0,4241,"EIRTH, Kelvin",1963-12-10,2,-
0,23753,"EISENHUTH, Matt",1992-08-20,135+,20
0,10025,"EISENHUTH, Stan",1920-03-13,12,6
0,12164,"EISENHUTH, Steve",-,2,-
0,20007,"EISENHUTH, Tom",1992-07-17,83+,28
0,12165,"EKLUND, Fred",1883-03-20,2,-
0,139,"EL MASRI, Hazem",1976-04-01,317,"2,418"
0,47373,"EL TOUGBI, Charlie",-,1,-
0,3739,"ELAHMAD, Monah",1977-01-28,1,-
0,12166,"ELDRIDGE, Bob",-,3,-
0,6081,"ELFORD, John",1947-03-30,116,42
0,799,"ELFORD, Shane",1977-12-28,148,196
0,12167,"ELFORD, Terry",-,8,-
0,21483,"ELGEY, Kane",1994-01-14,57,102
0,2577,"ELIA, Mark",1962-12-25,9,4
0,858,"ELIAS, Ben",1963-11-15,233,181
0,859,"ELIAS, John",1963-12-10,136,56
0,20908,"ELIAS, Tony",-,1,-
0,1561,"ELLA, Steve",1960-07-28,157,548
0,5084,"ELLEM, Scott",-,13,-
0,9973,"ELLEY, George",1915-08-24,37,30
0,20850,"ELLIOT, Brendan",1994-01-01,72,84
0,22605,"ELLIOTT, Adam",1994-10-16,166+,72
0,12171,"ELLIOTT, Bill",-,3,-
0,14260,"ELLIOTT, Charlie",-,3,-
0,27246,"ELLIOTT, Cyril",-,16,21
0,9194,"ELLIOTT, Fred",1900-04-11,20,6
0,9622,"ELLIOTT, Jack",1912-02-12,23,47
0,12169,"ELLIOTT, John",-,4,-
0,1155,"ELLIOTT, Matthew",1964-12-08,62,32
0,5178,"ELLIOTT, Michael",-,6,8
0,4110,"ELLIOTT, Paul",1960-12-05,80,21
0,17310,"ELLIOTT, Peter",-,1,-
0,9273,"ELLIOTT, Ray",1897-01-01,58,21
0,11071,"ELLIOTT, Rod",-,60,15
0,9705,"ELLIOTT, Sid",1915-02-17,16,3
0,12170,"ELLIOTT, William",1882-11-24,22,-
0,9715,"ELLIS, Allan",1908-11-16,59,202
0,5575,"ELLIS, Ben",1982-09-14,21,8
0,3963,"ELLIS, Craig",1958-10-26,110,31
0,2115,"ELLIS, Gareth",1981-05-03,75,40
0,1234,"ELLIS, Grant",-,65,8
0,10467,"ELLIS, Greg",-,118,119
0,25748,"ELLIS, Kaide",1996-08-04,26,-
0,9271,"ELLIS, Keith",1905-06-06,73,41
0,2700,"ELLIS, Kevin",1965-05-29,3,4
0,1630,"ELLIS, Marc",1971-10-08,36,103
0,1678,"ELLIS, Peter",1976-12-12,4,-
0,20741,"ELLIS, Robert",1881-11-17,16,4
0,12174,"ELLIS, Ron",1946-09-14,4,-
0,418,"ELLIS, St John",1964-10-03,9,30
0,12172,"ELLIS, Ted",1886-04-09,7,-
0,9231,"ELLIS, Tom",1904-03-11,127,559
0,1177,"ELLISON, Mark",1964-02-17,111,413
0,267,"ELSEGOOD, Jack",1973-12-22,149,250
0,10676,"ELSWORTHY, Allan",-,8,6
0,12175,"ELVIN, Rex",-,15,3
0,4282,"ELVIN, Wayne",-,2,-
0,12176,"ELVY, Albert",1913-06-11,4,-
0,1266,"ELVY, David",1978-04-02,17,-
0,4330,"ELWIN, Neville",1958-04-10,1,-
0,9012,"EMELHENZ, Charles",-,11,12
0,2329,"EMELIO, Andrew",1981-10-18,29,40
0,12178,"EMERTON, Vic",-,1,6
0,12177,"EMERY, David",-,1,-
0,31093,"EMERY, F",-,1,-
0,4048,"EMERY, Jeff",1962-05-11,13,-
0,10201,"EMERY, Vince",1927-03-27,53,57
0,4070,"EMIRIAN, Jim",1962-03-29,4,-
0,5300,"EMMANUEL, Ric",-,1,-
0,3758,"EMMETT, Nick",1982-05-12,41,12
0,10242,"EMPTAGE, Harry",-,11,3
0,1907,"ENAHORO, Chris",1983-04-07,2,-
0,1441,"ENDACOTT, Shane",1971-09-03,42,12
0,10009,"ENDYCOTT, George",1918-09-11,16,59
0,590,"ENGLAND, Scott",-,16,-
0,12179,"ENGLISH, Jack",-,12,-
0,4001,"ENGLISH, Pat",1957-05-10,69,6
0,815,"ENNIS, Michael",1984-03-16,273,365
0,12180,"ENSOR, Col",-,2,-
0,5244,"EPERE, Sandy",-,1,-
0,4251,"EPIFANIA, Leo",1962-10-23,24,38
0,24,"ERBA, Jason",1972-01-01,6,-
0,252,"ERENAVULA, Luke",1965-06-01,4,8
0,478,"ERICKSON, Michael",1968-06-15,112,124
0,11169,"ERNST, Graham",1952-04-28,22,34
0,634,"ERU, Syd",1971-07-26,59,60
0,21503,"ESE'ESE, Herman",1994-09-07,129,32
0,3765,"ESHMAN, Keith",1987-01-30,1,-
0,2917,"ESSEX, Chris",1974-09-24,1,-
0,3147,"ESTATHEO, Trent",1981-05-10,3,-
0,4265,"ESTE, Peter",1964-05-22,5,6
0,404,"ETTINGSHAUSEN, Andrew",1965-10-29,328,666
0,2714,"EVANS, Doug",-,5,-
0,10770,"EVANS, George",1941-01-28,67,33
0,4263,"EVANS, Greg",1961-11-09,20,2
0,2408,"EVANS, James",1978-11-05,16,16
0,7565,"EVANS, Jim",1929-12-12,57,-
0,20638,"EVANS, Kane",1992-01-09,131,32
0,10224,"EVANS, Lew",-,19,21
0,10062,"EVANS, Michael",-,14,9
0,7511,"EVANS, Nick",-,86,40
0,2698,"EVANS, Paul",1972-01-21,32,32
0,10284,"EVANS, Ted",-,62,96
0,11062,"EVANS, Warren",-,28,6
0,695,"EVANS, Wayne",1974-10-03,71,16
0,12181,"EVATT, Clive",1900-06-06,41,-
0,610,"EVELEIGH, Craig",-,3,4
0,7535,"EVENDEN, Don",-,132,69
0,2578,"EVERETT, Wayne",-,3,-
0,19416,"EVERINGHAM, Andrew",1987-01-29,40,84
0,10780,"EVERINGHAM, Ross",-,9,6
0,12182,"EVERINGHAM, Vince",-,5,-
0,9032,"EVES, George",1884-03-12,51,9
0,4300,"EWER, Steve",-,4,4
0,11159,"EWING, Les",-,14,3
0,9468,"EYERS, Harry",1908-08-16,57,54
0,12183,"EYLES, L",-,1,-
0,9989,"EZART, Tom",1914-09-18,17,12
0,2307,"FA'AFILI, Henry",1980-05-30,94,152
0,1373,"FA'ALOGO, David",1980-09-09,198,108
0,35390,"FA'ALOGO, Sualauvi",2003-03-19,15+,40
0,26271,"FA'AMAUSILI, Poasa",1996-02-14,47,4
0,847,"FA'AOSO, Richard",1984-05-08,160,60
0,35137,"FA'ASUAMALEAUI, Iszac",2001-12-01,14+,4
0,28704,"FA'ASUAMALEAUI, Tino",2000-02-16,92+,84
0,5329,"FAALAFI, Sam",-,1,-
0,35322,"FAATAAPE, Solomona",2000-12-25,17,24
0,10010,"FACER, Frank",1919-08-08,150,12
0,10641,"FAGAN, Laurie",1941-05-03,175,145
0,12184,"FAGAN, Marty",1955-05-19,1,-
0,4119,"FAHD, George",1961-01-06,32,4
0,23988,"FAHEY, Michael",-,1,-
0,10280,"FAHEY, Mick",-,17,18
0,1535,"FAHEY, Terry",1954-01-20,190,375
0,23419,"FAI, George",1996-10-18,2,-
0,7716,"FAI, Sonny",1988-03-20,15,20
0,14554,"FAIFAI LOA, Kalifa",1990-01-29,66,132
0,2143,"FAIMALO, Joe",1970-07-28,1,-
0,12185,"FAINT, Grahame",1952-08-31,3,-
0,38051,"FAINU, Latu",2005-05-28,9+,8
0,26197,"FAINU, Manase",1998-10-17,34,32
0,37234,"FAINU, Samuela",2004-01-12,28+,20
0,35651,"FAINU, Sione",2001-07-04,12+,8
0,5812,"FAIRALL, Percy",1909-10-05,124,108
