,player_id,player_name1,player_name2,birthday,birthplace
0,3508,Michael CROCKETT,Michael Crockett,"Wednesday, 16th March, 1983","Sydney, New South Wales, Australia"
0,2125,Brian CARNEY,Brian Carney,"Friday, 23rd July, 1976","Cork, Cork, Ireland"
0,3512,Josh CORDOBA,Josh Cordoba,"Sunday, 29th January, 1984","Wollongong, New South Wales, Australia"
0,3513,Adrian PURTELL,Adrian Purtell,"Thursday, 31st January, 1985","Albury, New South Wales, Australia"
0,3514,Willie RASTON,Willie Raston,"Saturday, 21st April, 1984","Palmerston North, Manawatu-Wanganui, New Zealand"
0,3515,Ben JONES,Ben Jones,"Tuesday, 15th April, 1980","Redcliffe, Queensland, Australia"
0,3517,Grant ROVELLI,Grant Rovelli,"Saturday, 3rd September, 1983","Mackay, Queensland, Australia"
0,3516,Darius BOYD,Darius Boyd,"Friday, 17th July, 1987","Brisbane, Queensland, Australia"
0,3518,Jon GREEN,Jon Green,"Tuesday, 16th July, 1985","Southport, Queensland, Australia"
0,3519,Luke DOUGLAS,Luke Douglas,"Monday, 12th May, 1986","Yamba, New South Wales, Australia"
0,3520,Clint AMOS,Clint Amos,"Tuesday, 2nd August, 1983","Ballina, New South Wales, Australia"
0,3521,Gavin COOPER,Gavin Cooper,"Monday, 19th August, 1985","Murgon, Queensland, Australia"
0,3524,William ZILLMAN,William Zillman,"Wednesday, 30th July, 1986","Brisbane, Queensland, Australia"
0,3522,Daryl MILLARD,Daryl Millard,"Wednesday, 20th February, 1985","Sydney, New South Wales, Australia"
0,3523,George NDAIRA,George Ndaira,"Friday, 22nd February, 1985",
0,3527,Isaac DE GOIS,Isaac De Gois,"Monday, 24th December, 1984","Bankstown, New South Wales, Australia"
0,5676,Stuart FLANAGAN,Stuart Flanagan,"Monday, 5th January, 1987","Cooma, New South Wales, Australia"
0,3528,Adam CUTHBERTSON,Adam Cuthbertson,"Sunday, 24th February, 1985","Avalon, New South Wales, Australia"
0,3529,Luke HARLEN,Luke Harlen,"Saturday, 28th April, 1984","Townsville, Queensland, Australia"
0,3530,Adam BLAIR,Adam Blair,"Thursday, 20th March, 1986","Whangarei, Northland, New Zealand"
0,3534,Patrick AH VAN,Patrick Ah Van,"Thursday, 17th March, 1988","Auckland, Auckland, New Zealand"
0,3536,Zeb TAIA,Zeb Taia,"Thursday, 11th October, 1984","Auburn, New South Wales, Australia"
0,3537,Marcus PERENARA,Marcus Perenara,"Friday, 1st November, 1985",
0,3533,Steve MEREDITH,Steve Meredith,"Monday, 26th August, 1985",
0,2454,Mark EDMONDSON,Mark Edmondson,"Saturday, 3rd November, 1979","Lancaster, Lancashire, England"
0,3535,Ian LACEY,Ian Lacey,"Sunday, 25th November, 1984","Brisbane, Queensland, Australia"
0,3543,Rocky TRIMARCHI,Rocky Trimarchi,"Tuesday, 7th January, 1986",
0,3573,Jeremy SMITH,Jeremy Smith,"Saturday, 18th July, 1981","Huntly, Waikato, New Zealand"
0,3576,Germaine PAULSON,Germaine Paulson,"Friday, 15th February, 1985","Beaudesert, Queensland, Australia"
0,3575,Misi TAULAPAPA,Misi Taulapapa,"Monday, 25th January, 1982","Auckland, Auckland, New Zealand"
0,3574,Brett KELLY,Brett Kelly,"Sunday, 27th February, 1983","Eden, New South Wales, Australia"
0,3571,Lafi MANUA,Lafi Manua,"Sunday, 26th March, 1978",
0,3570,Lee TE MAARI,Lee Te Maari,"Sunday, 28th July, 1985","Tokoroa, Waikato, New Zealand"
0,3572,Setaimata SA,Setaimata Sa,"Monday, 14th September, 1987",Samoa
0,3617,Michael GORDON,Michael Gordon,"Monday, 24th October, 1983","Cooma, New South Wales, Australia"
0,3616,Paul AITON,Paul Aiton,"Wednesday, 29th May, 1985","Mount Hagen, Western Highlands, Papua New Guinea"
0,3647,Ben ROBERTS,Ben Roberts,"Monday, 8th July, 1985","Westmead, New South Wales, Australia"
0,3701,Brett MORRIS,Brett Morris,"Saturday, 23rd August, 1986","Kiama, New South Wales, Australia"
0,3702,Charlie LEAENO,Charlie Leaeno,"Sunday, 26th January, 1986",
0,3704,Danny WICKS,Danny Wicks,"Thursday, 5th December, 1985","Grafton, New South Wales, Australia"
0,3705,Billy NGAWINI,Billy Ngawini,"Monday, 24th August, 1981",
0,3706,Chris BAILEY,Chris Bailey,"Monday, 5th July, 1982","Inverell, New South Wales, Australia"
0,3709,Jarryd HAYNE,Jarryd Hayne,"Monday, 15th February, 1988","Sydney, New South Wales, Australia"
0,3708,Matthew BELL,Matthew Bell,"Sunday, 30th August, 1981","Brisbane, Queensland, Australia"
0,3710,Sam RAPIRA,Sam Rapira,"Wednesday, 8th April, 1987","Auckland, Auckland, New Zealand"
0,3711,Taniela TUIAKI,Taniela Tuiaki,"Sunday, 2nd May, 1982","Auckland, Auckland, New Zealand"
0,3713,Smith SAMAU,Smith Samau,"Sunday, 15th June, 1986",
0,3712,Mailangi STYLES,Mailangi Styles,"Wednesday, 6th June, 1984",
0,3714,Jarrad HICKEY,Jarrad Hickey,"Tuesday, 7th May, 1985","Sydney, New South Wales, Australia"
0,3715,Tony CAINE,Tony Caine,"Wednesday, 15th October, 1986","Westmead, New South Wales, Australia"
0,3716,Joe LICHAA,Joe Lichaa,"Friday, 23rd May, 1980","Sydney, New South Wales, Australia"
0,3720,Keith PETERS,Keith Peters,"Saturday, 25th January, 1986","Port Moresby, Central, Papua New Guinea"
0,3721,Fraser ANDERSON,Fraser Anderson,"Friday, 20th April, 1984","Auckland, Auckland, New Zealand"
0,3722,Dave TAYLOR,Dave Taylor,"Friday, 8th July, 1988","Rockhampton, Queensland, Australia"
0,3723,Joel MOON,Joel Moon,"Friday, 20th May, 1988","Caloundra, Queensland, Australia"
0,3724,Shaun FOLEY,Shaun Foley,"Friday, 29th August, 1986","Sydney, New South Wales, Australia"
0,3725,Josh LEWIS,Josh Lewis,"Saturday, 5th October, 1985","Sydney, New South Wales, Australia"
0,3726,Matthew BARTLETT,Matthew Bartlett,"Thursday, 3rd November, 1983","Newcastle, New South Wales, Australia"
0,3727,Nick KOUPARITSAS,Nick Kouparitsas,"Sunday, 26th February, 1984","Canberra, Australian Capital Territory, Australia"
0,3728,Nathan HINTON,Nathan Hinton,"Sunday, 13th October, 1985","Newcastle, New South Wales, Australia"
0,3756,Brent McCONNELL,Brent McConnell,"Wednesday, 12th November, 1980",
0,3757,Mark HENRY,Mark Henry,"Sunday, 19th April, 1981","Australian Capital Territory, Australia"
0,3758,Nick EMMETT,Nick Emmett,"Wednesday, 12th May, 1982","Grafton, New South Wales, Australia"
0,3759,Ben VAEAU,Ben Vaeau,"Friday, 7th January, 1983","Auckland, Auckland, New Zealand"
0,3760,Rangi CHASE,Rangi Chase,"Friday, 11th April, 1986","Dannevirke, Manawatu-Wanganui, New Zealand"
0,3761,Toshio LAISENI,Toshio Laiseni,"Wednesday, 19th June, 1985","Nuku'alofa, Tonga"
0,3762,Craig TRINDALL,Craig Trindall,"Tuesday, 8th May, 1979",
0,3763,Chris LAWRENCE,Chris 'Rowdy' Lawrence,"Wednesday, 19th October, 1988","Sydney, New South Wales, Australia"
0,3764,Ben JEFFERY,Ben Jeffery,"Sunday, 1st March, 1987","Griffith, New South Wales, Australia"
0,3765,Keith ESHMAN,Keith Eshman,"Friday, 30th January, 1987",
0,5487,Mitch BROWN,Mitch Brown,"Saturday, 7th November, 1987","Sutherland, New South Wales, Australia"
0,5488,Fetuli TALANOA,Fetuli Talanoa,"Monday, 23rd November, 1987","Auckland, Auckland, New Zealand"
0,5529,Jarrod SAFFY,Jarrod Saffy,"Wednesday, 24th October, 1984","Johannesburg, Johannesburg, South Africa"
0,5530,Eddie PAEA,Eddie Paea,"Monday, 8th February, 1988","Sydney, New South Wales, Australia"
