,player_id,player_name1,player_name2,birthday,birthplace
0,11289,John RAWLINS,John Rawlins,,
0,11291,Graeme SMITH,Graeme Smith,,
0,12365,Terry GIBSON,Terry Gibson,"Friday, 31st December, 1954",
0,3837,Mick RYAN,Mick Ryan,"Thursday, 17th September, 1953",
0,3769,Greg MULLANE,Greg Mullane,"Tuesday, 28th September, 1954",
0,11295,Gary ALLSOPP,Gary Allsopp,,
0,1532,Paul KHAN,Paul Khan,"Saturday, 23rd May, 1953",
0,3807,Allan McMAHON,Allan McMahon,"Monday, 9th August, 1954","Wollongong, New South Wales, Australia"
0,11290,Graham ROBERTS,Graham Roberts,"Thursday, 11th February, 1954","Surry Hills, New South Wales, Australia"
0,1219,Ian SCHUBERT,Ian Schubert,"Wednesday, 22nd August, 1956","Wauchope, New South Wales, Australia"
0,11337,Trevor BARNES,Trevor Barnes,"Thursday, 24th April, 1952",
0,3815,Steve LAVERS,Steve Lavers,"Friday, 20th August, 1954",
0,12195,Albert TABONE,Albert Tabone,,
0,11356,Bob FARRUGIA,Bob Farrugia,"Wednesday, 5th August, 1953",
0,12964,Bill MARKOU,Bill Markou,"Friday, 3rd December, 1954",
0,11324,Keith COOK,Keith Cook,,
0,3785,John DONNELLY,John 'Dallas' Donnelly,"Friday, 3rd September, 1954","Gunnedah, New South Wales, Australia"
0,6098,Ray HIGGS,Ray Higgs,1950,"Roma, Queensland, Australia"
0,11294,Mark WRIGHT,Mark Wright,"Sunday, 21st August, 1955","Moree, New South Wales, Australia"
0,12274,Mick FIELD,Mick Field,,
0,11306,Grant HEDGER,Grant Hedger,"Sunday, 6th April, 1952",
0,13487,John DENNEHY,John Dennehy,,
0,3951,John GRAY,John Gray,"Friday, 9th October, 1953",
0,11314,Mark SCOBIE,Mark Scobie,,
0,11308,Neville MAKIN,Neville Makin,,
0,3848,Des O'REILLY,Des O'Reilly,"Friday, 19th November, 1954",
0,11297,Steve WILLIAMS,Steve Williams,,
0,11315,Barry LE BROCQ,Barry Le Brocq,,
0,13055,Geoff MURPHY,Geoff Murphy,,
0,11317,Steve SYMONDS,Steve Symonds,,
0,11342,Glen PORTER,Glen Porter,"Sunday, 11th April, 1954",
0,11301,Brendon LINDSAY,Brendon Lindsay,,
0,11302,Trevor SCARR,Trevor Scarr,,
0,1538,Ron HILDITCH,Ron Hilditch,"Thursday, 13th August, 1953","Sydney, New South Wales, Australia"
0,861,Russel GARTNER,Russel Gartner,"Friday, 16th September, 1955",
0,12665,Dempsey JOY,Dempsey Joy,"Sunday, 7th April, 1946",
0,11309,Steve HURWORTH,Steve Hurworth,,
0,13156,Greg McTEIGUE,Greg McTeigue,"Friday, 1st May, 1953","Sydney, New South Wales, Australia"
0,11339,John MARSH,John Marsh,"Saturday, 30th June, 1951",
0,3834,Ken STEWART,Ken 'Scrambles' Stewart,"Friday, 9th September, 1955","Manchester, Greater Manchester, England"
0,3849,John HARVEY,John 'Harve' Harvey,"Tuesday, 19th April, 1955","Manly, New South Wales, Australia"
0,13300,Bob POOLE,Bob Poole,,
0,12505,Ron HARRE,Ron Harre,,
0,12492,Garry HARDAKER,Garry Hardaker,"Sunday, 7th November, 1954",
0,3962,Ken HEY,Ken Hey,"Friday, 23rd March, 1956","Paddington, New South Wales, Australia"
0,11328,Peter YOUNG,Peter Young,,
0,11335,Tony QUIRK,Tony Quirk,"Saturday, 11th February, 1956","Tumut, New South Wales, Australia"
0,11305,Owen STEPHENS,Owen 'Noddy' Stephens,"Thursday, 9th January, 1947","Paeroa, Waikato, New Zealand"
0,3820,Neville GLOVER,Neville 'Nifty' Glover,"Friday, 22nd July, 1955","Sydney, New South Wales, Australia"
0,6382,Mick ADAMS,Mick Adams,"Friday, 28th September, 1951","Widnes, Cheshire, England"
0,11312,Peter NEWSOME,Peter Newsome,,
0,11311,Jeff BRIAN,Jeff Brian,,
0,11307,Brian REEVE,Brian Reeve,,
0,3919,Terry WICKEY,Terry Wickey,"Friday, 5th November, 1954","Sydney, New South Wales, Australia"
0,12364,Ross GIBSON,Ross Gibson,,
0,12963,Marc MARINKOVICH,Marc Marinkovich,,
0,3816,Frank MARINO,Frank Marino,,
0,11432,John ALOE,John Aloe,,
0,12208,Rick THACKERAY,Rick Thackeray,,
0,4094,Les MARA,Les Mara,,
0,8377,John CUNNINGHAM,John Cunningham,,
0,13322,John PURCELL,John Purcell,,
0,13433,Chris RYAN,Chris Ryan,,
0,7445,John BAILEY,John Bailey,,
