,player_id,player_name1,player_name2,birthday,birthplace
0,10326,Athol HALPIN,Athol Halpin,,
0,10448,Cec FITZSIMMONS,Cec Fitzsimmons,,
0,5896,Jack TROY,Jack Troy,"Monday, 1st August, 1927",
0,7458,Ray PRESTON,Ray Preston,"Sunday, 10th November, 1929","Sydney, New South Wales, Australia"
0,10321,Bill EDWARDS,Bill Edwards,,
0,10335,Ken HUNTER,Ken Hunter,"Saturday, 11th December, 1926",
0,5889,Ron ROBERTS,Ron Roberts,"Friday, 11th November, 1927","Newcastle, New South Wales, Australia"
0,11949,Jimmy WEIR,Jimmy Weir,"Monday, 4th April, 1927",
0,5877,Johnny HAWKE,Johnny Hawke,"Thursday, 7th May, 1925","Queanbeyan, New South Wales, Australia"
0,10320,Len WALTON,Len Walton,,
0,7488,George HUNTER,George Hunter,"Sunday, 13th October, 1929",
0,10324,Ron CROSSLEY,Ron Crossley,,
0,10328,Graham JONES,Graham Jones,"Wednesday, 8th September, 1926","Wahroonga, New South Wales, Australia"
0,10386,Bill STEWART,Bill Stewart,,
0,10356,Jack BYRNE,Jack Byrne,,
0,10352,Ken FOGARTY,Ken Fogarty,,
0,14196,Jack WOOD,Jack 'Doody' Wood,"Wednesday, 11th August, 1926","Newcastle, New South Wales, Australia"
0,5876,Alf GIBBS,Alf Gibbs,"Monday, 27th December, 1920",
0,10348,Len SOLOMON,Len Solomon,"Wednesday, 24th April, 1929",
0,10339,Alan CRUMPTON,Alan 'Crumo' Crumpton,"Friday, 27th January, 1928","Cowra, New South Wales, Australia"
0,11675,Gordon BUCHANAN,Gordon Buchanan,,
0,13212,Bill O'CONNOR,Bill O'Connor,,
0,13392,Ron ROBINSON,Ron Robinson,"Tuesday, 27th October, 1925","Balmain, New South Wales, Australia"
0,10331,Jack DICKERSON,Jack Dickerson,"Monday, 2nd April, 1928","Sydney, New South Wales, Australia"
0,10623,Ron STEWART,Ron Stewart,,
0,11491,George BAIN,George 'Bitzer' Bain,1929,"Manly, New South Wales, Australia"
0,10330,Jack DAVIS,Jack Davis,,
0,10337,Harold GWYER,Harold Gwyer,,
0,10334,Ron TREUER,Ron Treuer,,
0,10332,Mick PHELAN,Mick Phelan,"Saturday, 10th December, 1927",
0,10424,Frank BURKE,Frank Burke,"Tuesday, 1st October, 1929",
0,5931,Bob SULLIVAN,Bob Sullivan,1931,
0,23918,Bill RAWLINSON,Bill Rawlinson,"Saturday, 16th August, 1924","Sydney, New South Wales, Australia"
0,13057,John MURPHY,John Murphy,"Thursday, 24th January, 1929",
0,10341,Peter O'BRIEN,Peter O'Brien,"Sunday, 25th March, 1928","Sydney, New South Wales, Australia"
0,10345,Kevin PRICE,Kevin Price,"Thursday, 27th December, 1928","Sydney, New South Wales, Australia"
0,10344,Jack FITZGERALD,Jack Fitzgerald,"Sunday, 4th January, 1925","Lismore, New South Wales, Australia"
0,12917,George LOVELL,George Lovell,"Thursday, 22nd March, 1923","Ryde, New South Wales, Australia"
0,10353,Don REGAN,Don Regan,,
0,10336,Jack BERNHARDT,Jack 'Mo' Bernhardt,"Tuesday, 15th May, 1923","Stanmore, New South Wales, Australia"
0,13394,Strachan ROBINSON,Strachan Robinson,"Monday, 30th April, 1928",
0,12503,Kevin HARMEY,Kevin Harmey,,
0,5914,Col DONOHOE,Col Donohoe,"Friday, 2nd August, 1929",
0,10343,Neville PIERCE,Neville Pierce,,
0,10351,Frank O'SULLIVAN,Frank O'Sullivan,,
0,10350,Ron GOLDEN,Ron Golden,"Thursday, 27th May, 1926","Paddington, New South Wales, Australia"
0,7551,John SELLGREN,John Sellgren,"Tuesday, 9th April, 1929",
0,10362,Reg BEATH,Reg Beath,"Tuesday, 2nd October, 1928",
0,7517,Doug FLEMING,Doug Fleming,"Thursday, 24th April, 1930","Sydney, New South Wales, Australia"
0,12231,Pat TOSH,Pat Tosh,,
0,10347,George YATES,George Yates,,
0,12011,Don DAHL,Don Dahl,,
0,13436,Peter RYAN,Peter Ryan,,
0,13288,M PHILLIPS,M Phillips,,
0,11649,D BROOKS,D Brooks,,
0,12757,Doug SMITH,Doug Smith,,
0,10437,Kevin CLARKE,Kevin Clarke,,
0,11695,Alan BURNELL,Alan Burnell,,
0,12410,Ralph GREEN,Ralph Green,,
0,10392,Russ SMITH,Russ Smith,,
0,7523,Harry MELVILLE,Harry Melville,"Sunday, 13th October, 1929","Kogarah, New South Wales, Australia"
0,30995,K STANFORD,K Stanford,,
0,12007,Vic WILLIAMS,Vic Williams,"Wednesday, 29th September, 1926","Sydney, New South Wales, Australia"
0,10354,Syd FISCHER,Syd Fischer,"Friday, 4th March, 1927","Sydney, New South Wales, Australia"
0,11994,Jack WILLIAMS,Jack Williams,,
0,12908,B LONG,B Long,,
0,10357,Roger DULHUNTY,Roger Dulhunty,"Wednesday, 12th August, 1925","Port Macquarie, New South Wales, Australia"
0,10358,John TAVENER,John Tavener,,
0,10359,Ron CURRIE,Ron Currie,,
0,10355,Jack WALL,Jack Wall,"Wednesday, 1st September, 1926",
0,12561,Bill HILLIARD,Bill Hilliard,"Wednesday, 11th November, 1925",
0,10360,Cec COOPER,Cec Cooper,"Sunday, 21st February, 1926","Rylstone, New South Wales, Australia"
0,10361,Jack RAWLINSON,Jack Rawlinson,"Saturday, 16th August, 1924","Sydney, New South Wales, Australia"
0,10388,Neil PHELPS,Neil Phelps,,
0,12567,Tim HOBBS,Tim Hobbs,,
0,12598,Reuben HUDSON,Reuben Hudson,,
0,13038,Arthur MOYNIHAN,Arthur Moynihan,"Friday, 25th January, 1924","Sydney, New South Wales, Australia"
