,player_id,player_name1,player_name2,birthday,birthplace
0,19469,Cheyse BLAIR,Cheyse Blair,"Saturday, 18th January, 1992","Murwillumbah, New South Wales, Australia"
0,2397,James GRAHAM,James 'Jammer' Graham,"Tuesday, 10th September, 1985","Liverpool, Merseyside, England"
0,19470,Mosese PANGAI,Mosese Pangai,"Wednesday, 18th December, 1991","Sydney, New South Wales, Australia"
0,19472,Ben HENRY,Ben Henry,"Saturday, 14th December, 1991","Auckland, Auckland, New Zealand"
0,19473,Konrad HURRELL,Konrad Hurrell,"Monday, 5th August, 1991","Tofoa, Tonga"
0,19474,James TEDESCO,James Tedesco,"Friday, 8th January, 1993","Ryde, New South Wales, Australia"
0,19417,Adam REYNOLDS,Adam Reynolds,"Tuesday, 10th July, 1990","Sydney, New South Wales, Australia"
0,19515,Jack WIGHTON,Jack Wighton,"Thursday, 4th February, 1993","Orange, New South Wales, Australia"
0,19421,Nathan GREEN,Nathan Green,"Wednesday, 1st April, 1992","Sydney, New South Wales, Australia"
0,19416,Andrew EVERINGHAM,Andrew Everingham,"Thursday, 29th January, 1987","Newcastle, New South Wales, Australia"
0,19517,Ryan SIMPKINS,Ryan Simpkins,"Tuesday, 20th September, 1988","Tweed Heads, New South Wales, Australia"
0,19581,Mitch ACHURCH,Mitch Achurch,"Thursday, 14th July, 1988","Penrith, New South Wales, Australia"
0,19619,Jorge TAUFUA,Jorge Taufua,"Wednesday, 23rd October, 1991","Canberra, Australian Capital Territory, Australia"
0,19582,Nick SKINNER,Nick Skinner,"Friday, 6th May, 1988","Wagga Wagga, New South Wales, Australia"
0,19639,Jarrad KENNEDY,Jarrad Kennedy,"Monday, 27th February, 1989","Moruya, New South Wales, Australia"
0,19687,Aidan SEZER,Aidan Sezer,"Monday, 24th June, 1991","Bankstown, New South Wales, Australia"
0,19418,Neccrom AREAIITI,Neccrom Areaiiti,"Friday, 12th January, 1990",
0,19688,Matt RYAN,Matt Ryan,"Monday, 13th June, 1988","Sydney, New South Wales, Australia"
0,19689,Matt ROBINSON,Matt Robinson,"Friday, 9th March, 1990","Wellington, Wellington, New Zealand"
0,19759,Josh STARLING,Josh Starling,"Friday, 18th May, 1990","Woonona, New South Wales, Australia"
0,19760,Matt McILWRICK,Matt McIlwrick,"Tuesday, 4th June, 1991","Christchurch, Canterbury, New Zealand"
0,16868,Josh MANSOUR,Josh Mansour,"Sunday, 17th June, 1990","Sydney, New South Wales, Australia"
0,19767,Tautau MOGA,Tautau Moga,"Monday, 6th December, 1993","Brisbane, Queensland, Australia"
