,player_id,player_name1,player_name2,birthday,birthplace
0,11995,Jack CUNEEN,Jack Cuneen,,
0,9272,Jackie JONES,Jackie Jones,,
0,9273,Ray ELLIOTT,Ray Elliott,"Friday, 1st January, 1897","Sydney, New South Wales, Australia"
0,11413,Leo ABBERTON,Leo Abberton,"Thursday, 20th August, 1903","Canowindra, New South Wales, Australia"
0,9263,Frederick HOCKEY,Frederick Hockey,"Tuesday, 12th February, 1907","Newtown, New South Wales, Australia"
0,9262,Reg MAKER,Reg Maker,,
0,9271,Keith ELLIS,Keith Ellis,"Tuesday, 6th June, 1905","Marrickville, New South Wales, Australia"
0,9318,Jimmy JOHNSON,Jimmy Johnson,"Thursday, 6th October, 1904","St Leonards, New South Wales, Australia"
0,9405,Charlie PENDERGAST,Charlie Pendergast,"Wednesday, 8th November, 1899","Sydney, New South Wales, Australia"
0,9274,Jim WARWICK,Jim Warwick,,
0,9264,Gordon DAISLEY,Gordon Daisley,"Sunday, 16th July, 1899","Ashfield, New South Wales, Australia"
0,9266,Horace GRANT,Horace Grant,"Thursday, 9th July, 1903","Canowindra, New South Wales, Australia"
0,9275,Norman QUINN,Norman Quinn,"Wednesday, 11th October, 1905","Parkes, New South Wales, Australia"
0,11902,Harry WALPOLE,Harry Walpole,"Wednesday, 1st February, 1905",
0,13136,Jack McMAHON,Jack McMahon,"Sunday, 17th September, 1899","Cootamundra, New South Wales, Australia"
0,5755,Nelson HARDY,Nelson 'Bill' Hardy,"Friday, 8th September, 1905","Kogarah, New South Wales, Australia"
0,13270,James PEOPLES,James Peoples,"Friday, 31st March, 1905",
0,5777,Harry FINCH,Harry Finch,"Tuesday, 16th April, 1907","Newtown, New South Wales, Australia"
0,9277,William MEADOWS,William Meadows,1903,"Redfern, New South Wales, Australia"
0,9292,Lachlan POWELL,Lachlan Powell,"Sunday, 11th February, 1900","Paddington, New South Wales, Australia"
0,12745,Tom SLATTERY,Tom Slattery,"Thursday, 12th May, 1898","Murwillumbah, New South Wales, Australia"
0,5765,Hugh BYRNE,Hugh Byrne,"Saturday, 28th May, 1904",
0,11777,Norm CHRISTIE,Norm Christie,"Friday, 13th January, 1899",
0,9289,Harry LATTA,Harry Latta,"Tuesday, 18th November, 1902","Balmain, New South Wales, Australia"
0,12283,Jim FITZGERALD,Jim Fitzgerald,,
0,12367,Cec GILBERT,Cec 'Blue' Gilbert,"Wednesday, 26th June, 1901","Parramatta, New South Wales, Australia"
0,14226,J LAWLER,J Lawler,,
0,9269,Walter SLOCKIE,Walter Slockie,,
0,13204,Mick O'BRIEN,Mick O'Brien,,
0,9299,Arthur BERECRY,Arthur Berecry,"Monday, 1st January, 1900","St Leonards, New South Wales, Australia"
0,11521,John BASSETTI,John Bassetti,"Friday, 9th October, 1903",
0,9284,Ernest OGG,Ernest Ogg,"Saturday, 30th December, 1905","Camperdown, New South Wales, Australia"
0,12114,Les DOLAN,Les Dolan,"Monday, 17th April, 1899","Redfern, New South Wales, Australia"
0,12548,Jack HICKEY,Jack Hickey,"Wednesday, 25th June, 1902","Glebe, New South Wales, Australia"
0,9283,Phil McSORLEY,Phil McSorley,,
0,9311,Wilfred HOLDER,Wilfred 'Tom' Holder,"Sunday, 7th June, 1903","Taree, New South Wales, Australia"
0,11468,Carl ARNEMAN,Carl Arneman,"Saturday, 24th August, 1907","North Sydney, New South Wales, Australia"
0,11762,Ern CHAMBERS,Ern Chambers,,
0,9282,Alan RIGHTON,Alan Righton,"Saturday, 18th February, 1905","Redfern, New South Wales, Australia"
0,9276,George SEWELL,George Sewell,"Friday, 25th December, 1903","Hurstville, New South Wales, Australia"
0,9322,Harry KAVANAGH,Harry Kavanagh,,
0,12632,Cecil JACQUES,Cecil Jacques,1904,"Sydney, New South Wales, Australia"
0,9278,Roy HENRY,Roy Henry,1906,"Brisbane, Queensland, Australia"
0,9392,Col McLACHLAN,Col McLachlan,,
0,22224,C BELL,C Bell,,
0,22225,Oscar CURTIS,Oscar Curtis,"Sunday, 21st October, 1906","Sydney, New South Wales, Australia"
0,9410,Keith SABINE,Keith Sabine,"Tuesday, 15th January, 1907","Grafton, New South Wales, Australia"
0,22227,J LAMBOURNE,J Lambourne,,
0,22228,Bill LARKIN,Bill Larkin,1903,"Leichhardt, New South Wales, Australia"
0,9304,Eric HOGAN,Eric Hogan,"Saturday, 7th June, 1902","Wickham, New South Wales, Australia"
0,13333,Jimmy RAMSAY,Jimmy Ramsay,,
0,12316,W FOSTER,W Foster,,
