,player_id,player_name1,player_name2,birthday,birthplace
0,20712,Corey THOMPSON,Corey Thompson,"Tuesday, 15th May, 1990","Brisbane, Queensland, Australia"
0,20713,Isaah YEO,Isaah Yeo,"Sunday, 6th November, 1994","Dubbo, New South Wales, Australia"
0,35408,Yee-Huang TONUMAIPE'A,Yee-Huang Tonumaipe'a,"Sunday, 6th September, 1992","Apia, Apia, Samoa"
0,20714,Matthew ALLWOOD,Matthew Allwood,"Monday, 16th November, 1992","Scone, New South Wales, Australia"
0,20281,Shannon BOYD,Shannon Boyd,"Wednesday, 9th September, 1992","Goulburn, New South Wales, Australia"
0,3754,Mike COOPER,Mike Cooper,"Thursday, 15th September, 1988","Warrington, Cheshire, England"
0,13564,Sam TOMKINS,Sam Tomkins,"Thursday, 23rd March, 1989","Milton Keynes, Buckinghamshire, England"
0,20716,Manu MA'U,Manu Ma'u,"Wednesday, 24th August, 1988","Auckland, Auckland, New Zealand"
0,20279,John PALAVI,John Palavi,"Friday, 31st July, 1992","Auckland, Auckland, New Zealand"
0,20717,Paul CARTER,Paul Carter,"Saturday, 23rd May, 1992","Penrith, New South Wales, Australia"
0,20719,David FUSITU'A,David Fusitu'a,"Sunday, 16th October, 1994","Auckland, Auckland, New Zealand"
0,20638,Kane EVANS,Kane Evans,"Thursday, 9th January, 1992","Camperdown, New South Wales, Australia"
0,20720,Matt MINTO,Matt Minto,"Tuesday, 18th December, 1990","Rockhampton, Queensland, Australia"
0,20250,Penani MANUMALEALII,Penani Manumalealii,"Sunday, 14th June, 1992","Apia, Apia, Samoa"
0,20721,Michael LICHAA,Michael Lichaa,"Sunday, 18th July, 1993","Wollongong, New South Wales, Australia"
0,20722,David FIFITA,David Fifita,"Wednesday, 28th June, 1989","Blacktown, New South Wales, Australia"
0,20151,Kyle TURNER,Kyle Turner,"Thursday, 20th February, 1992","Sydney, New South Wales, Australia"
0,20738,Nathaniel NEALE,Nathaniel Neale,"Friday, 16th September, 1988","Auckland, Auckland, New Zealand"
0,20739,Tony SATINI,Tony Satini,"Sunday, 29th August, 1993","Blacktown, New South Wales, Australia"
0,20790,Pauli PAULI,Pauli Pauli,"Thursday, 4th August, 1994","Bankstown, New South Wales, Australia"
0,20150,Apisai KOROISAU,Apisai Koroisau,"Saturday, 7th November, 1992","Sydney, New South Wales, Australia"
