,player_id,player_name1,player_name2,birthday,birthplace
0,12923,Don LOWTH,Don Lowth,"Tuesday, 20th October, 1931","Collinsville, Queensland, Australia"
0,12689,Sam SCHOFIELD,Sam Schofield,,
0,10661,Allan HILL,Allan Hill,,
0,10664,Kevin ALLEN,Kevin Allen,,
0,10662,Brian COX,Brian Cox,,
0,10650,Bill LOCKETT,Bill Lockett,,
0,10644,Keith GRIFFITHS,Keith Griffiths,,
0,10658,Alan SCOTT,Alan 'Sandshoes' Scott,"Wednesday, 5th July, 1939","Redfern, New South Wales, Australia"
0,10760,Merv CROSS,Merv Cross,"Thursday, 3rd July, 1941","Warialda, New South Wales, Australia"
0,11663,Ron BROWN,Ron Brown,"Wednesday, 9th March, 1938","Balmain, New South Wales, Australia"
0,12423,Billy GROVES,Billy Groves,"Tuesday, 1st November, 1938",
0,6009,Graham WILSON,Graham Wilson,"Saturday, 24th June, 1939","Grafton, New South Wales, Australia"
0,12219,Andy THOMSON,Andy Thomson,,
0,10736,Bob KEYES,Bob Keyes,"Sunday, 19th November, 1939",
0,5967,Ron BODEN,Ron Boden,"Friday, 16th October, 1936","Coonamble, New South Wales, Australia"
0,10645,Dave McLEOD,Dave McLeod,,
0,5972,Darrel CHAPMAN,Darrel Chapman,"Saturday, 11th September, 1937",
0,12384,Col GLOVER,Col Glover,,
0,13317,Col PRITCHARD,Col Pritchard,,
0,46464,Alan SMITH,Alan Smith,"Tuesday, 30th January, 1940",
0,10790,Greg HAY,Greg Hay,,
0,10755,Ron HANSEN,Ron Hansen,,
0,10653,John ANDREW,John Andrew,"Sunday, 20th March, 1938",
0,10652,Doug RICKETSON,Doug Ricketson,"Friday, 8th December, 1939",
0,11655,Dave BROWN,Dave Brown,"Saturday, 13th July, 1940","Newcastle, New South Wales, Australia"
0,10698,Barry WICKHAM,Barry Wickham,,
0,10713,Col BROWN,Col Brown,"Monday, 31st October, 1938","Belmore, New South Wales, Australia"
0,10656,Boyce BEETON,Boyce Beeton,"Thursday, 22nd June, 1939",
0,5990,Arthur SUMMONS,Arthur Summons,"Friday, 13th December, 1935","Paddington, New South Wales, Australia"
0,10678,Garry RUSSELL,Garry 'Lugs' Russell,"Tuesday, 7th April, 1936","Sydney, New South Wales, Australia"
0,10657,Fonda METASSA,Fonda 'The Golden Greek' Metassa,"Saturday, 19th March, 1938",
0,10672,Ron DICK,Ron Dick,,
0,10701,Laurie HAYNES,Laurie Haynes,"Saturday, 26th July, 1941",
0,14242,Fred STRUTT,Fred Strutt,"Thursday, 14th December, 1939",
0,10763,Dick WILSON,Dick Wilson,,
0,11466,Kevin ARMSTRONG,Kevin Armstrong,,
0,10705,Brian BRAILEY,Brian Brailey,,
0,10669,Gordon GOLDSMITH,Gordon Goldsmith,,
0,12169,John ELLIOTT,John Elliott,,
0,10659,Barry HALL,Barry Hall,,
0,12148,Mick DUNNING,Mick Dunning,,
0,16080,Peter GALLAGHER,Peter Gallagher,"Tuesday, 15th April, 1941","Taree, New South Wales, Australia"
0,11423,Russell ADDISON,Russell Addison,,
0,10667,John KENNY,John Kenny,,
0,10709,Bob HENSBY,Bob Hensby,"Monday, 4th December, 1939",
0,10668,Jack DANZEY JNR,Jack Danzey Jnr,"Sunday, 9th July, 1939",
0,13255,Bill PATTERSON,Bill Patterson,,
0,10676,Allan ELSWORTHY,Allan Elsworthy,,
0,10670,Mick MAHER,Mick Maher,,
0,10836,Peter DICKENSON,Peter Dickenson,"Monday, 2nd February, 1942",
0,11751,Max CARTER,Max Carter,1938,"Ryde, New South Wales, Australia"
0,34364,Pat WYLDE,Pat Wylde,,
0,10680,Gary DEAZEY,Gary Deazey,,
0,34365,Arthur MAY,Arthur May,,
0,6006,Kevin RYAN,Kevin 'Kandos' Ryan,"Sunday, 26th August, 1934","Ipswich, Queensland, Australia"
0,10767,George PIPER,George Piper,"Tuesday, 10th June, 1941","Sydney, New South Wales, Australia"
0,11723,George MULLINS,George Mullins,,
0,12498,Don HARDY,Don Hardy,"Sunday, 12th May, 1935",
0,6018,Nick YAKICH,Nick Yakich,"Thursday, 18th January, 1940","Innisfail, Queensland, Australia"
0,10677,Ted JOHNSON,Ted Johnson,,
0,6024,Johnny KING,Johnny King,"Thursday, 2nd July, 1942","Gilgandra, New South Wales, Australia"
0,10679,Kevin ROBERTS,Kevin 'Bilko' Roberts,"Thursday, 11th September, 1941",
0,10689,Norm ALLEN,Norm Allen,,
0,14236,Neil RYAN,Neil Ryan,"Saturday, 25th December, 1937",
0,10681,Jock DELANEY,Jock Delaney,,
0,10742,Roger LUDKIN,Roger Ludkin,,
