,player_id,player_name1,player_name2,birthday,birthplace
0,12289,Colin FITZPATRICK,Colin Fitzpatrick,"Wednesday, 19th May, 1915","Balmain, New South Wales, Australia"
0,9729,Tommy WILLS,Tommy Wills,,
0,9728,Mat RYAN,Mat Ryan,"Wednesday, 21st May, 1913","Albury, New South Wales, Australia"
0,12602,Eric HUGHES,Eric Hughes,"Monday, 20th January, 1913","Ipswich, Queensland, Australia"
0,9727,Maurice FITZGERALD,Maurice Fitzgerald,"Monday, 12th March, 1917","Glebe, New South Wales, Australia"
0,9761,Lance IRELAND,Lance Ireland,"Friday, 24th May, 1912",
0,9763,Dave MANNING,Dave Manning,"Thursday, 21st April, 1910","Temora, New South Wales, Australia"
0,9788,Hylton DAVIES,Hylton Davies,"Tuesday, 28th December, 1915","Sydney, New South Wales, Australia"
0,9806,Fred HOMER,Fred Homer,"Thursday, 31st May, 1917","Petersham, New South Wales, Australia"
0,9732,Jack CAPLICE,Jack Caplice,"Sunday, 8th December, 1912","Petersham, New South Wales, Australia"
0,9740,Ernest RITCHIE,Ernest Ritchie,"Sunday, 11th February, 1917","Waverley, New South Wales, Australia"
0,9738,Charlie BROWN,Charlie 'Tiddles' Brown,"Wednesday, 12th July, 1911","Berry, New South Wales, Australia"
0,9739,Jack KENYON,Jack Kenyon,,
0,13422,Jack RUBINSON,Jack Rubinson,"Wednesday, 24th January, 1917","Rozelle, New South Wales, Australia"
0,9730,Tom KIRK,Tom Kirk,"Friday, 15th October, 1915","Adelong, New South Wales, Australia"
0,9733,Aub MITCHELL,Aub Mitchell,"Monday, 9th August, 1915",
0,5821,Mick SHIELDS,Mick Shields,"Wednesday, 23rd October, 1912","Cowdenbeath, Fife, Scotland"
0,6660,Bob BANHAM,Bob 'Asher' Banham,"Sunday, 22nd September, 1912",
0,9731,Fred FELSCH,Fred Felsch,"Saturday, 11th December, 1915","Ulmarra, New South Wales, Australia"
0,9774,Sam GRIFFITHS,Sam Griffiths,"Sunday, 18th May, 1913","Mascot, New South Wales, Australia"
0,9789,Hugh CAMPBELL,Hugh Campbell,"Sunday, 17th December, 1911","Warwick, Queensland, Australia"
0,27589,Charlie SUTTON,Charlie Sutton,"Sunday, 23rd February, 1913","Sydney, New South Wales, Australia"
0,9741,Allan QUINLIVAN,Allan Quinlivan,"Friday, 22nd January, 1915","Taree, New South Wales, Australia"
0,9757,Harry GRIFFIN,Harry Griffin,"Sunday, 16th November, 1913","Annandale, New South Wales, Australia"
