,player_id,player_name1,player_name2,birthday,birthplace
0,4371,Brad WEBB,Brad Webb,"Saturday, 13th March, 1965",
0,60,Ian ROBERTS,Ian Roberts,"Saturday, 31st July, 1965","London, Greater London, England"
0,901,Gary BELCHER,Gary Belcher,"Monday, 28th May, 1962","Brisbane, Queensland, Australia"
0,918,Mal MENINGA,Mal Meninga,"Friday, 8th July, 1960","Bundaberg, Queensland, Australia"
0,906,Gary COYNE,Gary Coyne,"Saturday, 30th September, 1961","Ipswich, Queensland, Australia"
0,81,Steve WALTERS,Steve 'Boxhead' Walters,"Saturday, 28th August, 1965","Ipswich, Queensland, Australia"
0,867,Bruce McGUIRE,Bruce McGuire,"Wednesday, 31st January, 1962","Nowra, New South Wales, Australia"
0,980,David TREWHELLA,David Trewhella,"Saturday, 9th June, 1962","Maitland, New South Wales, Australia"
0,426,Trevor GILLMEISTER,Trevor 'The Axe' Gillmeister,"Friday, 13th March, 1964","Brisbane, Queensland, Australia"
0,1095,Les KISS,Les Kiss,"Wednesday, 9th December, 1964","Bundaberg, Queensland, Australia"
0,1090,Clayton FRIEND,Clayton Friend,"Thursday, 22nd March, 1962","Auckland, Auckland, New Zealand"
0,438,Gavin JONES,Gavin Jones,"Wednesday, 1st January, 1964","Brisbane, Queensland, Australia"
0,1131,Col BENTLEY,Col Bentley,"Wednesday, 2nd September, 1964",
0,4359,Paul SHEAHAN,Paul Sheahan,,
0,4358,Ian NADEN,Ian 'Nado' Naden,"Wednesday, 28th October, 1964",
0,950,Sandy CAMPBELL,Sandy Campbell,"Friday, 11th November, 1966",
0,4364,Brad PERRY,Brad Perry,"Friday, 8th May, 1964",
0,2562,Paul MARTIN,Paul Martin,"Wednesday, 14th June, 1967",
0,4,Martin BELLA,Martin 'Munster' Bella,"Thursday, 26th March, 1964","Sarina, Queensland, Australia"
0,4385,Brett DAVIS,Brett Davis,,
0,4376,Mark BEVAN,Mark Bevan,,
0,1163,Garry LONGHURST,Garry 'Longy' Longhurst,"Friday, 17th May, 1963","Belmore, New South Wales, Australia"
0,242,Greg FLORIMO,Greg Florimo,"Wednesday, 17th May, 1967","Sydney, New South Wales, Australia"
0,1108,Tony COSATTO,Tony Cosatto,"Thursday, 15th February, 1968",
0,30661,Glen GRAHAM,Glen Graham,,
0,4395,Santi MASA,Santi Masa,,
0,1014,Greg WHITBREAD,Greg Whitbread,,
0,4377,Steve PREST,Steve Prest,,
0,4347,Gregg LENNON,Gregg Lennon,"Tuesday, 10th June, 1958",
0,971,Trevor PATERSON,Trevor Paterson,"Wednesday, 13th March, 1963","Toowoomba, Queensland, Australia"
0,184,Craig SALVATORI,Craig 'Salvo' Salvatori,"Saturday, 22nd January, 1966","Sydney, New South Wales, Australia"
0,4348,Luke BEASLEY,Luke Beasley,"Friday, 20th August, 1965",
0,4389,Kevin DUCKETT,Kevin Duckett,"Friday, 15th January, 1965",
0,12042,Greg DAVIES,Greg Davies,,
0,4372,Glenn MILLER,Glenn Miller,"Monday, 10th February, 1964",
0,4349,Paul MATTERSON,Paul Matterson,"Thursday, 2nd July, 1964",
0,1088,Brett FRENCH,Brett 'Bert' French,"Tuesday, 27th March, 1962",
0,394,Mark SARGENT,Mark Sargent,"Tuesday, 18th August, 1964","Newcastle, New South Wales, Australia"
0,4363,Scott GUSTARD,Scott Gustard,,
0,4384,David ROWLES,David Rowles,"Wednesday, 20th March, 1968",
0,4391,Ken DALY,Ken Daly,,
0,4357,Malcolm KELLY,Malcolm Kelly,,
0,61,Ian RUSSELL,Ian Russell,"Tuesday, 10th August, 1965",
0,4390,Glenn STANTON,Glenn Stanton,,
0,948,Malcolm WHEELER,Malcolm Wheeler,"Thursday, 30th January, 1964","Dubbo, New South Wales, Australia"
0,4350,Ron GRIFFEN,Ron Griffen,,
0,4351,Dean BAILEY,Dean Bailey,,
0,4379,Noel MANCUSO,Noel Mancuso,,
0,1217,Doug RAWLINGS,Doug 'Kingsley' Rawlings,"Thursday, 12th March, 1964",
0,4356,Michael PERRY,Michael Perry,,
0,1166,Paul OSBORNE,Paul Osborne,"Friday, 30th September, 1966",
0,4355,Tony MYLER,Tony Myler,"Monday, 26th September, 1960",
0,1192,Paul ROBERTS,Paul 'Cuz' Roberts,"Saturday, 10th November, 1962",
0,2598,Peter SPRING,Peter 'Cockie' Spring,"Wednesday, 30th May, 1962",
0,4386,Keith COLE,Keith Cole,"Saturday, 23rd April, 1966",
0,4360,Deryck FOX,Deryck Fox,"Thursday, 17th September, 1964",
0,4354,Gary PROHM,Gary Prohm,"Wednesday, 3rd October, 1956",
0,1147,Colin VAN DER VOORT,Colin Van der Voort,"Tuesday, 13th July, 1965",
0,2540,Mick DELROY,Mick Delroy,"Wednesday, 3rd February, 1965",
0,4387,John HENDERSON,John Henderson,,
0,4373,Glen QUETCHER,Glen Quetcher,,
0,1057,Paul SHAW,Paul Shaw,"Monday, 4th October, 1965",
0,4394,Mark KO'CASS,Mark Ko'cass,,
0,12661,Stephen JONES,Stephen Jones,"Thursday, 26th October, 1961",
0,520,David BOYD,David Boyd,"Friday, 13th May, 1966",
0,4361,Des DRUMMOND,Des 'Black Flash' Drummond,"Tuesday, 17th June, 1958","Sauannah-La-Mar, Jamaica"
0,4362,Carlos PARRA,Carlos Parra,"Friday, 4th June, 1965",
0,1565,Terry BUTLER,Terry Butler,"Tuesday, 22nd April, 1958",
0,4374,Andrew MACK,Andrew Mack,,
0,2631,Craig WEEKS,Craig Weeks,,
0,12160,Peter EDWARDS,Peter Edwards,,
0,4365,John THOMAS,John Thomas,"Monday, 27th September, 1965",
0,4388,Steve GAFFNEY,Steve Gaffney,,
0,4366,Alfie WALKER,Alfie Walker,1966,
0,947,Sean WATSON,Sean Watson,"Sunday, 27th June, 1965",
0,4393,Paul YOUNG,Paul Young,,
0,1068,Glenn FRENDO,Glenn Frendo,"Monday, 24th August, 1964",
0,4380,Graham FOSTER,Graham Foster,,
0,4397,Jim ANTONAKOS,Jim Antonakos,,
0,1226,Darren CURRIE,Darren Currie,"Wednesday, 4th September, 1968",
0,4370,Chris MACKLIN-SHAW,Chris Macklin-Shaw,,
0,1141,Rod McNEILL,Rod McNeill,"Saturday, 23rd January, 1965",
0,517,Mark GEYER,Mark Geyer,"Thursday, 7th December, 1967","Granville, New South Wales, Australia"
0,940,Guy PICKEN,Guy 'Pick' Picken,"Saturday, 17th July, 1965",
0,702,Alan WILSON,Alan Wilson,"Monday, 25th September, 1967",
0,4367,Steve CORRADI,Steve Corradi,,
0,4368,Mark McDONNELL,Mark McDonnell,"Wednesday, 3rd May, 1967",
0,4369,Paul VINEBURG,Paul Vineburg,,
0,927,Glenn COLEMAN,Glenn Coleman,"Tuesday, 21st December, 1965","Bankstown, New South Wales, Australia"
0,881,Tony CURRIE,Tony Currie,"Tuesday, 25th December, 1962",
0,4382,Michael BODEN,Michael Boden,,
0,1244,Glen NISSEN,Glen Nissen,"Friday, 4th March, 1966",
0,2559,Paul BEATH,Paul Beath,"Wednesday, 17th January, 1968",
0,67,Bruce SINCLAIR,Bruce Sinclair,"Monday, 25th January, 1965",
0,2528,Greg GIBSON,Greg Gibson,,
0,4398,Brett LONGVILLE,Brett Longville,,
0,2638,Charlie HAGGETT,Charlie Haggett,"Thursday, 22nd February, 1962","Sydney, New South Wales, Australia"
