,player_id,player_name1,player_name2,birthday,birthplace
0,31625,Toluta'u KOULA,Toluta'u Koula,"Monday, 2nd September, 2002","Sydney, New South Wales, Australia"
0,31626,James SCHILLER,James Schiller,"Saturday, 14th July, 2001","Young, New South Wales, Australia"
0,31627,Leo THOMPSON,Leo Thompson,"Sunday, 28th May, 2000","Gisborne, Gisborne, New Zealand"
0,21511,Oliver GILDART,Oliver Gildart,"Tuesday, 6th August, 1996","Hindley, Greater Manchester, England"
0,31628,Tyran WISHART,Tyran Wishart,"Wednesday, 17th November, 1999","Illawarra, New South Wales, Australia"
0,31629,Alec MacDONALD,Alec MacDonald,"Saturday, 27th October, 2001","Auckland, Auckland, New Zealand"
0,31645,Adrian TREVILYAN,Adrian Trevilyan,"Saturday, 7th July, 2001","Townsville, Queensland, Australia"
0,32382,Isaiah TASS,Isaiah Tass,"Thursday, 19th August, 1999","Mackay, Queensland, Australia"
0,28663,Jacob KIRAZ,Jacob Kiraz,"Friday, 23rd November, 2001","Sydney, New South Wales, Australia"
0,22204,Billy TSIKRIKAS,Billy Tsikrikas,"Thursday, 11th May, 1995",
0,32692,Harry RUSHTON,Harry Rushton,"Monday, 13th November, 2000","Blackpool, Lancashire, England"
0,32691,Soni LUKE,Soni Luke,"Sunday, 25th February, 1996","Penrith, New South Wales, Australia"
0,32698,Shaq MITCHELL,Shaq Mitchell,"Tuesday, 19th March, 1996","Taree, New South Wales, Australia"
0,32728,Trent PEOPLES,Trent Peoples,"Monday, 22nd June, 1998","Campbelltown, New South Wales, Australia"
0,32835,Zac WOOLFORD,Zac Woolford,"Friday, 9th August, 1996","Canberra, Australian Capital Territory, Australia"
0,32836,Junior TUPOU,Junior Tupou,"Monday, 29th July, 2002",
0,33065,Ezra MAM,Ezra Mam,"Friday, 31st January, 2003","Sydney, New South Wales, Australia"
0,23717,Zach DOCKAR-CLAY,Zach Dockar-Clay,"Monday, 24th April, 1995","New Plymouth, Taranaki, New Zealand"
0,33066,Michael MOLO,Michael Molo,"Friday, 7th February, 1997","Brisbane, Queensland, Australia"
0,33067,Terrell MAY,Terrell May,"Thursday, 29th April, 1999","Blacktown, New South Wales, Australia"
0,33068,Lachlan MILLER,Lachlan Miller,"Sunday, 14th August, 1994","Coffs Harbour, New South Wales, Australia"
0,33219,Thomas HAZELTON,Thomas Hazelton,"Friday, 22nd January, 1999","Goulburn, New South Wales, Australia"
0,33402,Kurt FALLS,Kurt Falls,"Tuesday, 13th August, 1996","Penrith, New South Wales, Australia"
0,33403,Trey MOONEY,Trey Mooney,"Saturday, 4th May, 2002","Sydney, New South Wales, Australia"
0,33446,Jonathon REUBEN,Jonathon Reuben,"Wednesday, 10th March, 1993","Townsville, Queensland, Australia"
0,33447,Grant ANDERSON,Grant Anderson,"Saturday, 30th October, 1999","Fremantle, Western Australia, Australia"
