,player_id,player_name1,player_name2,birthday,birthplace
0,757,Wade McKINNON,Wade McKinnon,"Thursday, 12th February, 1981","Sydney, New South Wales, Australia"
0,3135,Ahmad BAJOURI,Ahmad Bajouri,"Tuesday, 4th May, 1982",
0,3136,Chris PATERSON,Chris Paterson,"Wednesday, 15th October, 1980","Mackay, Queensland, Australia"
0,1392,Anthony QUINN,Anthony Quinn,"Wednesday, 19th January, 1983","Sydney, New South Wales, Australia"
0,2321,Ian SIBBIT,Ian Sibbit,"Wednesday, 15th October, 1980","Wigan, Greater Manchester, England"
0,135,Mitchell SARGENT,Mitchell Sargent,"Monday, 2nd July, 1979","Canowindra, New South Wales, Australia"
0,1400,Matt PETERSEN,Matt Petersen,"Thursday, 27th March, 1980","Subiaco, Western Australia, Australia"
0,3139,Steve IRWIN,Steve Irwin,"Sunday, 19th June, 1983",
0,1575,Reece SIMMONDS,Reece Simmonds,"Monday, 7th January, 1980","Sydney, New South Wales, Australia"
0,3140,Gary McBRIDE,Gary McBride,"Saturday, 15th March, 1980",
0,825,Brent KITE,Brent Kite,"Saturday, 7th March, 1981","Queanbeyan, New South Wales, Australia"
0,3141,Michael RUSSO,Michael Russo,"Monday, 17th October, 1983","Auburn, New South Wales, Australia"
0,1403,Scott GEDDES,Scott Geddes,"Saturday, 18th October, 1980","Bowral, New South Wales, Australia"
0,2381,Mark LEAFA,Mark Leafa,"Thursday, 4th December, 1980",New Zealand
0,3142,Marty TURNER,Marty Turner,"Thursday, 7th May, 1981",
0,3144,Grant WOODEN,Grant Wooden,"Wednesday, 1st August, 1979",
0,3145,Dean BOSNICH,Dean Bosnich,"Saturday, 20th September, 1980",
0,754,Ben HARRIS,Ben Harris,"Saturday, 24th September, 1983","Taree, New South Wales, Australia"
0,1384,Brent WEBB,Brent Webb,"Saturday, 8th November, 1980","Cairns, Queensland, Australia"
0,1360,Matt UTAI,Matt Utai,"Monday, 25th May, 1981","Auckland, Auckland, New Zealand"
0,1913,Ashley ALBERTS,Ashley Alberts,"Saturday, 4th February, 1984","Mackay, Queensland, Australia"
0,124,Ty WILLIAMS,Ty Williams,"Thursday, 27th November, 1980","Innisfail, Queensland, Australia"
0,160,Lance HOHAIA,Lance Hohaia,"Friday, 1st April, 1983","Hamilton, Waikato, New Zealand"
0,1368,Luke MacDOUGALL,Luke MacDougall,"Friday, 5th February, 1982","Sydney, New South Wales, Australia"
0,2370,Luke DORN,Luke Dorn,"Friday, 2nd July, 1982","Maitland, New South Wales, Australia"
0,3146,George AZZI,George Azzi,"Wednesday, 5th May, 1982",
0,3147,Trent ESTATHEO,Trent Estatheo,"Sunday, 10th May, 1981","Maitland, New South Wales, Australia"
0,742,Cameron SMITH,Cameron Smith,"Saturday, 18th June, 1983","Brisbane, Queensland, Australia"
0,306,Jaiman LOWE,Jaiman Lowe,"Saturday, 22nd January, 1983","Toowoomba, Queensland, Australia"
0,787,Phil GRAHAM,Phil Graham,"Sunday, 21st June, 1981","Tamworth, New South Wales, Australia"
0,1453,Aaron GORRELL,Aaron Gorrell,"Tuesday, 31st March, 1981","Wollongong, New South Wales, Australia"
0,326,Paul FRANZE,Paul Franze,"Wednesday, 3rd March, 1982","Newcastle, New South Wales, Australia"
0,1590,Ryan McGOLDRICK,Ryan McGoldrick,"Monday, 12th January, 1981","Cairns, Queensland, Australia"
0,332,Ben ROSS,Ben Ross,"Friday, 23rd May, 1980","Chinchilla, Queensland, Australia"
0,3299,Mal KAUFUSI,Mal Kaufusi,"Thursday, 31st May, 1979",
0,1362,Chad RANDALL,Chad Randall,"Tuesday, 30th December, 1980","Manly, New South Wales, Australia"
0,279,Kirk REYNOLDSON,Kirk Reynoldson,"Sunday, 11th March, 1979","Brisbane, Queensland, Australia"
0,330,Joel CLINTON,Joel Clinton,"Tuesday, 8th December, 1981","Sydney, New South Wales, Australia"
0,3150,Gary WINTER,Gary Winter,"Thursday, 28th April, 1977",
0,3151,Pat GIBSON,Pat Gibson,"Friday, 19th June, 1981",
0,303,Greg BIRD,Greg Bird,"Friday, 10th February, 1984","Newcastle, New South Wales, Australia"
0,3152,Brett SHEEHAN,Brett Sheehan,"Sunday, 16th September, 1979","Geraldton, Western Australia, Australia"
0,3153,Wes MAAS,Wes Maas,"Tuesday, 12th February, 1980","Camden, New South Wales, Australia"
0,3154,Balin CUPPLES,Balin Cupples,"Tuesday, 21st July, 1981",
0,2754,Nathan MERRITT,Nathan Merritt,"Thursday, 26th May, 1983","Sydney, New South Wales, Australia"
0,3155,Shane LALOATA,Shane Laloata,"Thursday, 8th December, 1977",
0,783,Adam WOOLNOUGH,Adam Woolnough,"Monday, 24th May, 1982","Taree, New South Wales, Australia"
0,1398,Adam MOGG,Adam Mogg,"Sunday, 31st July, 1977","Toowoomba, Queensland, Australia"
0,3156,Ben LAITY,Ben Laity,"Monday, 28th November, 1983",
0,3157,Damien BOWER,Damien Bower,"Tuesday, 17th June, 1980",
0,2394,Keith MASON,Keith Mason,"Wednesday, 20th January, 1982","Dewsbury, West Yorkshire, England"
0,3158,Jared TAYLOR,Jared Taylor,"Thursday, 21st May, 1981",
0,1365,Mark BRYANT,Mark Bryant,"Friday, 10th April, 1981","Cootamundra, New South Wales, Australia"
0,3159,Elia TUQIRI,Elia Tuqiri,"Saturday, 6th March, 1982",
