,player_id,player_name1,player_name2,birthday,birthplace
0,10803,Doug WALKADEN,Doug Walkaden,,
0,6002,Les JOHNS,Les 'Golden Boy' Johns,"Wednesday, 22nd July, 1942","Newcastle, New South Wales, Australia"
0,7399,Alan SKENE,Alan Skene,"Sunday, 2nd October, 1932","Cape Town, Western Cape, South Africa"
0,10773,Dave PERRIN,Dave Perrin,,
0,12484,Neville HANNAH,Neville 'Neville' Hannah,"Friday, 2nd October, 1936","Cessnock, New South Wales, Australia"
0,10772,Heinz BLUME,Heinz Blume,,
0,6059,Bob McCARTHY,Bob McCarthy,"Saturday, 5th August, 1944","Surry Hills, New South Wales, Australia"
0,5989,Bill OWEN,Bill Owen,"Tuesday, 11th February, 1936",
0,6039,John SATTLER,John 'Satts' Sattler,"Sunday, 26th July, 1942","Cessnock, New South Wales, Australia"
0,10902,John HYNES,John Hynes,,
0,10787,Brian DUNLOP,Brian Dunlop,,
0,37261,B GLEESON,B Gleeson,,
0,5999,Graeme LANGLANDS,Graeme Langlands,"Tuesday, 2nd September, 1941","Wollongong, New South Wales, Australia"
0,6003,Dick THORNETT,Dick Thornett,"Monday, 23rd September, 1940","Sydney, New South Wales, Australia"
0,7398,Fred GRIFFITHS,Fred Griffiths,1935,"Rhodesia, South Africa"
0,6043,Ron SADDLER,Ron Saddler,"Saturday, 14th March, 1942","Lake Cargelligo, New South Wales, Australia"
0,10812,Bob HANNON,Bob Hannon,"Wednesday, 1st April, 1942",
0,10819,Ross WARNER,Ross Warner,"Wednesday, 10th November, 1943","Tamworth, New South Wales, Australia"
0,13480,Barry CONNORS,Barry Connors,,
0,10780,Ross EVERINGHAM,Ross Everingham,,
0,10797,Ray DAWSON,Ray Dawson,,
0,10855,Doug McMANUS,Doug McManus,,
0,10777,Cliff BOYD,Cliff Boyd,"Wednesday, 19th November, 1941",
0,11776,Greg CHRISTENSEN,Greg Christensen,,
0,12625,Fred JACKSON,Fred 'Facetreader' Jackson,"Thursday, 17th April, 1941",
0,11591,Peter BLOOMFIELD,Peter Bloomfield,,
0,13312,Athol PRESTON,Athol Preston,,
0,10778,Terry HAYES,Terry Hayes,,
0,6035,Kevin GOLDSPINK,Kevin Goldspink,"Sunday, 16th November, 1941","Tumbarumba, New South Wales, Australia"
0,10782,Ian BUGDEN,Ian Bugden,"Tuesday, 26th September, 1944",
0,6015,John MORGAN,John Morgan,"Wednesday, 19th March, 1941",
0,10856,Robin GOURLEY,Robin Gourley,"Tuesday, 19th November, 1935",
0,10786,Derek HALLAS,Derek Hallas,,
0,11805,John COLEMAN,John Coleman,,
0,17312,Gerry McGARRY,Gerry McGarry,,
0,10796,Terry MATTHEWS,Terry Matthews,"Sunday, 14th July, 1940",
0,10956,Don HOBSON,Don Hobson,"Saturday, 15th May, 1943",
0,10792,Arthur BRANIGHAN,Arthur Branighan,"Sunday, 28th February, 1943","Redfern, New South Wales, Australia"
0,10794,Pat DONOGHUE,Pat Donoghue,,
0,12487,Ken HANNON,Ken Hannon,,
0,10791,Terry JOHNSTON,Terry Johnston,,
0,13294,Rod PILON,Rod Pilon,,
0,10832,Rick BABER,Rick Baber,,
0,10793,Pat BYRNE,Pat Byrne,,
0,13127,Bob McLAUGHLIN,Bob McLaughlin,1941,"Concord, New South Wales, Australia"
0,13384,Barry ROBINSON,Barry Robinson,"Thursday, 29th May, 1941",
0,8601,Kevin SMITH,Kevin Smith,,
0,12037,Tom WILSON,Tom Wilson,,
0,10809,Reg HATTON,Reg Hatton,"Wednesday, 28th January, 1942",
0,11919,Warwick WALTERS,Warwick Walters,1936,
0,11047,Ken STONESTREET,Ken Stonestreet,"Thursday, 29th January, 1942","Sydney, New South Wales, Australia"
0,10799,Rob CAMERON,Rob Cameron,,
0,10948,Ron COWIE,Ron Cowie,,
0,10814,Alan ROSS,Alan Ross,"Wednesday, 19th December, 1945",
0,10816,Kevin ASHLEY,Kevin Ashley,"Sunday, 6th July, 1941",
0,10802,Garry LEO,Garry Leo,1945,
0,2518,Greg DAVIES,Greg Davies,"Saturday, 1st February, 1941",
0,28028,Max BURGMANN,Max Burgmann,,
0,10800,Robert McKENZIE,Robert McKenzie,,
0,10801,Bruce POLLARD,Bruce Pollard,"Tuesday, 9th January, 1945","Sydney, New South Wales, Australia"
0,13172,Ray NEWTOWN,Ray Newtown,"Friday, 2nd June, 1939",
0,13150,Ron McPHERSON,Ron McPherson,,
0,12015,John WILLMOTT,John Willmott,,
0,1138,Peter KELLY,Peter Kelly,"Sunday, 28th January, 1940",
0,13391,Kevin ROBINSON,Kevin Robinson,"Tuesday, 15th October, 1940",
0,14234,Mick OGG,Mick Ogg,,
0,12396,Rod GORMAN,Rod Gorman,"Sunday, 27th February, 1944",
0,37262,J ZARB,J Zarb,,
