,player_id,player_name1,player_name2,birthday,birthplace
0,3952,Russell FAIRFAX,Russell Fairfax,"Saturday, 29th March, 1952","Sydney, New South Wales, Australia"
0,8243,Bill ASHURST,Bill Ashurst,"Monday, 12th April, 1948","Ince-in-Makerfield, Greater Manchester, England"
0,11325,Glenn STOLZENHEIN,Glenn Stolzenhein,,
0,6097,David WAITE,David Waite,"Wednesday, 30th May, 1951",
0,12737,Dick SIMPSON,Dick Simpson,,
0,12089,John DELANEY,John Delaney,"Friday, 12th December, 1952",
0,11299,Steve MAGNUS,Steve Magnus,"Tuesday, 23rd November, 1954",
0,3795,Mark HUGHES,Mark 'Rowdy' Hughes,"Friday, 6th August, 1954","Worcester, West Midlands, England"
0,11252,Paul HOPE,Paul Hope,,
0,11304,Rodger LAVIS,Rodger Lavis,,
0,6348,Phil LOWE,Phil Lowe,"Thursday, 19th January, 1950","Kingston upon Hull, East Riding of Yorkshire, England"
0,11258,Barry HULBERT,Barry Hulbert,,
0,11320,Mal CHENEY,Mal Cheney,"Sunday, 26th February, 1950",
0,12777,Gary SOUTER,Gary Souter,,
0,3819,Mark LEVY,Mark 'Strauss' Levy,"Saturday, 19th March, 1955","Waverley, New South Wales, Australia"
0,11265,Merv MUGGLETON,Merv Muggleton,,
0,11262,John PURCELL,John Purcell,"Monday, 26th May, 1952",
0,11253,Steve RIGNEY,Steve Rigney,"Wednesday, 20th January, 1954","Sydney, New South Wales, Australia"
0,3957,Peter RYAN JNR,Peter Ryan Jnr,,
0,6376,Vince FARRAR,Vince Farrar,,
0,11270,Steve SMITH,Steve Smith,,
0,11358,Noel MAYBURY,Noel Maybury,,
0,11260,Kevin BRADSTOCK,Kevin Bradstock,,
0,3927,Bruce STARKEY,Bruce Starkey,"Wednesday, 18th November, 1953",
0,3794,Garry HUGHES,Garry 'Gaz' Hughes,"Wednesday, 29th October, 1952","Sydney, New South Wales, Australia"
0,12131,Dominic DRADY,Dominic Drady,,
0,3937,Merv HAYWARD,Merv Hayward,"Wednesday, 15th February, 1956",
0,11278,Mick LIUBINSKAS,Mick Liubinskas,"Sunday, 19th September, 1954","Perth, Western Australia, Australia"
0,3934,Daryl PIERCE,Daryl Pierce,,
0,11956,Terry WELSH,Terry Welsh,,
0,1085,John DORAHY,John 'Joe Cool' Dorahy,"Saturday, 28th August, 1954","Wollongong, New South Wales, Australia"
0,11266,Trevor FORWOOD,Trevor Forwood,,
0,12867,Brian LAWRENCE,Brian Lawrence,,
0,6347,Brian LOCKWOOD,Brian Lockwood,"Tuesday, 8th October, 1946",
0,11626,Wayne BRAIN,Wayne Brain,,
0,2831,Brian SMITH,Brian Smith,"Sunday, 14th March, 1954","Maclean, New South Wales, Australia"
0,11279,Steve LITTLE,Steve Little,"Tuesday, 6th January, 1953",
0,11268,Frank RAGEN,Frank Ragen,,
0,13072,Greg McCARTHY,Greg McCarthy,"Tuesday, 5th October, 1954","Brisbane, Queensland, Australia"
0,4006,Phil MANN,Phil 'Spider' Mann,"Friday, 16th October, 1953","Sydney, New South Wales, Australia"
0,1134,Geoff GERARD,Geoff Gerard,"Sunday, 10th July, 1955","Sydney, New South Wales, Australia"
0,18569,Peter SULLIVAN,Peter Sullivan,"Friday, 19th March, 1948","Newcastle, New South Wales, Australia"
0,12604,Pat HUNDY,Pat Hundy,"Monday, 20th April, 1953","Paddington, New South Wales, Australia"
0,11267,Barry STUMBLES,Barry Stumbles,"Saturday, 7th September, 1940","Canberra, Australian Capital Territory, Australia"
0,11263,Dave FRASER,Dave Fraser,,
0,7906,Mike STEPHENSON,Mike Stephenson,"Monday, 27th January, 1947","Dewsbury, West Yorkshire, England"
0,3801,Robert FINCH,Robert 'Sparrow' Finch,"Sunday, 8th July, 1956","Maitland, New South Wales, Australia"
0,11264,Wayne LEVY,Wayne Levy,,
0,3840,Graeme O'GRADY,Graeme O'Grady,"Friday, 14th August, 1953","New South Wales, Australia"
0,11313,Col BRAMLEY,Col Bramley,,
0,7750,Billy BENYON,Billy Benyon,"Wednesday, 7th March, 1945","St Helens, Merseyside, England"
0,12650,Brad JONES,Brad Jones,"Thursday, 26th November, 1953",
0,11273,Don MOSELEY,Don Moseley,"Sunday, 4th April, 1954","Yagoona, New South Wales, Australia"
0,11272,John KLEIN,John Klein,,
0,11310,David HODGE,David Hodge,,
0,12971,Chris MASON,Chris Mason,,
0,3781,Ron GITEAU,Ron Giteau,"Tuesday, 31st May, 1955",
0,6336,Doug LAUGHTON,Doug Laughton,"Saturday, 13th May, 1944","Widnes, Cheshire, England"
0,3890,Arthur MOUNTIER,Arthur Mountier,"Friday, 19th September, 1952",
0,13058,Paul MURPHY,Paul Murphy,,
0,11271,Jim FIDDLER,Jim Fiddler,,
0,12534,Phil HEGGEN,Phil Heggen,,
0,11269,Alan LENNON,Alan Lennon,,
0,13348,Peter REED,Peter Reed,"Sunday, 7th May, 1950",
0,11298,Tom GILLOGLY,Tom Gillogly,"Tuesday, 24th November, 1953","Wingham, New South Wales, Australia"
0,11489,Trevor BAILEY,Trevor Bailey,,
0,3862,Dave CHAMBERLIN,Dave Chamberlin,"Tuesday, 10th May, 1955",
0,4002,Ed SULKOWICZ,Ed Sulkowicz,"Sunday, 31st January, 1954",
