,player_id,player_name1,player_name2,birthday,birthplace
0,35485,Jacob GAGAI,Jacob Gagai,"Wednesday, 20th December, 1995",
0,28261,Morgan SMITHIES,Morgan Smithies,"Tuesday, 7th November, 2000","Halifax, West Yorkshire, England"
0,30246,Kai PEARCE-PAUL,Kai Pearce-Paul,"Monday, 19th February, 2001","Bromley, Kent, England"
0,35645,Viliami FIFITA,Viliami Fifita,"Tuesday, 9th January, 2001","Fairfield, New South Wales, Australia"
0,35322,Solomona FAATAAPE,Solomona Faataape,"Monday, 25th December, 2000",
0,47250,Lachlan GALVIN,Lachlan Galvin,"Thursday, 14th July, 2005",
0,35631,Jesse MARSCHKE,Jesse Marschke,"Thursday, 19th June, 1997",
0,47245,Blaize TALAGI,Blaize Talagi,"Wednesday, 16th March, 2005",
0,35568,Mavrik GEYER,Mavrik Geyer,"Friday, 5th January, 2001",
0,35426,Benjamin TE KURA,Benjamin Te Kura,"Saturday, 10th April, 2004","Penrith, New South Wales, Australia"
0,37907,Jacob LABAN,Jacob Laban,"Saturday, 17th April, 2004",
0,38051,Latu FAINU,Latu Fainu,"Saturday, 28th May, 2005",
0,37920,Josiah PAHULU,Josiah Pahulu,"Tuesday, 4th May, 2004",
0,34170,Bailey HAYWARD,Bailey Hayward,"Thursday, 5th April, 2001","Camperdown, New South Wales, Australia"
0,35288,Lachlan HUBNER,Lachlan Hubner,"Monday, 3rd January, 2000","Rockhampton, Queensland, Australia"
0,47247,Jye GRAY,Jye Gray,"Thursday, 4th March, 2004",
0,37919,Chevy STEWART,Chevy Stewart,"Tuesday, 5th July, 2005",
0,35476,Samuel STONESTREET,Samuel Stonestreet,"Monday, 8th July, 2002",
0,37277,Zyon MAIU'U,Zyon Maiu'u,"Sunday, 29th June, 2003",
0,47242,Ethan SANDERS,Ethan Sanders,"Friday, 30th January, 2004",
0,47350,Solomon ALAIMALO,Solomon Alaimalo,"Wednesday, 27th December, 1995",
0,35601,David ARMSTRONG,David Armstrong,"Monday, 9th April, 2001",
0,37997,Dion TEAUPA,Dion Teaupa,"Saturday, 9th March, 2002",
0,35525,Matt FRENCH,Matt French,"Tuesday, 16th November, 1999",
0,35492,Josiah KARAPANI,Josiah Karapani,"Saturday, 19th January, 2002",
0,35651,Sione FAINU,Sione Fainu,"Wednesday, 4th July, 2001","Westmead, New South Wales, Australia"
0,35580,Alexander LOBB,Alexander Lobb,"Wednesday, 2nd January, 2002",
0,47241,Lehi HOPOATE,Lehi Hopoate,"Wednesday, 26th January, 2005",
0,35164,Tony FRANCIS,Tony Francis,"Tuesday, 24th December, 2002",
0,35592,Lipoi HOPOI,Lipoi Hopoi,"Wednesday, 13th March, 2002",
0,35499,Trent TOELAU,Trent Toelau,"Friday, 12th November, 1999",
0,35546,Preston RIKI,Preston Riki,"Tuesday, 24th March, 1998",
0,47254,Jaxon PURDUE,Jaxon Purdue,"Tuesday, 26th July, 2005",
0,38577,Jamal SHIBASAKI,Jamal Shibasaki,"Tuesday, 7th June, 2005",
0,49113,Blake STEEP,Blake Steep,"Thursday, 28th April, 2005",
0,23505,Reuben PORTER,Reuben Porter,"Wednesday, 26th March, 1997","Wellington, Wellington, New Zealand"
0,47294,Fletcher SHARPE,Fletcher Sharpe,"Monday, 3rd May, 2004","Maitland, New South Wales, Australia"
0,47249,Heath MASON,Heath Mason,"Wednesday, 1st June, 2005","Bowral, New South Wales, Australia"
0,47752,Jordan MILLER,Jordan Miller,"Monday, 7th February, 2005","Liverpool, New South Wales, Australia"
0,45449,Caleb NAVALE,Caleb Navale,"Thursday, 8th May, 2003",
0,49036,Liam LE BLANC,Liam Le Blanc,"Monday, 13th September, 2004",
0,47955,Luke LAULILII,Luke Laulilii,"Tuesday, 13th June, 2006",
0,31350,Will PRYCE,Will Pryce,"Thursday, 5th December, 2002","Bradford, West Yorkshire, England"
0,44829,Matthew ARTHUR,Matthew Arthur,"Friday, 4th February, 2005",
0,35481,Jordan MARTIN,Jordan Martin,"Monday, 27th March, 2000","Casino, New South Wales, Australia"
0,48731,Casey McLEAN,Casey Mclean,"Monday, 24th April, 2006","Blacktown, New South Wales, Australia"
0,47437,Luron PATEA,Luron Patea,"Saturday, 27th November, 2004",
0,35490,Jake TAGO,Jake Tago,"Wednesday, 10th February, 1999",
0,44764,Charlie GUYMER,Charlie Guymer,"Monday, 22nd November, 2004",
0,37918,Selumiela HALASIMA,Selumiela 'Leka' Halasima,"Wednesday, 21st September, 2005","Tofoa, Tonga"
0,35538,Ethan KING,Ethan King,"Friday, 12th July, 2002","Sydney, New South Wales, Australia"
0,35632,Lorenzo MULITALO,Lorenzo Mulitalo,"Wednesday, 17th November, 1999","Auckland, Auckland, New Zealand"
0,35633,Jamie HUMPHREYS,Jamie Humphreys,"Thursday, 10th January, 2002","Sydney, New South Wales, Australia"
0,37233,Clayton FAULALO,Clayton Faulalo,,
0,35240,Lazarus VAALEPU,Lazarus Vaalepu,"Friday, 19th March, 1999","Penrith, New South Wales, Australia"
0,35606,Harry HAYES,Harry Hayes,"Friday, 3rd May, 2002",
0,35467,Dan KEIR,Dan Keir,"Thursday, 12th March, 1998","Canberra, Australian Capital Territory, Australia"
0,39740,Liam ISON,Liam Ison,"Tuesday, 21st December, 2004",
0,35472,Jayden BERRELL,Jayden Berrell,"Wednesday, 14th June, 1995","Ipswich, Queensland, Australia"
0,35602,Tim JOHANNSSEN,Tim Johannssen,"Monday, 21st January, 2002","Locarno, Ticino, Switzerland"
0,36841,Fletcher MYERS,Fletcher Myers,"Monday, 12th May, 2003","Newcastle, New South Wales, Australia"
0,35641,Isaiah IONGI,Isaiah Iongi,"Tuesday, 24th June, 2003","Brisbane, Queensland, Australia"
0,39835,Lyhkan KING-TOGIA,Lyhkan King-Togia,"Thursday, 12th May, 2005","Auckland, Auckland, New Zealand"
0,44117,Kyle McCARTHY,Kyle McCarthy,"Wednesday, 10th March, 2004",Hong Kong
0,37242,Sebastian SU'A,Sebastian Su'a,"Monday, 15th September, 2003","Auckland, Auckland, New Zealand"
0,44963,Keagan RUSSELL-SMITH,Keagan Russell-Smith,"Tuesday, 8th July, 2003",
0,35561,Ativalu LISATI,Ativalu Lisati,"Wednesday, 31st January, 2001",
