,player_id,player_name1,player_name2,birthday,birthplace
0,13113,Nicholas McGUINNESS,Nicholas McGuinness,"Friday, 12th April, 1895","Sydney, New South Wales, Australia"
0,11843,John COMERFORD,John Comerford,"Sunday, 17th February, 1895","Glebe, New South Wales, Australia"
0,9042,Bill LUCAS,Bill Lucas,"Monday, 23rd March, 1891","Granville, New South Wales, Australia"
0,9246,Charles STUART,Charles Stuart,"Sunday, 5th June, 1898","Annandale, New South Wales, Australia"
0,12709,Fred SEYMOUR,Fred Seymour,,
0,9053,Henry KEANE,Henry Keane,"Thursday, 15th July, 1897",
0,9043,Gordon BENNETT,Gordon Bennett,,
0,9057,George CLAMBACK,George 'Clammy' Clamback,"Saturday, 30th June, 1894","Newtown, New South Wales, Australia"
0,13022,F MORAN,F Moran,,
0,9035,Dave LINDSAY,Dave Lindsay,,
0,9036,Bob DENHAM,Bob Denham,"Monday, 30th April, 1894","Bellingen, New South Wales, Australia"
0,9074,Jack LAWRENCE,Jack Lawrence,"Sunday, 21st March, 1897","Sydney, New South Wales, Australia"
0,9072,William GOURLAY,William Gourlay,1895,
0,52379,Patrick DUNWORTH,Patrick Dunworth,"Monday, 5th March, 1894","Sydney, New South Wales, Australia"
0,12824,G KENSEY,G Kensey,,
0,9033,Billy RYAN,Billy Ryan,,
0,12008,Matthew CUSACK,Matthew Cusack,"Tuesday, 11th May, 1886","Maclean, New South Wales, Australia"
0,13004,Lorance MIRANDA,Lorance Miranda,"Friday, 24th August, 1894",
0,9037,Les ARTHUR,Les Arthur,"Thursday, 22nd November, 1894",
0,52183,Bert PIDCOCK,Bert Pidcock,"Wednesday, 27th August, 1890","Liverpool, New South Wales, Australia"
0,9059,Ernie USHER,Ernie Usher,"Saturday, 22nd March, 1890","Leichhardt, New South Wales, Australia"
0,13828,Herbert IRONSIDE,Herbert Ironside,"Sunday, 18th March, 1894","Balmain, New South Wales, Australia"
0,9039,H HALL,H Hall,,
0,47372,William BROOKES,William Brookes,"Monday, 30th May, 1892","Morpeth, New South Wales, Australia"
0,8934,J KING,J King,,
0,14229,W LYON,W Lyon,,
0,52373,Tom COYNE,Tom Coyne,1892,"Sydney, New South Wales, Australia"
0,9046,Vince SHEEHAN,Vince Sheehan,"Saturday, 5th December, 1896","Redfern, New South Wales, Australia"
0,9048,Tom GLAZEBROOK,Tom Glazebrook,"Monday, 16th April, 1888",
0,9051,Paul BOYS,Paul Boys,"Saturday, 11th August, 1900","Goulburn, New South Wales, Australia"
0,9054,Wal MURPHY,Wal Murphy,"Friday, 19th January, 1900","Wahroonga, New South Wales, Australia"
0,13446,Albert ARROWSMITH,Albert Arrowsmith,"Sunday, 9th October, 1887",
0,9077,Robert COCKBURN,Robert Cockburn,,
0,9148,Reg STAPLETON,Reg Stapleton,"Friday, 24th August, 1900","Newtown, New South Wales, Australia"
0,9078,Jimmy LOVE,Jimmy Love,"Sunday, 8th November, 1896","Balmain, New South Wales, Australia"
0,9052,Sidney HUGHES,Sidney Hughes,"Thursday, 7th November, 1895","Muswellbrook, New South Wales, Australia"
0,9066,Sid KAUFMANN,Sid Kaufmann,"Wednesday, 13th May, 1891",
0,12408,Joe GREADY,Joe Gready,1898,"Gunnedah, New South Wales, Australia"
0,9079,Robert BATCHELOR,Robert Batchelor,"Thursday, 28th May, 1891",
0,20884,Michael CALLANAN,Michael Callanan,1895,"Sydney, New South Wales, Australia"
