,player_id,player_name1,player_name2,birthday,birthplace
0,8953,James BAIN,James Bain,1889,"Sydney, New South Wales, Australia"
0,8946,George McGOWAN,George 'Butcher' McGowan,"Friday, 13th March, 1891",
0,8941,Jim DUFFY,Jim Duffy,"Friday, 30th November, 1883",
0,20361,Alexander McDOWELL,Alexander McDowell,,
0,12969,S MARTIN,S Martin,,
0,8942,Max DOERNER,Max Doerner,"Tuesday, 12th March, 1889","Sydney, New South Wales, Australia"
0,8952,John KERWICK,John Kerwick,"Saturday, 15th July, 1893","Waterloo, New South Wales, Australia"
0,5386,Claude O'DONNELL,Claude O'Donnell,"Saturday, 30th January, 1886","Paddington, New South Wales, Australia"
0,8960,Athol WHITE,Athol White,"Tuesday, 26th August, 1890","Penrith, New South Wales, Australia"
0,8957,Tom McCAULEY,Tom McCauley,"Tuesday, 13th February, 1894","Marrickville, New South Wales, Australia"
0,8943,Walter SIMPSON,Walter Simpson,"Sunday, 10th September, 1893","St Peters, New South Wales, Australia"
0,9081,Cecil STENNING,Cecil Stenning,"Saturday, 9th February, 1895","Neutral Bay, New South Wales, Australia"
0,8944,Archie PRENTICE,Archie Prentice,"Monday, 28th April, 1890","Homebush, New South Wales, Australia"
0,20818,Archie MITCHELL,Archie Mitchell,"Tuesday, 2nd July, 1889","Queanbeyan, New South Wales, Australia"
0,8950,Harold LEDDY,Harold Leddy,"Friday, 17th November, 1893","Woollahra, New South Wales, Australia"
0,8929,Reg FARNELL,Reg Farnell,"Thursday, 26th March, 1891","Randwick, New South Wales, Australia"
0,5387,Clarrie PRENTICE,Clarrie Prentice,"Wednesday, 1st July, 1891","Burwood, New South Wales, Australia"
0,8993,Bill CONNELLY,Bill Connelly,"Saturday, 23rd November, 1895",Australia
0,13381,A ROBINSON,A Robinson,,
0,11462,Charles ARCHER,Charles Archer,"Wednesday, 13th February, 1889","Maclean, New South Wales, Australia"
0,9047,Edward COYNE,Edward Coyne,"Friday, 28th March, 1890",
0,12515,George HARTMAN,George Hartman,,
0,12226,William TIJOU,William Tijou,"Tuesday, 9th September, 1890",
0,8951,Reginald McKELLAR,Reginald McKellar,"Wednesday, 23rd May, 1894",
0,8975,Alf BOSSI,Alf Bossi,1889,England
0,12264,Reg FERGUSON,Reg Ferguson,,
0,12823,James KENNY,James Kenny,"Thursday, 14th May, 1891","Adelong, New South Wales, Australia"
0,20819,Alex BARNETSON,Alex Barnetson,"Tuesday, 13th September, 1892",
0,8948,William MAY,William May,"Wednesday, 10th May, 1893","Sydney, New South Wales, Australia"
0,20820,Gordon HASTIE,Gordon Hastie,"Saturday, 1st December, 1888","Sydney, New South Wales, Australia"
0,11962,George WHALLY,George Whally,189411,"North Sydney, New South Wales, Australia"
0,12199,Joe TASKER,Joe Tasker,"Friday, 6th February, 1891",
0,8973,Alf FRASER,Alf Fraser,"Friday, 25th September, 1891","Townsville, Queensland, Australia"
0,20821,William VILES,William Viles,"Wednesday, 9th August, 1893","Cheltenham, Gloucestershire, England"
0,8947,John LARKIN,John Larkin,,
0,11523,Alick BATES,Alick Bates,"Saturday, 17th December, 1892","Leichhardt, New South Wales, Australia"
0,11565,Bryan BERECRY,Bryan Berecry,"Saturday, 20th February, 1892","Paddington, New South Wales, Australia"
0,12612,Charles HURLSTONE,Charles Hurlstone,"Thursday, 7th April, 1892","St Leonards, New South Wales, Australia"
0,13331,P RAE,P Rae,,
0,8974,Patrick COLL,Patrick 'Peter' Coll,"Wednesday, 13th March, 1889","Paddington, New South Wales, Australia"
0,9032,George EVES,George 'Sunshine' Eves,"Wednesday, 12th March, 1884",
0,11703,J BUTLER,J Butler,,
0,8954,Walter BUIST,Walter Buist,"Sunday, 26th January, 1890","Newtown, New South Wales, Australia"
0,8955,Henry PIDCOCK,Henry Pidcock,"Saturday, 22nd April, 1893",
0,9119,Tom McGUINNESS,Tom McGuinness,"Sunday, 24th December, 1893","Sydney, New South Wales, Australia"
0,12350,Edward GARRETT,Edward Garrett,"Friday, 3rd February, 1893","Glebe, New South Wales, Australia"
0,8989,Harold HANCOCK,Harold Hancock,1894,"Sydney, New South Wales, Australia"
0,8958,Frank HOWARD,Frank Howard,,
0,5383,Arthur OXFORD,Arthur Oxford,"Wednesday, 27th June, 1894","Sydney, New South Wales, Australia"
0,9034,George ROBINSON,George Robinson,"Wednesday, 29th August, 1894","Pyrmont, New South Wales, Australia"
0,8962,Edward BURNICLE,Edward Burnicle,1890,"Paddington, New South Wales, Australia"
0,8966,Charles BARKER,Charles Barker,"Saturday, 27th December, 1890",
0,20822,? THORNBY,? Thornby,,
0,12748,? SMALL,? Small,,
0,11529,Arthur BEARDMORE,Arthur Beardmore,"Thursday, 11th October, 1894","Leichhardt, New South Wales, Australia"
0,9063,Bill ROWLEY,Bill Rowley,"Wednesday, 17th July, 1889",
0,12210,Con TOOMEY,Con Toomey,"Monday, 29th July, 1895","Balmain, New South Wales, Australia"
0,12896,Bob LINKLATER,Bob Linklater,"Tuesday, 17th October, 1893",
0,5722,Jim CRAIG,Jim Craig,"Saturday, 29th June, 1895","Sydney, New South Wales, Australia"
0,20824,Arthur WOODWARD,Arthur Woodward,"Monday, 4th December, 1893","Parramatta, New South Wales, Australia"
0,8990,Abraham JONAS,Abraham 'Abe' Jonas,"Thursday, 18th September, 1890","Sydney, New South Wales, Australia"
0,20823,? PRINCE,? Prince,,
