,player_id,player_name1,player_name2,birthday,birthplace
0,35233,Will WARBRICK,Will Warbrick,"Wednesday, 3rd June, 1998","Kawerau, Bay of Plenty, New Zealand"
0,35258,Bronson GARLICK,Bronson Garlick,"Tuesday, 19th December, 1995","Sydney, New South Wales, Australia"
0,35607,Paul ALAMOTI,Paul Alamoti,"Thursday, 22nd January, 2004","Sydney, New South Wales, Australia"
0,33450,Jayden TANNER,Jayden Tanner,"Tuesday, 25th July, 2000","Sydney, New South Wales, Australia"
0,35595,Jacob PRESTON,Jacob Preston,"Thursday, 11th October, 2001","Wahroonga, New South Wales, Australia"
0,33761,Ata MARIOTA,Ata Mariota,"Friday, 28th December, 2001","Apia, Apia, Samoa"
0,34197,Isaiya KATOA,Isaiya Katoa,"Wednesday, 18th February, 2004","Wellington, Wellington, New Zealand"
0,36819,Kurt DONOGHOE,Kurt Donoghoe,"Friday, 30th November, 2001","Newcastle, New South Wales, Australia"
0,35142,Alofiana KHAN-PEREIRA,Alofiana Khan-Pereira,"Thursday, 1st November, 2001","Lismore, New South Wales, Australia"
0,35717,Mason TEAGUE,Mason Teague,"Sunday, 13th July, 2003","Sydney, New South Wales, Australia"
0,35670,Brandon TUMETH,Brandon Tumeth,"Sunday, 20th April, 2003","Sydney, New South Wales, Australia"
0,35668,Toby COUCHMAN,Toby Couchman,"Tuesday, 16th September, 2003","Wollongong, New South Wales, Australia"
0,35688,Ryan RIVETT,Ryan Rivett,"Thursday, 2nd May, 2002","Gosford, New South Wales, Australia"
0,35529,Dylan LUCAS,Dylan Lucas,"Sunday, 9th July, 2000","Bega, New South Wales, Australia"
0,37241,Thomas CANT,Thomas Cant,"Thursday, 13th June, 2002","Maitland, New South Wales, Australia"
0,35412,Jonah PEZET,Jonah Pezet,"Friday, 17th January, 2003","Gosford, New South Wales, Australia"
0,35137,Iszac FA'ASUAMALEAUI,Iszac Fa'asuamaleaui,"Saturday, 1st December, 2001","Brisbane, Queensland, Australia"
0,35163,Taine TUAUPIKI,Taine Tuaupiki,"Tuesday, 31st August, 1999","Manly, New South Wales, Australia"
0,35465,Brendan HANDS,Brendan Hands,"Friday, 12th February, 1999","Castlereagh, New South Wales, Australia"
0,35638,Ben LOVETT,Ben Lovett,"Friday, 7th December, 2001","Parkes, New South Wales, Australia"
0,37436,Jack BOSTOCK,Jack Bostock,"Thursday, 28th August, 2003","Figtree, New South Wales, Australia"
0,35296,Riley PRICE,Riley Price,"Thursday, 7th June, 2001","Hurstville, New South Wales, Australia"
0,35637,Samuel HUGHES,Samuel Hughes,"Wednesday, 31st January, 2001","Cronulla, New South Wales, Australia"
0,20562,Kruise LEEMING,Kruise Leeming,"Thursday, 7th September, 1995","Lobamba, Swaziland"
0,37248,Jahream BULA,Jahream Bula,"Wednesday, 30th January, 2002","Auckland, Auckland, New Zealand"
0,37234,Samuela FAINU,Samuela Fainu,"Monday, 12th January, 2004","Guildford, New South Wales, Australia"
0,37238,Demitric VAIMAUGA,Demitric Vaimauga,"Monday, 15th March, 2004","Auckland, Auckland, New Zealand"
0,37232,Karl OLOAPU,Karl Oloapu,"Tuesday, 18th January, 2005","Wellington, Wellington, New Zealand"
0,35402,Valynce TE WHARE,Valynce Te Whare,"Friday, 15th September, 2000","Hamilton, Waikato, New Zealand"
0,35431,Kulikefu FINEFEUIAKI,Kulikefu Finefeuiaki,"Sunday, 21st December, 2003","Auckland, Auckland, New Zealand"
0,37321,Keano KINI,Keano Kini,"Wednesday, 14th April, 2004","Auckland, Auckland, New Zealand"
0,35337,Blake WILSON,Blake Wilson,"Saturday, 19th August, 2000","Sunshine Coast, Queensland, Australia"
0,35410,Zac LAYBUTT,Zac Laybutt,"Wednesday, 16th January, 2002","Bundaberg, Queensland, Australia"
0,33578,Robert DERBY,Robert Derby,"Thursday, 7th March, 2002","Port Moresby, Central, Papua New Guinea"
0,34199,Luca MORETTI,Luca Moretti,"Wednesday, 19th April, 2000","Sydney, New South Wales, Australia"
0,33570,Tallis DUNCAN,Tallis Duncan,"Thursday, 18th April, 2002",
0,35310,Max PLATH,Max Plath,"Wednesday, 3rd October, 2001","Brisbane, Queensland, Australia"
0,35539,Sandon SMITH,Sandon Smith,"Friday, 6th December, 2002",
0,34166,Khaled RAJAB,Khaled Rajab,"Tuesday, 26th February, 2002","Bankstown, New South Wales, Australia"
0,37236,Ali LEIATAUA,Ali Leiataua,"Thursday, 9th January, 2003","Auckland, Auckland, New Zealand"
0,39348,Tallyn DA SILVA,Tallyn Da Silva,"Wednesday, 20th April, 2005",
0,35301,Brayden McGRADY,Brayden McGrady,"Friday, 13th December, 1996","Goondiwindi, Queensland, Australia"
0,35162,Harrison GRAHAM,Harrison Graham,"Tuesday, 11th September, 2001","Lismore, New South Wales, Australia"
0,39203,Tyrone MUNRO,Tyrone Munro,"Sunday, 26th December, 2004",
0,34315,Siua WONG,Siua Wong,"Friday, 4th April, 2003","Middlemore, Auckland, New Zealand"
0,35512,Aitasi JAMES,Aitasi James,"Friday, 17th November, 2000",
0,29422,Daniel RUSSELL,Daniel Russell,"Tuesday, 5th December, 1995","Longreach, Queensland, Australia"
0,35266,Ethan QUAI-WARD,Ethan Quai-Ward,"Wednesday, 18th August, 1999","Wagga Wagga, New South Wales, Australia"
0,35666,Jeral SKELTON,Jeral Skelton,"Thursday, 8th April, 1999","Redcliffe, Queensland, Australia"
0,33581,Jacob ALICK,Jacob Alick,"Wednesday, 3rd November, 1999","Brisbane, Queensland, Australia"
0,35520,Dean MATTERSON,Dean Matterson,"Thursday, 20th November, 1997","Greenacre, New South Wales, Australia"
0,35462,Connor MUHLEISEN,Connor Muhleisen,"Monday, 19th February, 2001",
0,37742,Arthur MILLER-STEPHEN,Arthur Miller-Stephen,"Saturday, 10th May, 2003","Mackay, Queensland, Australia"
0,37441,Ryan COUCHMAN,Ryan Couchman,"Tuesday, 16th September, 2003","Wollongong, New South Wales, Australia"
0,35654,Luke SOMMERTON,Luke Sommerton,"Tuesday, 22nd February, 2000",
0,37998,Ethan STRANGE,Ethan Strange,"Monday, 16th August, 2004","Sydney, New South Wales, Australia"
0,35658,Triston REILLY,Triston Reilly,"Thursday, 14th January, 1999","Kempsey, New South Wales, Australia"
0,35222,Trai FULLER,Trai Fuller,"Tuesday, 8th April, 1997","Monto, Queensland, Australia"
0,35425,Thomas WEAVER,Thomas Weaver,"Thursday, 20th February, 2003","Tugun, Queensland, Australia"
0,37230,Jesse McLEAN,Jesse McLean,"Monday, 17th January, 2005","Blacktown, New South Wales, Australia"
0,35429,Sione FINAU,Sione Finau,"Friday, 29th March, 2002",
0,37246,Gordon CHAN KUM TONG,Gordon Chan Kum Tong,"Thursday, 3rd January, 2002","Bankstown, New South Wales, Australia"
0,35147,Josh ROGERS,Josh Rogers,"Tuesday, 11th June, 1996","Perth, Western Australia, Australia"
0,35232,Jack HOWARTH,Jack Howarth,"Tuesday, 22nd October, 2002","Mackay, Queensland, Australia"
0,35406,Blake MOZER,Blake Mozer,"Sunday, 2nd May, 2004","Brisbane, Queensland, Australia"
0,35390,Sualauvi FA'ALOGO,Sualauvi Fa'alogo,"Wednesday, 19th March, 2003","Apia, Apia, Samoa"
0,30885,Joe CHAN,Joe Chan,"Sunday, 10th March, 2002","Sydney, New South Wales, Australia"
0,44133,Josh FELEDY,Josh Feledy,"Tuesday, 7th September, 2004","Sydney, New South Wales, Australia"
0,44785,Kit LAULILII,Kit Laulilii,"Friday, 25th February, 2005","Liverpool, New South Wales, Australia"
0,36135,Kalani GOING,Kalani Going,"Tuesday, 14th January, 1997","Whangarei, Northland, New Zealand"
0,36596,Paul ROACHE,Paul Roache,"Tuesday, 29th December, 1998","Apia, Apia, Samoa"
0,36840,Riley JONES,Riley Jones,"Friday, 11th January, 2002","Gosford, New South Wales, Australia"
0,35545,Hohepa PURU,Hohepa Puru,"Tuesday, 2nd July, 2002","Blacktown, New South Wales, Australia"
