,player_id,player_name1,player_name2,birthday,birthplace
0,5816,Laurie WARD,Laurie Ward,"Monday, 27th March, 1911","Goulburn, New South Wales, Australia"
0,9615,John LANE,John Lane,"Friday, 1st September, 1911",
0,9612,Lex SMALL,Lex Small,"Sunday, 4th August, 1907","Murrumburrah, New South Wales, Australia"
0,9605,Jack CRAIGIE,Jack Craigie,"Monday, 14th April, 1913",
0,9607,D SIMPSON,D Simpson,,
0,12245,Les TRUSLER,Les Trusler,"Friday, 15th September, 1905","Casino, New South Wales, Australia"
0,27875,Bill WILLIAMS,Bill Williams,"Sunday, 9th May, 1909","Balmain, New South Wales, Australia"
0,9698,Les HESSION,Les Hession,"Friday, 29th January, 1909","Milton, New South Wales, Australia"
0,9617,Clarrie TUPPER,Clarrie Tupper,"Thursday, 5th March, 1908","Coonamble, New South Wales, Australia"
0,9628,Harry PORTER,Harry 'Tarzan' Porter,"Sunday, 3rd July, 1910","Dungog, New South Wales, Australia"
0,9609,Alf BIRTLES,Alf Birtles,"Wednesday, 23rd April, 1913","Neutral Bay, New South Wales, Australia"
0,5758,Arthur EDWARDS,Arthur 'Fatty' Edwards,"Thursday, 19th December, 1901",
0,9619,Jim RUTHERFORD,Jim Rutherford,"Tuesday, 7th January, 1908","Woodburn, New South Wales, Australia"
0,9601,George WILLIAMS,George Williams,"Tuesday, 31st January, 1905","West Wyalong, New South Wales, Australia"
0,12933,Bert LYONS,Bert Lyons,"Wednesday, 1st January, 1908","Sydney, New South Wales, Australia"
0,9603,Rod O'LOAN,Rod O'Loan,"Friday, 26th March, 1915","Katoomba, New South Wales, Australia"
0,12722,Bob SHEPHERD,Bob 'Snowy' Shepherd,"Thursday, 24th February, 1910","Newtown, New South Wales, Australia"
0,5805,Vic HEY,Vic 'The Human Bullet' Hey,"Monday, 18th November, 1912","Liverpool, New South Wales, Australia"
0,5815,Ross McKINNON,Ross McKinnon,"Sunday, 12th April, 1914","Oberon, New South Wales, Australia"
0,9627,Jim GREGAN,Jim Gregan,"Saturday, 3rd June, 1911","Maclean, New South Wales, Australia"
0,9606,Chris SCHIEMER,Chris Schiemer,"Tuesday, 2nd July, 1907","Coolah, New South Wales, Australia"
0,9611,Wally HAMILL,Wally Hamill,"Sunday, 11th February, 1906","Sydney, New South Wales, Australia"
0,5827,Fred NOLAN,Fred Nolan,"Friday, 5th December, 1913","Sydney, New South Wales, Australia"
0,9608,Stan TANCRED,Stan Tancred,"Saturday, 4th May, 1912","Balmain, New South Wales, Australia"
0,9613,F PARKER,F Parker,,
0,12994,Les MIDSON,Les Midson,"Wednesday, 9th May, 1906","Ryde, New South Wales, Australia"
0,9666,Jack McCONNELL,Jack McConnell,"Sunday, 27th March, 1910","Redfern, New South Wales, Australia"
0,12916,Frank LOUGHREY,Frank Loughrey,"Wednesday, 17th February, 1909","Parramatta, New South Wales, Australia"
0,9610,Jack SPILLANE,Jack Spillane,"Monday, 5th October, 1908","Petersham, New South Wales, Australia"
0,12907,Jack LONARD,Jack Lonard,"Sunday, 29th August, 1909","Lakemba, New South Wales, Australia"
0,12528,Leslie HAYNES,Leslie Haynes,"Sunday, 4th May, 1913","Marrickville, New South Wales, Australia"
0,9643,Bill KILLIBY,Bill 'Wombo' Killiby,"Monday, 16th January, 1911","Balmain, New South Wales, Australia"
0,5819,Sid GOODWIN,Sid Goodwin,"Wednesday, 11th November, 1914","Balmain, New South Wales, Australia"
0,9634,Len RUE,Len Rue,"Monday, 11th April, 1910","Cobar, New South Wales, Australia"
0,9631,Bill BALLARD,Bill Ballard,"Monday, 18th March, 1907","Marrickville, New South Wales, Australia"
0,9652,Eric BENNETT,Eric Bennett,"Sunday, 9th July, 1911","Parramatta, New South Wales, Australia"
0,9635,Cec BENNETT,Cec 'Polly' Bennett,"Tuesday, 5th May, 1908","Blayney, New South Wales, Australia"
0,9624,Tom DOWLING,Tom Dowling,"Thursday, 17th February, 1910",
0,12097,Jim VENEY,Jim Veney,"Thursday, 4th June, 1908","Petersham, New South Wales, Australia"
0,9668,Fred ROBINSON,Fred Robinson,"Wednesday, 4th October, 1911",
0,11883,George COURT,George Court,"Monday, 21st March, 1910",
0,9618,Max HOLLINGSWORTH,Max Hollingsworth,"Wednesday, 22nd October, 1913","Yass, New South Wales, Australia"
0,51770,Eddie MARTIN,Eddie Martin,"Thursday, 18th January, 1912","Glebe, New South Wales, Australia"
0,12470,Bob HALLOWAY,Bob Halloway,"Friday, 18th September, 1914",
0,9654,Frank McGUREN,Frank McGuren,"Friday, 15th October, 1909","Grafton, New South Wales, Australia"
0,9648,Harry ALLWORK,Harry Allwork,"Thursday, 22nd April, 1909","Eastbourne, East Sussex, England"
0,9671,John COYNE SR,John 'Jack' Coyne Sr,"Thursday, 24th January, 1907","Wickham, New South Wales, Australia"
0,9725,Bill McLEOD,Bill McLeod,"Saturday, 15th July, 1911",
0,9705,Sid ELLIOTT,Sid 'Slicker' Elliott,"Wednesday, 17th February, 1915","Petersham, New South Wales, Australia"
0,9799,Bill HOWES,Bill Howes,"Monday, 16th January, 1911",
0,9638,Eddie WOOD,Eddie Wood,"Monday, 3rd July, 1911",
0,8788,Bob STUART,Bob Stuart,,
0,13932,Frank YOUNG,Frank Young,,
0,12927,Harry LUNDY,Harry Lundy,"Thursday, 29th February, 1912","Waverley, New South Wales, Australia"
0,9483,Jack LYNCH,Jack Lynch,"Monday, 15th December, 1913","Annandale, New South Wales, Australia"
0,9641,Tom HAYWARD,Tom Hayward,"Monday, 14th July, 1913","Tweed Heads, New South Wales, Australia"
0,12021,Richard DALY,Richard Daly,"Friday, 20th May, 1910","Waterloo, New South Wales, Australia"
0,9644,Len KELLY,Len Kelly,"Tuesday, 17th June, 1913","Manildra, New South Wales, Australia"
0,9630,Archie SPROUSTER,Archie Sprouster,"Monday, 28th February, 1910","Chatswood, New South Wales, Australia"
0,9674,Alan BLAKE,Alan Blake,"Thursday, 16th February, 1911","Ashfield, New South Wales, Australia"
0,12628,Joe JACOBS,Joe Jacobs,"Tuesday, 25th April, 1911","Sydney, New South Wales, Australia"
