,player_id,player_name1,player_name2,birthday,birthplace
0,16572,Jack REED,Jack Reed,"Friday, 15th July, 1988","Airedale, North Yorkshire, England"
0,16573,Dane GAGAI,Dane Gagai,"Thursday, 3rd January, 1991","Mackay, Queensland, Australia"
0,16578,Glen FISIIAHI,Glen Fisiiahi,"Sunday, 2nd December, 1990","Auckland, Auckland, New Zealand"
0,16579,Ryan MORGAN,Ryan Morgan,"Friday, 4th May, 1990","Sydney, New South Wales, Australia"
0,16580,Mitchell ALLGOOD,Mitchell Allgood,"Thursday, 27th April, 1989","Sydney, New South Wales, Australia"
0,16581,Mitch REIN,Mitch Rein,"Thursday, 26th April, 1990","Wollongong, New South Wales, Australia"
0,16582,Daly CHERRY-EVANS,Daly Cherry-Evans,"Monday, 20th February, 1989","Redcliffe, Queensland, Australia"
0,16583,Sam WILLIAMS,Sam Williams,"Monday, 18th March, 1991","Cooma, New South Wales, Australia"
0,16584,Beau HENRY,Beau Henry,"Wednesday, 17th January, 1990","Wollongong, New South Wales, Australia"
0,16587,Sam KASIANO,Sam Kasiano,"Friday, 21st September, 1990","Auckland, Auckland, New Zealand"
0,16588,Aaron WOODS,Aaron Woods,"Wednesday, 13th March, 1991","Leichhardt, New South Wales, Australia"
0,16589,Sarafu FATIAKI,Sarafu Fatiaki,"Thursday, 26th July, 1990","Suva, Central Division, Fiji"
0,16592,Tariq SIMS,Tariq Sims,"Friday, 9th February, 1990","Gerringong, New South Wales, Australia"
0,16594,Tim LAFAI,Tim Lafai,"Monday, 27th May, 1991","Savai'i, Samoa"
0,16596,Tim ROBINSON,Tim Robinson,"Thursday, 10th March, 1988","Baulkham Hills, New South Wales, Australia"
0,16595,Daniel HARRISON,Daniel Harrison,"Friday, 15th April, 1988","Gosford, New South Wales, Australia"
0,16600,Billy ROGERS,Billy Rogers,"Wednesday, 29th March, 1989",
0,16662,James SEGEYARO,James 'Chicko' Segeyaro,"Sunday, 11th November, 1990","Goroka, Eastern Highlands, Papua New Guinea"
0,16886,Kane MORGAN,Kane Morgan,"Monday, 15th January, 1990","Newcastle, New South Wales, Australia"
0,16887,Nathan PEATS,Nathan Peats,"Friday, 5th October, 1990","Sydney, New South Wales, Australia"
0,16885,Nafe SELUINI,Nafe Seluini,"Thursday, 21st June, 1990","Auckland, Auckland, New Zealand"
0,16888,Elijah TAYLOR,Elijah Taylor,"Tuesday, 27th February, 1990","Hawera, Taranaki, New Zealand"
0,16929,Jacob MILLER,Jacob Miller,"Saturday, 22nd August, 1992","Sydney, New South Wales, Australia"
0,16759,Tinirau ARONA,Tinirau Arona,"Monday, 8th May, 1989","Dunedin, Otago, New Zealand"
0,16979,Jacob LOKO,Jacob Loko,"Wednesday, 12th August, 1992","Westmead, New South Wales, Australia"
0,17060,Tyrone ROBERTS,Tyrone Roberts,"Saturday, 1st June, 1991","Grafton, New South Wales, Australia"
0,17061,James ROBERTS,James Roberts,"Wednesday, 3rd March, 1993","Kempsey, New South Wales, Australia"
0,17071,Lama TASI,Lama Tasi,"Thursday, 3rd May, 1990","Auckland, Auckland, New Zealand"
0,17147,Jack BOSDEN,Jack Bosden,"Tuesday, 17th January, 1989","Sydney, New South Wales, Australia"
0,17154,Nathan MASSEY,Nathan Massey,"Sunday, 7th April, 1991","Lidcombe, New South Wales, Australia"
0,18328,Dane CHISHOLM,Dane Chisholm,"Wednesday, 4th July, 1990","Manly, New South Wales, Australia"
0,17155,Josh PAPALII,Josh Papalii,"Wednesday, 13th May, 1992","Auckland, Auckland, New Zealand"
0,17165,Marvin FILIPO,Marvin Filipo,"Friday, 20th March, 1987","Auckland, Auckland, New Zealand"
0,17167,Steve NAUGHTON,Steve Naughton,"Monday, 30th January, 1989",
0,17166,Stewart MILLS,Stewart Mills,"Wednesday, 11th December, 1991","Sutherland, New South Wales, Australia"
0,17168,Josh REYNOLDS,Josh 'Grub' Reynolds,"Thursday, 13th April, 1989","Sydney, New South Wales, Australia"
0,17192,Peter MATA'UTIA,Peter Mata'utia,"Friday, 2nd November, 1990","Bankstown, New South Wales, Australia"
0,17195,Kurt BAPTISTE,Kurt Baptiste,"Friday, 15th March, 1991","Brisbane, Queensland, Australia"
0,17196,Matt SRAMA,Matt Srama,"Saturday, 12th January, 1991","Brisbane, Queensland, Australia"
0,17197,Matt GROAT,Matt Groat,"Wednesday, 4th March, 1992","Sydney, New South Wales, Australia"
0,17198,Deon APPS,Deon Apps,"Monday, 12th October, 1987","Bega, New South Wales, Australia"
0,17199,Chad TOWNSEND,Chad Townsend,"Thursday, 10th January, 1991","Caringbah, New South Wales, Australia"
0,17200,Rhys PRITCHARD,Rhys Pritchard,"Sunday, 2nd August, 1987",
0,17202,Shaun JOHNSON,Shaun Johnson,"Sunday, 9th September, 1990","Auckland, Auckland, New Zealand"
0,17201,Boyd CORDNER,Boyd Cordner,"Tuesday, 9th June, 1992","Taree, New South Wales, Australia"
0,17203,Tim SIMONA,Tim Simona,"Wednesday, 20th November, 1991","Auckland, Auckland, New Zealand"
0,17204,Alex McKINNON,Alex McKinnon,"Wednesday, 5th February, 1992","Scone, New South Wales, Australia"
0,17205,Darcy LUSSICK,Darcy Lussick,"Tuesday, 6th June, 1989","Manly, New South Wales, Australia"
0,17206,Joel RIETHMULLER,Joel Riethmuller,"Thursday, 9th May, 1985","Tully, Queensland, Australia"
0,17207,Shea MOYLAN,Shea Moylan,"Friday, 5th June, 1987",
0,17209,Francis VAIOTU,Francis Vaiotu,"Wednesday, 8th January, 1986","Auckland, Auckland, New Zealand"
0,17211,Ryan STIG,Ryan Stig,"Tuesday, 7th November, 1989",
0,17215,Brenton LAWRENCE,Brenton Lawrence,"Saturday, 29th December, 1984","Mackay, Queensland, Australia"
0,17216,Jack DE BELIN,Jack De Belin,"Sunday, 17th March, 1991","Cootamundra, New South Wales, Australia"
0,17217,Pat O'HANLON,Pat O'Hanlon,"Thursday, 14th March, 1991","Bundaberg, Queensland, Australia"
0,5705,Luke BURGESS,Luke Burgess,"Friday, 20th February, 1987","Wakefield, West Yorkshire, England"
0,17219,Mark KHEIRALLAH,Mark Kheirallah,"Thursday, 15th February, 1990","Darlinghurst, New South Wales, Australia"
0,17281,Zane TETEVANO,Zane Tetevano,"Sunday, 4th November, 1990","Tokoroa, Waikato, New Zealand"
0,17282,Pita GODINET,Pita Godinet,"Monday, 21st December, 1987","Christchurch, Canterbury, New Zealand"
0,17283,Tyson FRIZELL,Tyson Frizell,"Wednesday, 9th October, 1991","Sydney, New South Wales, Australia"
0,17284,Ryan WALKER,Ryan Walker,"Wednesday, 1st January, 1986",
0,17285,Harry SIEJKA,Harry Siejka,"Monday, 3rd February, 1992","Bathurst, New South Wales, Australia"
0,17288,Dominique PEYROUX,Dominique Peyroux,"Saturday, 21st January, 1989","Auckland, Auckland, New Zealand"
0,17304,Rory BRIEN,Rory Brien,"Tuesday, 15th October, 1991",
0,17315,Mick PICKER,Mick Picker,"Wednesday, 14th June, 1989",
0,17317,Blake AUSTIN,Blake Austin,"Friday, 1st February, 1991","Parramatta, New South Wales, Australia"
0,17375,Ken SIO,Ken Sio,"Monday, 29th October, 1990","Parramatta, New South Wales, Australia"
