,player_id,player_name1,player_name2,birthday,birthplace
0,13425,Charlie RUSSELL,Charlie Russell,,
0,9126,Albert POTTER,Albert Potter,"Sunday, 5th November, 1893","Sydney, New South Wales, Australia"
0,9088,Tommy JAMES,Tommy James,1899,"Glebe, New South Wales, Australia"
0,13114,Patrick McGUINNESS,Patrick McGuinness,"Monday, 25th October, 1897","Sydney, New South Wales, Australia"
0,9096,Roy LISTON,Roy Liston,"Saturday, 25th July, 1896","Newtown, New South Wales, Australia"
0,9111,Bill IVES,Bill Ives,"Saturday, 14th November, 1896","Glebe, New South Wales, Australia"
0,9108,Albert COMPTON,Albert Compton,"Sunday, 9th September, 1894","Maitland, New South Wales, Australia"
0,11997,Eric CUNEO,Eric Cuneo,1898,"Hunters Hill, New South Wales, Australia"
0,9106,Jack IVES,Jack Ives,"Saturday, 26th April, 1890","Glebe, New South Wales, Australia"
0,9090,Les ANDERSON,Les Anderson,,
0,9122,George HORSEY,George Horsey,"Thursday, 21st April, 1892","Waterloo, New South Wales, Australia"
0,9086,Ward PRENTICE,Ward Prentice,"Friday, 30th July, 1886","Burwood, New South Wales, Australia"
0,9115,Ted McGRATH,Ted McGrath,"Thursday, 18th October, 1894","Muswellbrook, New South Wales, Australia"
0,9109,Frank QUIGLEY,Frank Quigley,"Sunday, 5th March, 1899","Sydney, New South Wales, Australia"
0,9094,Vic LAWRENCE,Vic Lawrence,"Thursday, 9th June, 1898","Sydney, New South Wales, Australia"
0,9100,Dally BRIEN,Dally Brien,"Saturday, 9th August, 1890","Newcastle, New South Wales, Australia"
0,9146,Tom LINSKEY,Tom Linskey,"Friday, 5th April, 1901","Sydney, New South Wales, Australia"
0,9099,Alban McKILLOP,Alban McKillop,"Wednesday, 27th May, 1896","Bathurst, New South Wales, Australia"
0,9092,Ryan McCARTHY,Ryan McCarthy,1896,"Manly, New South Wales, Australia"
0,9104,Jim FLATTERY,Jim Flattery,"Wednesday, 2nd November, 1898","Paddington, New South Wales, Australia"
0,9091,Charlie PEOPLES,Charlie Peoples,1899,United States of America
0,9093,Alan McLEOD,Alan McLeod,"Friday, 16th July, 1897","Brisbane, Queensland, Australia"
0,11729,Austin CALLAN,Austin Callan,"Saturday, 12th September, 1896",
0,9110,William AUSTIN,William Austin,"Sunday, 2nd May, 1897","Grafton, New South Wales, Australia"
0,9117,Roger BRADLEY,Roger Bradley,"Thursday, 8th December, 1892","Waterloo, New South Wales, Australia"
0,12488,Edmund HANRAHAN,Edmund Hanrahan,"Thursday, 31st January, 1901","Robertson, New South Wales, Australia"
0,11876,Cecil CORBETT,Cecil Corbett,1899,"Forbes, New South Wales, Australia"
