,player_id,player_name1,player_name2,birthday,birthplace
0,6079,Geoff STARLING,Geoff Starling,"Sunday, 14th December, 1952",
0,11109,Noel SING,Noel Sing,,
0,11103,Ron LEIS,Ron Leis,,
0,11116,Larry PINKERTON,Larry Pinkerton,1950,
0,13241,Ron PALMER,Ron Palmer,,
0,6828,Kevin DIXON,Kevin Dixon,"Friday, 17th September, 1943",New Zealand
0,11118,Fred DENNEHY,Fred Dennehy,,
0,11108,Peter LANGMACK,Peter Langmack,1951,
0,5594,Malcolm REILLY,Malcolm Reilly,"Monday, 19th January, 1948",
0,11105,Phil SMITH,Phil Smith,"Monday, 15th July, 1946","Paddington, New South Wales, Australia"
0,11126,Kevin O'SULLIVAN,Kevin O'Sullivan,,
0,11106,Mark SHULMAN,Mark Shulman,"Monday, 2nd April, 1951",
0,11107,Dick TIMBS,Dick Timbs,,
0,12389,Wayne GOLDING,Wayne Golding,,
0,3846,Barry ANDREWS,Barry Andrews,"Sunday, 15th October, 1950",
0,11113,Terry CROSS,Terry Cross,,
0,11127,Rex MURPHY,Rex Murphy,,
0,1544,Bruce WALKER,Bruce 'Goldie' Walker,"Sunday, 8th June, 1952","Brisbane, Queensland, Australia"
0,11129,Greg PURCELL,Greg Purcell,,
0,9548,Harry CAMERON,Harry 'That Man Harry' Cameron,"Saturday, 2nd August, 1947","Burren Junction, New South Wales, Australia"
0,11210,Neville SINCLAIR,Neville Sinclair,"Friday, 8th June, 1951","Sydney, New South Wales, Australia"
0,11166,George SKEERS,George Skeers,1947,"New South Wales, Australia"
0,11154,Russell MULLINS,Russell 'Flight' Mullins,"Sunday, 3rd August, 1952","Sydney, New South Wales, Australia"
0,11112,Peter BELLAMY,Peter Bellamy,"Tuesday, 5th June, 1951",
0,12288,Bruce FITZPATRICK,Bruce Fitzpatrick,"Thursday, 28th October, 1948",
0,12323,Ross FRANKLIN,Ross Franklin,,
0,14193,Barry BRIGGS,Barry Briggs,,
0,14185,Graham TUCKER,Graham Tucker,,
0,11130,Peter ARCHIBALD,Peter Archibald,,
0,11131,Gordon FRASER,Gordon 'Bones' Fraser,"Saturday, 26th September, 1942",
0,11114,Paul MILLS,Paul Mills,,
0,11124,Rod JACKSON,Rod Jackson,"Sunday, 11th November, 1951",
0,11125,Graham TUCKER,Graham Tucker,,
0,11660,Kel BROWN,Kel Brown,"Saturday, 23rd November, 1946",
0,11120,Claude WILLIAMS,Claude Williams,"Friday, 4th April, 1952",
0,11832,Don COLQUHOUN,Don Colquhoun,"Saturday, 29th May, 1948",
0,12480,Peter HANDCOCK,Peter Handcock,1952,"Sydney, New South Wales, Australia"
0,11245,Ian SARTORI,Ian Sartori,,
0,11146,Nelson CLARK,Nelson Clark,,
0,11123,Noel HURFORD,Noel Hurford,"Sunday, 22nd December, 1946","Forbes, New South Wales, Australia"
0,13207,Pete O'BRIEN,Pete O'Brien,,
0,11724,Steve CALDER,Steve Calder,"Monday, 16th June, 1952",
0,11134,Ken BATTY,Ken Batty,,
0,13121,David McKENZIE,David McKenzie,,
0,11132,Dennis GARDINER,Dennis Gardiner,,
0,12816,Bob KELLY,Bob Kelly,,
0,11135,Barry COX,Barry Cox,"Sunday, 1st May, 1949","Sydney, New South Wales, Australia"
0,11141,Steve SATTERLEY,Steve Satterley,"Sunday, 11th November, 1951","Camperdown, New South Wales, Australia"
0,1514,Graham EADIE,Graham 'Wombat' Eadie,"Wednesday, 25th November, 1953","Woy Woy, New South Wales, Australia"
0,11144,George VARELA,George Varela,,
0,11140,Alan TILBROOK,Alan Tilbrook,,
0,13116,Noel McHALE,Noel McHale,,
0,12978,Graham MATTHEWS,Graham Matthews,,
0,12191,Geoff FALLON,Geoff Fallon,,
0,11139,Ron LOOMES,Ron Loomes,,
0,12280,Bruce FINN,Bruce Finn,,
0,1515,Chris ANDERSON,Chris 'Opes' Anderson,"Wednesday, 28th May, 1952","Condobolin, New South Wales, Australia"
0,11137,Tony BUCKPITT,Tony Buckpitt,,
0,11167,Jim CROUCHER,Jim Croucher,"Thursday, 2nd June, 1949","Sydney, New South Wales, Australia"
0,11896,Paul WALL,Paul Wall,,
0,6300,Cliff WATSON,Cliff Watson,"Friday, 26th April, 1940",
0,12390,David GOLDMAN,David Goldman,,
0,20896,Steve WILLIAMS,Steve Williams,"Wednesday, 23rd April, 1952","Sydney, New South Wales, Australia"
0,12966,F MARSHALL,F Marshall,,
0,1541,Garry DOWLING,Garry 'Milky' Dowling,"Friday, 7th November, 1952","Camden, New South Wales, Australia"
0,11142,Roger KINLYSIDE,Roger Kinlyside,,
0,28030,Chris DENGATE,Chris Dengate,,
0,11208,Col WITHERS,Col Withers,,
0,11143,Ralph MICHAELS,Ralph Michaels,"Thursday, 15th May, 1952",
0,11149,Zac OLEJARNIK,Zac Olejarnik,,
0,11172,John O'BRYAN,John O'Bryan,"Monday, 30th October, 1950","Sydney, New South Wales, Australia"
0,11150,Wayne PINDER,Wayne Pinder,,
0,11203,Dave OLIVERI,Dave Oliveri,"Saturday, 29th September, 1951",
0,11169,Graham ERNST,Graham Ernst,"Monday, 28th April, 1952",
0,11234,Dennis COFFEY,Dennis Coffey,,
0,11183,Peter PARRY,Peter Parry,,
0,12636,Garry JENKINS,Garry Jenkins,,
0,11147,Steve KOSTA,Steve Kosta,"Friday, 28th July, 1950",
