,player_id,player_name1,player_name2,birthday,birthplace
0,8732,Charles BINGLE,Charles Bingle,"Monday, 20th August, 1888","Sydney, New South Wales, Australia"
0,8706,Charlie RUSSELL,Charlie Russell,"Wednesday, 5th December, 1883","St Peters, New South Wales, Australia"
0,8704,Os CLUTTON,Os Clutton,"Tuesday, 24th December, 1889","Blayney, New South Wales, Australia"
0,8737,Alex STUART,Alex Stuart,"Wednesday, 16th December, 1885",
0,5407,Viv FARNSWORTH,Viv Farnsworth,"Monday, 4th February, 1889","Newtown, New South Wales, Australia"
0,8722,Alick HENDERSON,Alick Henderson,,
0,3622,Bill FARNSWORTH,Bill Farnsworth,"Friday, 14th January, 1887","Newtown, New South Wales, Australia"
0,8744,Frank GRESSIER,Frank Gressier,"Tuesday, 19th July, 1881","Dubbo, New South Wales, Australia"
0,8742,Sydney LYONS,Sydney Lyons,"Monday, 1st June, 1885",
0,11668,Thomas BROWNLEE,Thomas Brownlee,"Tuesday, 7th February, 1888","Leichhardt, New South Wales, Australia"
0,8719,George SHORT,George Short,1885,
0,12882,Angus LENNON,Angus Lennon,1888,"Newtown, New South Wales, Australia"
0,8764,Walter HADDOCK,Walter 'Fatty' Haddock,"Sunday, 22nd June, 1890","Wellington, New South Wales, Australia"
0,5410,Paddy McCUE,Paddy McCue,"Sunday, 24th June, 1883","Marrickville, New South Wales, Australia"
0,12406,Bertie GRAY,Bertie Gray,"Friday, 29th March, 1889","Annandale, New South Wales, Australia"
0,3625,Jack BARNETT,Jack Barnett,"Monday, 19th January, 1880","Carcoar, New South Wales, Australia"
0,13157,Charles NASH,Charles Nash,1884,"Sydney, New South Wales, Australia"
0,8740,Ernest WELLING,Ernest Welling,"Friday, 24th October, 1884","Sydney, New South Wales, Australia"
0,8727,Frank FEENEY,Frank Feeney,"Sunday, 18th February, 1883","Oxford, Oxfordshire, England"
0,8708,Lindsay WILEY,Lindsay Wiley,"Tuesday, 13th November, 1888",
0,8728,Henry NAYLOR,Henry Naylor,"Wednesday, 6th June, 1888","Auburn, New South Wales, Australia"
0,11600,Percy BOLT,Percy 'Nutsy' Bolt,1885,"Redfern, New South Wales, Australia"
0,8760,Barney DALTON,Barney Dalton,"Thursday, 23rd July, 1891",
0,12958,William MANTLE,William 'Pummy' Mantle,"Friday, 5th March, 1886","Lithgow, New South Wales, Australia"
0,8709,Tom DOYLE,Tom Doyle,"Tuesday, 17th February, 1885",
0,5408,Bob WILLIAMS,Bob Williams,"Wednesday, 22nd December, 1886","Sydney, New South Wales, Australia"
0,8763,Wal BARCLAY,Wal Barclay,1890,"Woollahra, New South Wales, Australia"
0,51764,Ernest PALMER,Ernest 'Fogey' Palmer,"Sunday, 17th February, 1889","Lithgow, New South Wales, Australia"
0,11650,Ernest BROOMHAM,Ernest Broomham,"Tuesday, 5th July, 1887","St Leonards, New South Wales, Australia"
0,3620,Jack HICKEY,Jack Hickey,"Tuesday, 4th January, 1887","Glebe, New South Wales, Australia"
0,3623,Chris McKIVAT,Chris McKivat,"Thursday, 27th November, 1879","Cumnock, New South Wales, Australia"
0,8712,Sid MARSHALL,Sid Marshall,"Thursday, 7th September, 1882","Auckland, Auckland, New Zealand"
0,20973,Glen BARCLAY,Glen Barclay,"Thursday, 6th September, 1888","Tauranga, Bay Of Plenty, New Zealand"
0,3627,Con SULLIVAN,Con Sullivan,"Tuesday, 31st July, 1883","Wellington, Wellington, New Zealand"
0,12418,Sam GRIFFITHS,Sam Griffiths,"Wednesday, 23rd June, 1886","Petersham, New South Wales, Australia"
0,11848,Charlie WAITE,Charlie Waite,,
0,14200,L NUTTS,L Nutts,,
0,8796,Steve DARMODY,Steve Darmody,"Sunday, 12th October, 1890","Queanbeyan, New South Wales, Australia"
0,8714,Arthur McCABE,Arthur 'Macker' McCabe,"Thursday, 23rd June, 1887","Tamworth, New South Wales, Australia"
0,3626,Bill SPENCE,Bill Spence,"Wednesday, 6th December, 1882",
0,8736,Robert CRAIG,Robert Craig,"Thursday, 1st September, 1881","Sydney, New South Wales, Australia"
0,8715,Alby BURGE,Alby Burge,"Monday, 4th June, 1888","Penrith, New South Wales, Australia"
0,8858,Horace BALKWELL,Horace Balkwell,"Wednesday, 15th September, 1880","Balmain, New South Wales, Australia"
0,12421,John GROVES,John Groves,"Sunday, 28th July, 1889",
0,52438,F WOODWARD,F Woodward,,
0,20779,Roy WARNE,Roy Warne,"Monday, 24th September, 1888","Glebe, New South Wales, Australia"
0,8716,G PAYNE,G Payne,,
0,8746,David GRUNDIE,David Grundie,"Thursday, 2nd August, 1883","Berrima, New South Wales, Australia"
0,13235,? OWENS,? Owens,,
0,8735,Roy ALGIE,Roy Algie,"Monday, 31st December, 1888","Glebe, New South Wales, Australia"
0,11795,Alex CLOUGH,Alex Clough,"Wednesday, 22nd March, 1882",England
0,8717,John CLEARY,John Cleary,"Wednesday, 19th February, 1890","Sydney, New South Wales, Australia"
0,8748,Bill DALEY,Bill Daley,"Tuesday, 27th July, 1886","Redfern, New South Wales, Australia"
