,player_id,player_name1,player_name2,birthday,birthplace
0,9931,Norm PARKINSON,Norm Parkinson,"Thursday, 4th March, 1920",
0,9943,Tom SLATTERY,Tom Slattery,"Tuesday, 16th March, 1920",
0,9933,Cyril PYLE,Cyril Pyle,"Friday, 5th December, 1919","Paddington, New South Wales, Australia"
0,9932,Percy JACOBSEN,Percy Jacobsen,"Tuesday, 19th February, 1918","Richmond, New South Wales, Australia"
0,11624,Fred BRADSTREET,Fred Bradstreet,"Thursday, 3rd December, 1914","Lismore, New South Wales, Australia"
0,9937,Bruce RYAN,Bruce Ryan,"Thursday, 7th July, 1921","Newtown, New South Wales, Australia"
0,13439,William RYAN,William 'Bill' Ryan,"Wednesday, 24th September, 1919","Petersham, New South Wales, Australia"
0,9966,Joe O'DONNELL,Joe O'Donnell,,
0,5868,Bill TYQUIN,Bill Tyquin,"Wednesday, 15th January, 1919","Brisbane, Queensland, Australia"
0,9941,Charles CAHILL,Charles Cahill,"Friday, 28th January, 1916","Wickham, New South Wales, Australia"
0,9936,Charlie MONTGOMERY,Charlie Montgomery,"Tuesday, 1st July, 1924","Chatswood, New South Wales, Australia"
0,14241,Roy STREET,Roy Street,"Wednesday, 6th October, 1915","Kurri Kurri, New South Wales, Australia"
0,9951,Lindsay SPENCER,Lindsay Spencer,,
0,12495,Vince HARDIMAN,Vince Hardiman,,
0,9940,Cecil FOSTER,Cecil Foster,"Monday, 2nd August, 1920","Balmain, New South Wales, Australia"
0,12948,Vic ANDERSON,Vic Anderson,"Thursday, 29th September, 1921",
0,9953,Fred LANE,Fred Lane,,
0,9947,Wally McANULTY,Wally McAnulty,"Saturday, 27th November, 1920","Sydney, New South Wales, Australia"
0,12692,Fred SCHULTZ,Fred Schultz,"Monday, 5th October, 1914","Balmain, New South Wales, Australia"
0,12212,Brian THOMPSON,Brian Thompson,"Friday, 4th February, 1921","Burwood, New South Wales, Australia"
0,12141,Robert DUFFY,Robert Duffy,,
0,11557,Nathan BELL,Nathan Bell,,
0,9950,Les LIVINGSTON,Les 'Jock' Livingston,"Monday, 3rd May, 1920","Hurlstone Park, New South Wales, Australia"
0,9948,Wally FINCH,Wally Finch,,
0,28230,Les MORLEY,Les Morley,,
0,9954,Fred WORRALL,Fred 'Frank' Worrall,"Sunday, 14th July, 1918",
0,11559,Eric BENNETT,Eric Bennett,"Saturday, 21st August, 1915","Currabubula, New South Wales, Australia"
0,12248,Frank TUFFY,Frank Tuffy,"Monday, 14th February, 1916","Hornsby, New South Wales, Australia"
0,11615,Henry BOWERS,Henry Bowers,"Thursday, 30th December, 1915","Brisbane, Queensland, Australia"
0,9955,Tom LYONS,Tom Lyons,,
0,13198,Charlie O'BRIEN,Charlie O'Brien,"Thursday, 19th May, 1921","Waverley, New South Wales, Australia"
0,9967,Larry O'SHEA,Larry O'Shea,"Friday, 12th May, 1916",
0,12046,George WISE,George Wise,"Sunday, 1st September, 1918","Balmain, New South Wales, Australia"
0,9990,Doug DOBSON,Doug Dobson,"Sunday, 18th February, 1917","Lismore, New South Wales, Australia"
0,9956,Jack GILBERT,Jack Gilbert,,
0,13028,Jack MORLEY,Jack Morley,,
0,10164,Alf NIXON,Alf Nixon,,
0,9957,Brian WALSH,Brian Walsh,"Sunday, 26th November, 1916",
0,12856,Fred LANGTON,Fred Langton,,
0,9962,Jim DENNEHY,Jim Dennehy,,
0,9958,Bob JACKSON,Bob Jackson,,
0,9964,Kevin MURPHY,Kevin Murphy,"Friday, 3rd February, 1922","Rozelle, New South Wales, Australia"
0,9961,Jim FRANCIS,Jim Francis,,
0,20056,George JONES,George Jones,,
