,player_id,player_name1,player_name2,birthday,birthplace
0,7427,Jordan ATKINS,Jordan Atkins,"Saturday, 22nd January, 1983","Stanthorpe, Queensland, Australia"
0,7428,Taulima TAUTAI,Taulima Tautai,"Sunday, 3rd April, 1988","Liverpool, New South Wales, Australia"
0,7429,Matthew KEATING,Matthew Keating,"Saturday, 6th September, 1986","Sydney, New South Wales, Australia"
0,7430,Brendan OAKE,Brendan Oake,"Tuesday, 17th September, 1985","Sydney, New South Wales, Australia"
0,7432,Reece ROBINSON,Reece Robinson,"Saturday, 13th June, 1987","Sydney, New South Wales, Australia"
0,7433,Peni TAGIVE,Peni Tagive,"Monday, 3rd October, 1988","Camperdown, New South Wales, Australia"
0,7434,Tim MOLTZEN,Tim Moltzen,"Thursday, 15th September, 1988","Wahroonga, New South Wales, Australia"
0,7435,Aidan KIRK,Aidan Kirk,"Sunday, 16th March, 1986","Gosford, New South Wales, Australia"
0,7714,Ben LOWE,Ben Lowe,"Wednesday, 13th March, 1985","Toowoomba, Queensland, Australia"
0,7715,Obe GEIA,Obe Geia,"Sunday, 12th February, 1989",
0,7716,Sonny FAI,Sonny Fai,"Sunday, 20th March, 1988","Auckland, Auckland, New Zealand"
0,7718,Beau FALLOON,Beau Falloon,"Thursday, 21st May, 1987","Sydney, New South Wales, Australia"
0,7740,Matt PRIOR,Matt Prior,"Sunday, 24th May, 1987","Wollongong, New South Wales, Australia"
0,7741,Sam LATU,Sam Latu,"Tuesday, 21st June, 1988","Sydney, New South Wales, Australia"
0,7717,Kris KEATING,Kris Keating,"Saturday, 26th November, 1988","Sydney, New South Wales, Australia"
0,7720,Gary WARBURTON,Gary Warburton,"Tuesday, 15th December, 1987","Griffith, New South Wales, Australia"
0,7722,Joseph PAULO,Joseph 'Sefa' Paulo,"Saturday, 2nd January, 1988","Auckland, Auckland, New Zealand"
0,7739,Glen BUTTRISS,Glen Buttriss,"Tuesday, 20th August, 1985","Cootamundra, New South Wales, Australia"
0,7735,Aiden TOLMAN,Aiden Tolman,"Thursday, 10th November, 1988","Kempsey, New South Wales, Australia"
0,7719,Brent CRISP,Brent Crisp,"Friday, 10th October, 1986","Canberra, Australian Capital Territory, Australia"
0,7721,Sam MOA,Sam Moa,"Thursday, 14th August, 1986",Tonga
0,7724,Russell PACKER,Russell Packer,"Monday, 9th October, 1989","Huntly, Waikato, New Zealand"
0,7723,John TAMANIKA,John Tamanika,"Thursday, 15th November, 1984",
0,7726,Lorenzo MA'AFU,Lorenzo Ma'afu,"Friday, 13th November, 1987",
0,7727,David WILLIAMS,David 'Wolfman' Williams,"Monday, 4th August, 1986","Sydney, New South Wales, Australia"
0,7729,Aaron GROOM,Aaron Groom,"Tuesday, 23rd June, 1987",Fiji
0,7728,Shannon WALKER,Shannon Walker,"Friday, 25th November, 1988","Kyogle, New South Wales, Australia"
0,7730,Anthony CHERRINGTON,Anthony Cherrington,"Monday, 21st March, 1988","Sydney, New South Wales, Australia"
0,7731,Grant MILLINGTON,Grant Millington,"Saturday, 1st November, 1986","Auburn, New South Wales, Australia"
0,7732,Andrew McCULLOUGH,Andrew McCullough,"Tuesday, 30th January, 1990","Dalby, Queensland, Australia"
0,7733,Isaak AH MAU,Isaak Ah Mau,"Thursday, 25th November, 1982","Auckland, Auckland, New Zealand"
0,7736,Liam FORAN,Liam Foran,"Monday, 25th April, 1988","Auckland, Auckland, New Zealand"
