,player_id,player_name1,player_name2,birthday,birthplace
0,153,Nate MYLES,Nate Myles,"Monday, 24th June, 1985","Cairns, Queensland, Australia"
0,816,Corey PAYNE,Corey Payne,"Monday, 7th May, 1984","Sydney, New South Wales, Australia"
0,763,Tim SMITH,Tim Smith,"Sunday, 13th January, 1985","Gold Coast, Queensland, Australia"
0,1387,Iosia SOLIOLA,Iosia Soliola,"Monday, 4th August, 1986","Auckland, Auckland, New Zealand"
0,1608,Nigel PLUM,Nigel Plum,"Thursday, 31st March, 1983","Wagga Wagga, New South Wales, Australia"
0,286,Matthew WHITE,Matthew White,"Thursday, 17th May, 1984","Inverell, New South Wales, Australia"
0,280,Kade SNOWDEN,Kade Snowden,"Wednesday, 31st December, 1986","Belmont, New South Wales, Australia"
0,750,Brett WHITE,Brett White,"Thursday, 8th April, 1982","Jindabyne, New South Wales, Australia"
0,110,Leon BOTT,Leon Bott,"Monday, 19th October, 1981",
0,271,Brad TIGHE,Brad Tighe,"Thursday, 5th April, 1984","Moree, New South Wales, Australia"
0,1601,Brendan WORTH,Brendan Worth,"Wednesday, 18th July, 1984","Darwin, Northern Territory, Australia"
0,301,James STOSIC,James Stosic,"Tuesday, 22nd September, 1981","New Plymouth, Taranaki, New Zealand"
0,1760,Steve MATAI,Steve Matai,"Sunday, 5th August, 1984","Auckland, Auckland, New Zealand"
0,1763,Peter TAYLOR,Peter Taylor,"Saturday, 13th July, 1985",
0,1618,Wes NAIQAMA,Wes Naiqama,"Tuesday, 19th October, 1982","Sutherland, New South Wales, Australia"
0,1622,Trent YOUNG,Trent Young,"Saturday, 8th September, 1979","Brisbane, Queensland, Australia"
0,1767,Trent CUTLER,Trent Cutler,"Thursday, 19th January, 1984","Bankstown, New South Wales, Australia"
0,848,Ben HANNANT,Ben Hannant,"Monday, 31st December, 1984","Gold Coast, Queensland, Australia"
0,780,Trent SALKELD,Trent Salkeld,"Thursday, 20th August, 1981",
0,1623,Manase MANUOKAFOA,Manase Manuokafoa,"Sunday, 24th March, 1985","Sydney, New South Wales, Australia"
0,1379,Greg INGLIS,Greg Inglis,"Thursday, 15th January, 1987","Kempsey, New South Wales, Australia"
0,751,Phillip LEULUAI,Phillip Leuluai,"Saturday, 16th July, 1977","Auckland, Auckland, New Zealand"
0,756,Brad MORRIN,Brad Morrin,"Wednesday, 23rd September, 1981","Liverpool, New South Wales, Australia"
0,755,Charlie TONGA,Charlie Tonga,"Friday, 23rd September, 1977","Nuku'alofa, Tonga"
0,819,Berrick BARNES,Berrick Barnes,"Wednesday, 28th May, 1986","Brisbane, Queensland, Australia"
0,1371,Mick MORAN,Mick Moran,"Tuesday, 16th August, 1983",
0,1613,Dallas McILWAIN,Dallas McIlwain,"Sunday, 24th January, 1982","Inverell, New South Wales, Australia"
0,1364,Jim CURTIS,Jim Curtis,"Tuesday, 16th January, 1979","Parramatta, New South Wales, Australia"
0,1388,Jamie SOWARD,Jamie Soward,"Tuesday, 13th November, 1984","Wagga Wagga, New South Wales, Australia"
0,1405,Dane CAMPBELL,Dane Campbell,"Monday, 15th October, 1984",
0,1359,Cameron PHELPS,Cameron Phelps,"Monday, 11th February, 1985","Sydney, New South Wales, Australia"
0,1614,Milton THAIDAY,Milton Thaiday,"Friday, 15th February, 1980","Townsville, Queensland, Australia"
