,match_id,ref_id
0,8258,42225
0,8259,42224
0,8260,42219
0,8261,42226
0,8264,42219
0,8263,42348
0,8262,42223
0,8265,42226
0,8266,42348
0,8267,11397
0,8268,42226
0,8269,42224
0,8270,42226
0,8272,42224
0,8271,42348
0,8273,42219
0,8275,42348
0,8277,42224
0,8274,42225
0,8276,42219
0,8278,42223
0,8279,42348
0,8280,42225
0,8281,42226
0,8282,42224
0,8285,42348
0,8284,42226
0,8283,42219
0,8286,42219
0,8287,42348
0,8289,42225
0,8288,42224
0,8290,42158
0,8291,42219
0,8293,42348
0,8292,42224
0,8295,42226
0,8294,42158
0,8297,42219
0,8296,42348
0,8299,42348
0,8298,42228
0,8300,42158
0,8301,42223
0,8302,42225
0,8304,42219
0,8303,42158
0,8305,42348
0,8309,42158
0,8306,42225
0,8307,42224
0,8308,42228
0,8310,42228
0,8311,42158
0,8312,42223
0,8313,42225
0,8314,42223
