,match_id,ref_id
0,10918,42266
0,10919,42175
0,10921,5776
0,10920,13238
0,10922,42290
0,10925,42175
0,10926,5776
0,10923,13238
0,10927,42183
0,10924,42266
0,10928,5776
0,10929,13238
0,10930,42266
0,10931,42183
0,10932,42175
0,10934,42175
0,10935,5776
0,10937,13238
0,10933,42266
0,10936,42183
0,10940,42183
0,10941,42175
0,10938,42266
0,10939,5776
0,10942,13238
0,10945,5776
0,10943,13238
0,10944,42183
0,10947,42266
0,10946,42175
0,10949,42289
0,10952,42183
0,10948,13238
0,10951,42266
0,10950,5776
0,10954,42266
0,10953,42289
0,10956,42183
0,10957,42175
0,10955,13238
0,10958,42266
0,10961,5776
0,10960,42289
0,10959,13238
0,10962,42183
0,10963,42289
0,10964,42339
0,10966,42183
0,10965,13238
0,10967,5776
0,10968,42339
0,10972,42289
0,10969,42183
0,10971,13238
0,10970,42266
0,10976,13238
0,10977,42183
0,10973,5776
0,10974,42266
0,10975,42339
0,10979,42289
0,10978,42183
0,10982,5776
0,10981,42266
0,10980,42290
0,10983,42289
0,10986,5776
0,10987,42290
0,10984,42266
0,10985,13238
0,10989,5776
0,10990,42289
0,10992,13238
0,10988,42183
0,10991,42266
0,10994,42266
0,10995,42289
0,10996,42290
0,10993,13238
0,10997,42183
0,10999,13238
0,11000,5776
0,11001,42289
0,10998,42266
0,11002,42183
0,11003,42290
0,11007,5776
0,11006,42183
0,11005,42289
0,11004,13238
0,11008,5776
0,11009,42266
0,11010,5776
0,11011,42266
0,11012,5776
