,match_id,ref_id
0,12471,42186
0,12473,42269
0,12474,5894
0,12472,42277
0,12476,10442
0,12475,42183
0,12477,5894
0,12478,42183
0,12481,42269
0,12482,42277
0,12479,10442
0,12480,42186
0,12483,10442
0,12484,42186
0,12485,5894
0,12486,42277
0,12487,42183
0,12488,42269
0,12489,5894
0,12490,42269
0,12491,42183
0,12494,42277
0,12492,10442
0,12493,42186
0,12495,10442
0,12497,42186
0,12500,42183
0,12498,5894
0,12496,42269
0,12499,42277
0,12502,5894
0,12501,10442
0,12503,42277
0,12504,42186
0,12506,42183
0,12505,42269
0,12507,42183
0,12508,42277
0,12511,42269
0,12512,10442
0,12509,5894
0,12510,42186
0,12515,42183
0,12516,5894
0,12513,42270
0,12518,42186
0,12514,10442
0,12517,42277
0,12520,42183
0,12521,10442
0,12523,42186
0,12519,42270
0,12524,5894
0,12522,42277
0,12526,42186
0,12527,5894
0,12530,42268
0,12525,42270
0,12528,42276
0,12529,10442
0,12532,42276
0,12531,10442
0,12533,5894
0,12534,42270
0,12535,42186
0,12536,42268
0,12537,42270
0,12538,42269
0,12539,42186
0,12541,10442
0,12542,5894
0,12540,42268
0,12544,42268
0,12543,42183
0,12547,10442
0,12548,42270
0,12545,5894
0,12546,42186
0,12549,42273
0,12550,42270
0,12552,42276
0,12553,42186
0,12551,42268
0,12554,10442
0,12556,42183
0,12555,42276
0,12558,42273
0,12560,42270
0,12559,10442
0,12557,42268
0,12561,42270
0,12562,42276
0,12564,42273
0,12565,10442
0,12566,42268
0,12563,42269
0,12567,42183
0,12568,42268
0,12569,42273
0,12570,42270
0,12572,42276
0,12571,10442
0,12573,42273
0,12574,10442
0,12576,42268
0,12577,42183
0,12575,42269
0,12578,42270
0,12580,42183
0,12579,42268
0,12581,10442
0,12582,42269
0,12583,42270
0,12584,42273
0,12585,42273
0,12587,42183
0,12586,42268
0,12589,42269
0,12588,42270
0,12590,10442
0,12591,10442
0,12592,42183
0,12595,42270
0,12594,42268
0,12596,42273
0,12593,42269
0,12597,42273
0,12598,42183
0,12601,42268
0,12599,42270
0,12600,10442
0,12602,42269
0,12603,42183
0,12604,42183
0,12605,42183
0,12606,42183
