,match_id,ref_id
0,6000,42098
0,6002,42077
0,6001,42097
0,6006,42147
0,6003,42078
0,6007,42066
0,6004,42092
0,6005,42071
0,6008,42077
0,6009,42071
0,6015,42098
0,6012,42147
0,6013,42092
0,6014,42066
0,6010,42078
0,6011,42097
0,6016,42077
0,6019,42071
0,6017,42078
0,6021,42147
0,6018,42066
0,6022,42092
0,6020,42097
0,6023,42098
0,6024,42078
0,6025,42071
0,6027,42066
0,6028,42092
0,6029,42077
0,6031,42147
0,6030,42097
0,6026,42098
0,6032,42092
0,6033,42071
0,6034,42077
0,6036,42097
0,6035,42098
0,6039,42066
0,6038,42147
0,6037,42078
0,6040,42078
0,6041,42066
0,6045,42092
0,6046,42098
0,6047,42071
0,6042,42077
0,6043,42147
0,6044,42097
0,6048,42098
0,6049,42066
0,6050,42078
0,6054,42077
0,6051,42147
0,6055,42071
0,6052,42092
0,6053,42097
0,6056,42147
0,6057,42092
0,6058,42078
0,6059,42097
0,6060,42071
0,6063,42075
0,6061,42098
0,6062,42077
0,6064,42071
0,6065,42078
0,6068,42147
0,6069,42098
0,6066,42077
0,6071,42092
0,6067,42075
0,6070,42097
0,6072,42075
0,6073,42092
0,6074,42098
0,6075,42078
0,6076,42077
0,6077,42071
0,6078,42147
0,6079,42097
0,6080,42077
0,6081,42098
0,6083,42090
0,6086,42075
0,6082,42063
0,6084,42071
0,6085,42092
0,6087,42078
0,6088,42092
0,6089,42063
0,6090,42078
0,6095,42077
0,6092,42075
0,6091,42090
0,6094,42098
0,6093,42071
0,6096,42078
0,6098,42075
0,6097,42071
0,6099,42063
0,6100,42077
0,6101,42098
0,6103,42092
0,6102,42090
0,6104,42092
0,6105,42077
0,6106,42098
0,6110,42078
0,6111,42075
0,6108,42063
0,6109,42071
0,6107,42090
0,6112,42077
0,6113,42092
0,6114,42098
0,6115,42071
0,6116,42075
0,6117,42090
0,6119,42078
0,6118,42063
0,6120,42098
0,6122,42077
0,6121,42075
0,6125,42092
0,6123,42090
0,6126,42078
0,6124,42063
0,6127,42071
0,6128,42063
0,6130,42071
0,6129,42090
0,6134,42075
0,6131,42092
0,6132,42078
0,6133,42098
0,6135,42077
0,6136,42063
0,6137,42071
0,6139,42075
0,6140,42092
0,6138,42078
0,6141,42090
0,6142,42077
0,6143,42098
0,6144,42071
0,6146,42098
0,6145,42063
0,6148,42096
0,6150,42078
0,6151,42092
0,6147,42081
0,6149,42077
0,6152,42071
0,6153,42063
0,6154,42077
0,6155,42078
0,6156,42081
0,6157,42092
0,6158,42096
0,6159,42098
0,6160,42078
0,6161,42081
0,6167,42063
0,6165,42071
0,6164,42098
0,6162,42077
0,6166,42096
0,6163,42092
0,6168,42098
0,6169,42071
0,6171,42092
0,6172,42077
0,6173,42078
0,6174,42096
0,6170,42081
0,6175,42063
0,6176,42077
0,6177,42071
0,6178,42077
0,6179,42077
0,6180,42071
0,6181,42077
0,6182,42077
