,match_id,ref_id
0,9620,9127
0,9617,42258
0,9618,8846
0,9619,42347
0,9622,8846
0,9621,42258
0,9623,42347
0,9624,9127
0,9626,42347
0,9625,9127
0,9628,42258
0,9627,8846
0,9629,9127
0,9631,42258
0,9632,8846
0,9630,42347
0,9635,9127
0,9633,42258
0,9636,42347
0,9634,8846
0,9638,42347
0,9639,42258
0,9640,8846
0,9637,9127
0,9643,42258
0,9644,42338
0,9641,9127
0,9642,8846
0,9645,8846
0,9647,42367
0,9646,42258
0,9648,9127
0,9651,9127
0,9652,42258
0,9649,42347
0,9650,8846
0,9654,9127
0,9655,42367
0,9653,42258
0,9656,8846
0,9659,42258
0,9660,8846
0,9657,9127
0,9658,42329
0,9662,8846
0,9663,9127
0,9661,42258
0,9664,42329
0,9665,8846
0,9667,42329
0,9666,9127
0,9668,42258
0,9669,9127
0,9670,8846
0,9672,42258
0,9671,42329
0,9673,42258
0,9674,42258
0,9675,42258
