,match_id,ref_id
0,9498,9127
0,9500,42258
0,9497,8846
0,9499,8620
0,9501,42247
0,9504,8846
0,9503,42258
0,9502,8620
0,9507,9127
0,9505,42247
0,9508,8620
0,9506,8846
0,9509,8846
0,9510,42307
0,9512,8620
0,9511,42305
0,9514,42307
0,9515,8846
0,9513,8620
0,9516,42305
0,9520,8846
0,9518,9127
0,9519,8620
0,9517,42305
0,9522,8620
0,9523,9127
0,9524,8846
0,9521,42258
0,9526,42258
0,9527,8620
0,9525,9127
0,9528,8846
0,9531,42305
0,9532,8846
0,9529,42307
0,9530,9127
0,9534,42305
0,9535,42307
0,9533,8846
0,9536,9127
0,9538,9127
0,9537,42307
0,9540,8846
0,9539,42305
0,9541,9127
0,9542,8620
0,9543,42368
0,9544,8846
0,9548,8620
0,9545,42368
0,9547,8846
0,9546,42258
0,9549,8620
0,9552,42258
0,9550,42307
0,9551,42368
0,9553,9127
0,9554,8620
0,9555,8846
0,9556,8846
