,match_id,ref_id
0,12879,10423
0,12880,42270
0,12882,42186
0,12881,42273
0,12883,5894
0,12884,42269
0,12886,42281
0,12887,5894
0,12885,42280
0,12889,42270
0,12890,42186
0,12888,42273
0,12891,5894
0,12892,42269
0,12894,42273
0,12893,42281
0,12895,42186
0,12896,42270
0,12898,42270
0,12897,5894
0,12901,42269
0,12902,42273
0,12899,42186
0,12900,42269
0,12903,5894
0,12905,42273
0,12907,42281
0,12904,42270
0,12906,42186
0,12908,42269
0,12909,42269
0,12910,42270
0,12911,42273
0,12914,5894
0,12912,42186
0,12913,42281
0,12915,5894
0,12917,42270
0,12918,42269
0,12916,42281
0,12919,42186
0,12920,42273
0,12921,42186
0,12923,5894
0,12924,42270
0,12925,42273
0,12922,42269
0,12926,5894
0,12929,42186
0,12927,42281
0,12931,42269
0,12932,5894
0,12928,42280
0,12930,42270
0,12933,42280
0,12936,42281
0,12934,42186
0,12937,42270
0,12938,42205
0,12935,42269
0,12939,5894
0,12942,42269
0,12943,42280
0,12940,42281
0,12941,42270
0,12944,42186
0,12945,42186
0,12946,42205
0,12949,42280
0,12948,42279
0,12947,42269
0,12950,42270
0,12951,42186
0,12952,5894
0,12955,42269
0,12956,42280
0,12953,42270
0,12954,42205
0,12958,5894
0,12957,42186
0,12960,42205
0,12961,42269
0,12962,42280
0,12959,42271
0,12963,42186
0,12964,42205
0,12966,42280
0,12967,42271
0,12968,42269
0,12965,5894
0,12969,42186
0,12972,42205
0,12971,42269
0,12974,42280
0,12970,5894
0,12973,42271
0,12975,42205
0,12977,5894
0,12978,42186
0,12976,42271
0,12979,42269
0,12980,42280
0,12981,42186
0,12982,42269
0,12983,5894
0,12986,42205
0,12984,42280
0,12985,42271
0,12991,42269
0,12992,42280
0,12987,42271
0,12988,42186
0,12989,5894
0,12990,42205
0,12993,42269
0,12994,42280
0,12998,42205
0,12995,5894
0,12996,42186
0,12997,42271
0,12999,42186
0,13000,42205
0,13002,42280
0,13003,42269
0,13001,42271
0,13004,5894
0,13005,5894
0,13010,42269
0,13007,42271
0,13008,42205
0,13006,42276
0,13009,42186
0,13011,42186
0,13012,5894
0,13013,42186
0,13014,5894
