,match_id,ref_id
0,4606,42143
0,4608,10668
0,4607,42139
0,4612,42104
0,4611,42097
0,4610,10679
0,4609,42095
0,4614,10668
0,4617,42097
0,4615,10679
0,4616,42151
0,4618,42104
0,4619,42139
0,4613,42143
0,4620,42104
0,4622,42143
0,4621,10679
0,4626,42097
0,4625,42151
0,4624,10668
0,4623,42139
0,4627,11623
0,4627,42140
0,4627,42151
0,4628,42104
0,4630,42095
0,4632,10679
0,4629,42097
0,4633,10668
0,4631,42139
0,4634,10668
0,4636,10679
0,4635,42097
0,4639,42139
0,4637,42104
0,4640,42095
0,4638,42078
0,4641,10679
0,4643,42097
0,4644,42137
0,4645,42078
0,4647,42139
0,4642,42095
0,4646,42143
0,4648,42143
0,4652,10679
0,4649,10668
0,4651,42095
0,4653,42139
0,4650,42104
0,4654,42097
0,4655,42104
0,4657,42143
0,4658,42139
0,4659,42095
0,4656,10679
0,4660,42097
0,4661,10668
0,4662,10668
0,4665,42095
0,4666,42139
0,4663,42154
0,4667,42097
0,4664,42104
0,4668,10679
0,4669,10668
0,4671,42151
0,4672,42095
0,4673,42139
0,4670,42097
0,4674,10679
0,4675,42104
0,4676,10668
0,4678,42097
0,4679,42104
0,4680,10679
0,4681,42095
0,4677,42151
0,4682,42139
0,4683,10668
0,4684,42095
0,4685,10668
0,4686,42097
0,4689,42104
0,4689,42137
0,4687,42139
0,4688,10679
0,4694,42095
0,4693,42139
0,4690,42137
0,4695,42143
0,4696,10679
0,4691,42097
0,4692,10668
0,4697,10668
0,4701,42137
0,4698,42143
0,4703,42095
0,4699,42097
0,4702,10679
0,4700,42139
0,4704,42143
0,4705,42095
0,4706,42137
0,4707,42097
0,4710,10679
0,4708,10668
0,4709,42139
0,4711,42095
0,4712,42151
0,4713,42143
0,4714,10668
0,4715,42137
0,4717,10679
0,4716,42097
0,4718,42097
0,4721,42104
0,4722,42151
0,4724,10668
0,4719,42143
0,4720,10679
0,4723,42095
0,4725,42104
0,4727,42143
0,4731,42095
0,4728,10679
0,4726,42097
0,4729,10668
0,4730,42151
0,4732,10668
0,4734,42143
0,4735,42151
0,4736,10679
0,4733,42104
0,4737,42097
0,4738,42095
0,4739,10668
0,4740,10679
0,4744,42095
0,4743,42137
0,4745,42104
0,4741,42151
0,4742,42097
0,4747,10679
0,4748,10668
0,4749,42095
0,4750,42104
0,4752,42151
0,4746,42137
0,4751,42097
0,4753,42095
0,4758,42137
0,4756,10679
0,4754,42097
0,4759,42146
0,4755,10668
0,4757,42151
0,4760,42151
0,4761,42146
0,4766,42095
0,4762,42097
0,4765,10668
0,4764,10679
0,4763,42104
0,4767,10668
0,4770,42151
0,4772,42097
0,4773,42095
0,4768,10679
0,4769,42104
0,4771,42146
0,4774,10668
0,4775,42104
0,4776,42151
0,4777,42151
0,4780,42097
0,4779,10668
0,4778,42104
0,4781,10679
0,4783,42146
0,4784,42095
0,4785,10668
0,4786,42097
0,4782,42104
0,4787,42151
0,4788,10668
0,4789,42104
0,4790,10668
0,4791,42104
0,4792,42104
0,4793,42104
